seqnames	strand	transcript_id	start.TR	end.TR	start.exon	end.exon	exon_number	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source
LT934125.1	+	UL44.4-S17	54497	55161	54497	55161	1	54497	55161	54497	54497	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S18	54519	55161	54519	55161	1	54519	55161	54519	54519	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S19	54561	55161	54561	55161	1	54561	55161	54561	54561	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S2	53910	55161	53910	55161	1	53910	55161	53910	53910	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S2-AT	53910	55271	53910	55271	1	53910	55271	53910	53910	55271	55271	TRUE	NAGATA
LT934125.1	+	UL44.4-S20	54723	55161	54723	55161	1	54723	55161	54723	54723	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S21	54834	55161	54834	55161	1	54834	55161	54834	54834	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S22	54901	55161	54901	55161	1	54901	55161	54901	54901	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S23	54960	55161	54960	55161	1	54960	55161	54960	54960	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S3	53934	55161	53934	55161	1	53934	55161	53934	53934	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S4	53971	55161	53971	55161	1	53971	55161	53971	53971	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S5	53996	55161	53996	55161	1	53996	55161	53996	53996	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S5-AT	53996	55271	53996	55271	1	53996	55271	53996	53996	55271	55271	TRUE	NAGATA
LT934125.1	+	UL44.4-S6	54053	55161	54053	55161	1	54053	55161	54053	54053	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S7	54165	55161	54165	55161	1	54165	55161	54165	54165	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S8	54209	55161	54209	55161	1	54209	55161	54209	54209	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S9	54245	55161	54245	55161	1	54245	55161	54245	54245	55161	55161	TRUE	NAGATA
LT934125.1	+	UL44.4-S9-AT	54245	55271	54245	55271	1	54245	55271	54245	54245	55271	55271	TRUE	NAGATA
LT934125.1	+	UL46	14048	16224	14048	16224	1	14048	16224	14048	14048	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L	13944	16224	13944	16224	1	13944	16224	13944	13944	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L2	13793	16224	13793	16224	1	13793	16224	13793	13793	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L3	13746	16224	13746	16224	1	13746	16224	13746	13746	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L4	13569	16224	13569	16224	1	13569	16224	13569	13569	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L5	13539	16224	13539	16224	1	13539	16224	13539	13539	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L6	13521	16224	13521	16224	1	13521	16224	13521	13521	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L7	13177	16224	13177	16224	1	13177	16224	13177	13177	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L8	12812	16224	12812	16224	1	12812	16224	12812	12812	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46-L9	12406	16224	12406	16224	1	12406	16224	12406	12406	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.1	15597	16224	15597	16224	1	15597	16224	15597	15597	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.1-S2	15646	16224	15646	16224	1	15646	16224	15646	15646	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.1-S3	15750	16224	15750	16224	1	15750	16224	15750	15750	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.1-S4	15787	16224	15787	16224	1	15787	16224	15787	15787	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.10	14307	16224	14307	16224	1	14307	16224	14307	14307	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.10-S	14439	16224	14439	16224	1	14439	16224	14439	14439	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.2	15249	16224	15249	16224	1	15249	16224	15249	15249	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.5	14818	16224	14818	16224	1	14818	16224	14818	14818	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.5-S2	14930	16224	14930	16224	1	14930	16224	14930	14930	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.5-S3	15028	16224	15028	16224	1	15028	16224	15028	15028	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.6	14724	16224	14724	16224	1	14724	16224	14724	14724	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.6-S	14782	16224	14782	16224	1	14782	16224	14782	14782	16224	16224	TRUE	NAGATA
LT934125.1	+	UL46.9	14560	16224	14560	16224	1	14560	16224	14560	14560	16224	16224	TRUE	NAGATA
LT934125.1	+	UL47-46	11793	16224	11793	16224	1	11793	16224	11793	11793	16224	16224	TRUE	NAGATA
LT934125.1	+	UL47.3	13166	14176	13166	14176	1	13166	14176	13166	13166	14176	14176	TRUE	NAGATA
LT934125.1	+	UL48	10467	11912	10467	11912	1	10467	11912	10467	10467	11912	11912	TRUE	NAGATA
LT934125.1	+	UL48-47-46	10431	16224	10431	16224	1	10431	16224	10431	10431	16224	16224	TRUE	NAGATA
LT934125.1	+	UL48-L-AT	10431	12084	10431	12084	1	10431	12084	10431	10431	12084	12084	TRUE	NAGATA
LT934125.1	+	UL49	9646	10426	9646	10426	1	9646	10426	9646	9646	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49-L	9548	10426	9548	10426	1	9548	10426	9548	9548	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49-L2	9412	10426	9412	10426	1	9412	10426	9412	9412	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49-L3	9338	10426	9338	10426	1	9338	10426	9338	9338	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.1	9699	10426	9699	10426	1	9699	10426	9699	9699	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.1-S	9930	10426	9930	10426	1	9930	10426	9930	9930	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.1-S2	10075	10426	10075	10426	1	10075	10426	10075	10075	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.1-S3	10105	10426	10105	10426	1	10105	10426	10105	10105	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.1-S4	10135	10426	10135	10426	1	10135	10426	10135	10135	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.1-S5	10159	10426	10159	10426	1	10159	10426	10159	10159	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.1-S6	10252	10426	10252	10426	1	10252	10426	10252	10252	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.5-49	9208	10426	9208	10426	1	9208	10426	9208	9208	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.5-49-48-47-46	9113	16224	9113	16224	1	9113	16224	9113	9113	16224	16224	TRUE	NAGATA
LT934125.1	+	UL49.5-S-49	9270	10426	9270	10426	1	9270	10426	9270	9270	10426	10426	TRUE	NAGATA
LT934125.1	+	UL49.5L-49	8899	10426	8899	10426	1	8899	10426	8899	8899	10426	10426	TRUE	NAGATA
LT934125.1	+	UL5	88883	91559	88883	91559	1	88883	91559	88883	88883	91559	91559	TRUE	NAGATA
LT934125.1	+	UL5-4	88885	92058	88885	92058	1	88885	92058	88885	88885	92058	92058	TRUE	NAGATA
LT934125.1	+	UL5-4-M	89133	92059	89133	92059	1	89133	92059	89133	89133	92059	92059	TRUE	NAGATA
LT934125.1	+	UL5-4-S	90381	92059	90381	92059	1	90381	92059	90381	90381	92059	92059	TRUE	NAGATA
LT934125.1	+	UL5.3	89133	91559	89133	91559	1	89133	91559	89133	89133	91559	91559	TRUE	NAGATA
LT934125.1	+	UL5.5	89883	91559	89883	91559	1	89883	91559	89883	89883	91559	91559	TRUE	NAGATA
LT934125.1	+	UL5.6	90249	91559	90249	91559	1	90249	91559	90249	90249	91559	91559	TRUE	NAGATA
LT934125.1	+	UL50-49.5-49	8597	10426	8597	10426	1	8597	10426	8597	8597	10426	10426	TRUE	NAGATA
LT934125.1	+	UL50-49.5-49-L	8352	10426	8352	10426	1	8352	10426	8352	8352	10426	10426	TRUE	NAGATA
LT934125.1	+	UL51	7588	8523	7588	8523	1	7588	8523	7588	7588	8523	8523	TRUE	NAGATA
LT934125.1	+	UL51-50-49.5-49	7588	10426	7588	10426	1	7588	10426	7588	7588	10426	10426	TRUE	NAGATA
LT934125.1	+	UL51.5	7811	8523	7811	8523	1	7811	8523	7811	7811	8523	8523	TRUE	NAGATA
LT934125.1	+	UL51L-50-49.5-49	7475	10426	7475	10426	1	7475	10426	7475	7475	10426	10426	TRUE	NAGATA
LT934125.1	+	UL5L2-4	88155	92059	88155	92059	1	88155	92059	88155	88155	92059	92059	TRUE	NAGATA
LT934125.1	+	UL8	83975	86167	83975	86167	1	83975	86167	83975	83975	86167	86167	TRUE	NAGATA
LT934125.1	+	UL8-L	83792	86167	83792	86167	1	83792	86167	83792	83792	86167	86167	TRUE	NAGATA
LT934125.1	+	UL8-L2	82509	86167	82509	86167	1	82509	86167	82509	82509	86167	86167	TRUE	NAGATA
LT934125.1	+	UL8.5	85104	86167	85104	86167	1	85104	86167	85104	85104	86167	86167	TRUE	NAGATA
LT934125.1	+	UL8.5-S	85607	86167	85607	86167	1	85607	86167	85607	85607	86167	86167	TRUE	NAGATA
LT934125.1	+	UL8.5-S2	85676	86167	85676	86167	1	85676	86167	85676	85676	86167	86167	TRUE	NAGATA
LT934125.1	+	UL9L-8	81082	86167	81082	86167	1	81082	86167	81082	81082	86167	86167	TRUE	NAGATA
LT934125.1	+	US1	114985	116962	114985	116962	1	114985	116962	114985	114985	116962	116962	TRUE	NAGATA
LT934125.1	+	US1-splice	114984	116961	114984	115138	1	114984	116961	114984	114984	116961	115138	FALSE	NAGATA
LT934125.1	+	US1-splice	114984	116961	115256	115308	2	114984	116961	114984	115256	116961	115308	FALSE	NAGATA
LT934125.1	+	US1-splice	114984	116961	115464	116961	3	114984	116961	114984	115464	116961	116961	TRUE	NAGATA
LT934125.1	+	US1-splice-2	114985	116962	114985	115139	1	114985	116962	114985	114985	116962	115139	FALSE	NAGATA
LT934125.1	+	US1-splice-2	114985	116962	115257	116962	2	114985	116962	114985	115257	116962	116962	TRUE	NAGATA
LT934125.1	+	US1-splice-3	114985	116962	114985	115186	1	114985	116962	114985	114985	116962	115186	FALSE	NAGATA
LT934125.1	+	US1-splice-3	114985	116962	115474	116962	2	114985	116962	114985	115474	116962	116962	TRUE	NAGATA
LT934125.1	+	US1-splice-4	114985	116962	114985	115169	1	114985	116962	114985	114985	116962	115169	FALSE	NAGATA
LT934125.1	+	US1-splice-4	114985	116962	115465	116962	2	114985	116962	114985	115465	116962	116962	TRUE	NAGATA
LT934125.1	+	US1-splice-5	114985	116962	114985	115180	1	114985	116962	114985	114985	116962	115180	FALSE	NAGATA
LT934125.1	+	US1-splice-5	114985	116962	115465	116962	2	114985	116962	114985	115465	116962	116962	TRUE	NAGATA
LT934125.1	+	US1-splice-6	114985	116962	114985	115309	1	114985	116962	114985	114985	116962	115309	FALSE	NAGATA
LT934125.1	+	US1-splice-6	114985	116962	115465	116962	2	114985	116962	114985	115465	116962	116962	TRUE	NAGATA
LT934125.1	+	US1-splice-L	114001	116961	114001	115138	1	114001	116961	114001	114001	116961	115138	FALSE	NAGATA
LT934125.1	+	US1-splice-L	114001	116961	115256	115308	2	114001	116961	114001	115256	116961	115308	FALSE	NAGATA
LT934125.1	+	US1-splice-L	114001	116961	115464	116961	3	114001	116961	114001	115464	116961	116961	TRUE	NAGATA
LT934125.1	+	US1-splice-L2	114832	116961	114832	115138	1	114832	116961	114832	114832	116961	115138	FALSE	NAGATA
LT934125.1	+	US1-splice-L2	114832	116961	115256	115308	2	114832	116961	114832	115256	116961	115308	FALSE	NAGATA
LT934125.1	+	US1-splice-L2	114832	116961	115464	116961	3	114832	116961	114832	115464	116961	116961	TRUE	NAGATA
LT934125.1	+	US2	125225	126151	125225	126151	1	125225	126151	125225	125225	126151	126151	TRUE	NAGATA
LT934125.1	+	US2-AT	125225	126191	125225	126191	1	125225	126191	125225	125225	126191	126191	TRUE	NAGATA
LT934125.1	+	US2-L	125105	126151	125105	126151	1	125105	126151	125105	125105	126151	126151	TRUE	NAGATA
LT934125.1	+	US2.3	125373	126151	125373	126151	1	125373	126151	125373	125373	126151	126151	TRUE	NAGATA
LT934125.1	+	US2.3-S	125430	126151	125430	126151	1	125430	126151	125430	125430	126151	126151	TRUE	NAGATA
LT934125.1	+	US2.3-S2	125609	126151	125609	126151	1	125609	126151	125609	125609	126151	126151	TRUE	NAGATA
LT934125.1	+	US2.3-S3	125729	126151	125729	126151	1	125729	126151	125729	125729	126151	126151	TRUE	NAGATA
LT934125.1	+	US3-4	117769	120477	117769	120477	1	117769	120477	117769	117769	120477	120477	TRUE	NAGATA
LT934125.1	+	US3-L-4	117607	120477	117607	120477	1	117607	120477	117607	117607	120477	120477	TRUE	NAGATA
LT934125.1	+	US4	118864	120477	118864	120477	1	118864	120477	118864	118864	120477	120477	TRUE	NAGATA
LT934125.1	+	US4-6-7	118864	122915	118864	122915	1	118864	122915	118864	118864	122915	122915	TRUE	NAGATA
LT934125.1	+	US4-AT	118864	121347	118864	121347	1	118864	121347	118864	118864	121347	121347	TRUE	NAGATA
LT934125.1	+	US4-L	118807	120477	118807	120477	1	118807	120477	118807	118807	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.2	119002	120477	119002	120477	1	119002	120477	119002	119002	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.3	119127	120477	119127	120477	1	119127	120477	119127	119127	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.3-S	119221	120477	119221	120477	1	119221	120477	119221	119221	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.5	119344	120477	119344	120477	1	119344	120477	119344	119344	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.5-S	119404	120477	119404	120477	1	119404	120477	119404	119404	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.5-S2	119436	120477	119436	120477	1	119436	120477	119436	119436	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.6	119500	120477	119500	120477	1	119500	120477	119500	119500	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.6-S	119632	120477	119632	120477	1	119632	120477	119632	119632	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.7	120081	120477	120081	120477	1	120081	120477	120081	120081	120477	120477	TRUE	NAGATA
LT934125.1	+	US4.7-S	120256	120477	120256	120477	1	120256	120477	120256	120256	120477	120477	TRUE	NAGATA
LT934125.1	+	US6	120555	121842	120555	121842	1	120555	121842	120555	120555	121842	121842	TRUE	NAGATA
LT934125.1	+	US6-7	120555	122915	120555	122915	1	120555	122915	120555	120555	122915	122915	TRUE	NAGATA
LT934125.1	+	US6-7-8-9-2	120555	126151	120555	126151	1	120555	126151	120555	120555	126151	126151	TRUE	NAGATA
LT934125.1	+	US7	121784	122915	121784	122915	1	121784	122915	121784	121784	122915	122915	TRUE	NAGATA
LT934125.1	+	US7-8-9	121784	125230	121784	125230	1	121784	125230	121784	121784	125230	125230	TRUE	NAGATA
LT934125.1	+	US7-8-9-2	121784	126151	121784	126151	1	121784	126151	121784	121784	126151	126151	TRUE	NAGATA
LT934125.1	+	US7-8-9-2-AT1	121783	126191	121783	126191	1	121783	126191	121783	121783	126191	126191	TRUE	NAGATA
LT934125.1	+	US7-L	120934	122915	120934	122915	1	120934	122915	120934	120934	122915	122915	TRUE	NAGATA
LT934125.1	+	US7-L2	121058	122915	121058	122915	1	121058	122915	121058	121058	122915	122915	TRUE	NAGATA
LT934125.1	+	US7-L3	121715	122915	121715	122915	1	121715	122915	121715	121715	122915	122915	TRUE	NAGATA
LT934125.1	+	US7.1	122698	122915	122698	122915	1	122698	122915	122698	122698	122915	122915	TRUE	NAGATA
LT934125.1	+	US7.3	121886	122915	121886	122915	1	121886	122915	121886	121886	122915	122915	TRUE	NAGATA
LT934125.1	+	US7.3-S	122258	122915	122258	122915	1	122258	122915	122258	122258	122915	122915	TRUE	NAGATA
LT934125.1	+	US7.3-S2	122463	122915	122463	122915	1	122463	122915	122463	122463	122915	122915	TRUE	NAGATA
LT934125.1	+	US8-9	122979	125230	122979	125230	1	122979	125230	122979	122979	125230	125230	TRUE	NAGATA
LT934125.1	+	US8-9-2	122979	126151	122979	126151	1	122979	126151	122979	122979	126151	126151	TRUE	NAGATA
LT934125.1	+	US8-9-2-AT1	122979	126191	122979	126191	1	122979	126191	122979	122979	126191	126191	TRUE	NAGATA
LT934125.1	+	US8-L-US9	122698	125230	122698	125230	1	122698	125230	122698	122698	125230	125230	TRUE	NAGATA
LT934125.1	+	US9	124756	125230	124756	125230	1	124756	125230	124756	124756	125230	125230	TRUE	NAGATA
LT934125.1	+	US9-2	124756	126151	124756	126151	1	124756	126151	124756	124756	126151	126151	TRUE	NAGATA
LT934125.1	+	US9-L1	124677	125230	124677	125230	1	124677	125230	124677	124677	125230	125230	TRUE	NAGATA
LT934125.1	+	US9-L2	124286	125230	124286	125230	1	124286	125230	124286	124286	125230	125230	TRUE	NAGATA
LT934125.1	+	US9-L3	124180	125230	124180	125230	1	124180	125230	124180	124180	125230	125230	TRUE	NAGATA
LT934125.1	+	US9-L4	123878	125230	123878	125230	1	123878	125230	123878	123878	125230	125230	TRUE	NAGATA
LT934125.1	+	US9-L5	123780	125230	123780	125230	1	123780	125230	123780	123780	125230	125230	TRUE	NAGATA
LT934125.1	+	US9-L6	123560	125230	123560	125230	1	123560	125230	123560	123560	125230	125230	TRUE	NAGATA
LT934125.1	+	US9-US2-L	124402	126151	124402	126151	1	124402	126151	124402	124402	126151	126151	TRUE	NAGATA
LT934125.1	+	US9-US2-L2	123824	126151	123824	126151	1	123824	126151	123824	123824	126151	126151	TRUE	NAGATA
LT934125.1	+	US9-US2-L3	123587	126151	123587	126151	1	123587	126151	123587	123587	126151	126151	TRUE	NAGATA
LT934125.1	+	US9-US2-L4	123314	126151	123314	126151	1	123314	126151	123314	123314	126151	126151	TRUE	NAGATA
LT934125.1	+	US9.3	124872	125230	124872	125230	1	124872	125230	124872	124872	125230	125230	TRUE	NAGATA
LT934125.1	+	nc-CTO-S	63176	63421	63176	63421	1	63176	63421	63176	63176	63421	63421	TRUE	NAGATA
LT934125.1	+	nc-UL19	70132	70521	70132	70521	1	70132	70521	70132	70132	70521	70521	TRUE	NAGATA
LT934125.1	+	nc-UL19-S	70311	70521	70311	70521	1	70311	70521	70311	70311	70521	70521	TRUE	NAGATA
LT934125.1	+	nc-UL46	15883	16224	15883	16224	1	15883	16224	15883	15883	16224	16224	TRUE	NAGATA
LT934125.1	+	nc-UL46-S	16014	16224	16014	16224	1	16014	16224	16014	16014	16224	16224	TRUE	NAGATA
LT934125.1	+	nc-UL47	11793	12084	11793	12084	1	11793	12084	11793	11793	12084	12084	TRUE	NAGATA
LT934125.1	+	nc-US1	115012	116628	115012	116628	1	115012	116628	115012	115012	116628	116628	TRUE	NAGATA
LT934125.1	-	AZURE-L	117251	119190	117251	119190	1	117251	119190	119190	119190	117251	117251	TRUE	NAGATA
LT934125.1	-	AZURE-L2	117251	119611	117251	119611	1	117251	119611	119611	119611	117251	117251	TRUE	NAGATA
LT934125.1	-	AZURE-M	117251	118739	117251	118739	1	117251	118739	118739	118739	117251	117251	TRUE	NAGATA
LT934125.1	-	AZURE-S	117251	118349	117251	118349	1	117251	118349	118349	118349	117251	117251	TRUE	NAGATA
LT934125.1	-	AZURE-S-L	117249	118401	117249	118401	1	117249	118401	118401	118401	117249	117249	TRUE	NAGATA
LT934125.1	-	AZURE-S-L-splice	117248	118409	117248	117361	1	117248	118409	118409	117361	117248	117248	TRUE	NAGATA
LT934125.1	-	AZURE-S-L-splice	117248	118409	117773	118409	2	117248	118409	118409	118409	117248	117773	FALSE	NAGATA
LT934125.1	-	CTO-AT	62617	63420	62617	63420	1	62617	63420	63420	63420	62617	62617	TRUE	NAGATA
LT934125.1	-	CTO-AT2	62344	63420	62344	63420	1	62344	63420	63420	63420	62344	62344	TRUE	NAGATA
LT934125.1	-	CTO-L	63164	65752	63164	65752	1	63164	65752	65752	65752	63164	63164	TRUE	NAGATA
LT934125.1	-	CTO-L2	63161	65821	63161	65821	1	63161	65821	65821	65821	63161	63161	TRUE	NAGATA
LT934125.1	-	CTO-M	63164	64127	63164	64127	1	63164	64127	64127	64127	63164	63164	TRUE	NAGATA
LT934125.1	-	CTO-M-L	63164	64624	63164	64624	1	63164	64624	64624	64624	63164	63164	TRUE	NAGATA
LT934125.1	-	CTO-S	63164	63420	63164	63420	1	63164	63420	63420	63420	63164	63164	TRUE	NAGATA
LT934125.1	-	CTO-UL22-UL23-UL24-UL25-26	55270	63420	55270	63420	1	55270	63420	63420	63420	55270	55270	TRUE	NAGATA
LT934125.1	-	EP0	95890	97362	95890	97362	1	95890	97362	97362	97362	95890	95890	TRUE	NAGATA
LT934125.1	-	EP0-L2	95890	97537	95890	97537	1	95890	97537	97537	97537	95890	95890	TRUE	NAGATA
LT934125.1	-	EP0-sp1	95889	97361	95889	96851	1	95889	97361	97361	96851	95889	95889	TRUE	NAGATA
LT934125.1	-	EP0-sp1	95889	97361	96990	97361	2	95889	97361	97361	97361	95889	96990	FALSE	NAGATA
LT934125.1	-	EP0-sp2	95889	97361	95889	96851	1	95889	97361	97361	96851	95889	95889	TRUE	NAGATA
LT934125.1	-	EP0-sp2	95889	97361	96942	97361	2	95889	97361	97361	97361	95889	96942	FALSE	NAGATA
LT934125.1	-	EP0.10	95890	96629	95890	96629	1	95890	96629	96629	96629	95890	95890	TRUE	NAGATA
LT934125.1	-	EP0.4	95890	96866	95890	96866	1	95890	96866	96866	96866	95890	95890	TRUE	NAGATA
LT934125.1	-	EP0.5	95890	97338	95890	97338	1	95890	97338	97338	97338	95890	95890	TRUE	NAGATA
LT934125.1	-	EP0.5-S	95890	97175	95890	97175	1	95890	97175	97175	97175	95890	95890	TRUE	NAGATA
LT934125.1	-	EP0.5-S-sp1	95889	97174	95889	96851	1	95889	97174	97174	96851	95889	95889	TRUE	NAGATA
LT934125.1	-	EP0.5-S-sp1	95889	97174	96990	97174	2	95889	97174	97174	97174	95889	96990	FALSE	NAGATA
LT934125.1	-	EP0.5-S2-sp1	95889	97126	95889	96851	1	95889	97126	97126	96851	95889	95889	TRUE	NAGATA
LT934125.1	-	EP0.5-S2-sp1	95889	97126	96990	97126	2	95889	97126	97126	97126	95889	96990	FALSE	NAGATA
LT934125.1	-	EP0.5-sp1	95889	97337	95889	96851	1	95889	97337	97337	96851	95889	95889	TRUE	NAGATA
LT934125.1	-	EP0.5-sp1	95889	97337	96990	97337	2	95889	97337	97337	97337	95889	96990	FALSE	NAGATA
LT934125.1	-	EP0.5-sp2	95889	97337	95889	96851	1	95889	97337	97337	96851	95889	95889	TRUE	NAGATA
LT934125.1	-	EP0.5-sp2	95889	97337	96942	97337	2	95889	97337	97337	97337	95889	96942	FALSE	NAGATA
LT934125.1	-	FORF15	71549	73108	71549	73108	1	71549	73108	73108	73108	71549	71549	TRUE	NAGATA
LT934125.1	-	FORF15-L	71549	74345	71549	74345	1	71549	74345	74345	74345	71549	71549	TRUE	NAGATA
LT934125.1	-	FORF15-L2	71549	73139	71549	73139	1	71549	73139	73139	73139	71549	71549	TRUE	NAGATA
LT934125.1	-	FORF15-S	71549	72713	71549	72713	1	71549	72713	72713	72713	71549	71549	TRUE	NAGATA
LT934125.1	-	FORF15-S2	71549	71882	71549	71882	1	71549	71882	71882	71882	71549	71549	TRUE	NAGATA
LT934125.1	-	IE180	102362	107560	102362	107560	1	102362	107560	107560	107560	102362	102362	TRUE	NAGATA
LT934125.1	-	IE180-S	102362	107370	102362	107370	1	102362	107370	107370	107370	102362	102362	TRUE	NAGATA
LT934125.1	-	NOIR-2	110204	111104	110204	111104	1	110204	111104	111104	111104	110204	110204	TRUE	NAGATA
LT934125.1	-	NOIR_2-1L-2	134888	136285	134888	136285	1	134888	136285	136285	136285	134888	134888	TRUE	NAGATA
LT934125.1	-	NOIR_2-1L3-2	134888	136409	134888	136409	1	134888	136409	136409	136409	134888	134888	TRUE	NAGATA
LT934125.1	-	NOIR_2-1M-2	134888	136235	134888	136235	1	134888	136235	136235	136235	134888	134888	TRUE	NAGATA
LT934125.1	-	NOIR_2-1M-splice-2	134894	136248	134894	135256	1	134894	136248	136248	135256	134894	134894	TRUE	NAGATA
LT934125.1	-	NOIR_2-1M-splice-2	134894	136248	135752	136248	2	134894	136248	136248	136248	134894	135752	FALSE	NAGATA
LT934125.1	-	NOIR_2-1S-2	134888	136131	134888	136131	1	134888	136131	136131	136131	134888	134888	TRUE	NAGATA
LT934125.1	-	NOIR_2-1S2-2	134888	136103	134888	136103	1	134888	136103	136103	136103	134888	134888	TRUE	NAGATA
LT934125.1	-	NOIR_2-1S3-2	134888	135899	134888	135899	1	134888	135899	135899	135899	134888	134888	TRUE	NAGATA
LT934125.1	-	NOIR_2-1S4-2	134888	135619	134888	135619	1	134888	135619	135619	135619	134888	134888	TRUE	NAGATA
LT934125.1	-	PTO-US1_2-nonsp	126753	130831	126753	130831	1	126753	130831	130831	130831	126753	126753	TRUE	NAGATA
LT934125.1	-	PTO-US1_2-sp	126752	130830	126752	127972	1	126752	130830	130830	127972	126752	126752	TRUE	NAGATA
LT934125.1	-	PTO-US1_2-sp	126752	130830	128147	128198	2	126752	130830	130830	128198	126752	128147	FALSE	NAGATA
LT934125.1	-	PTO-US1_2-sp	126752	130830	128321	130830	3	126752	130830	130830	130830	126752	128321	FALSE	NAGATA
LT934125.1	-	TRL29.2	21477	21941	21477	21941	1	21477	21941	21941	21941	21477	21477	TRUE	NAGATA
LT934125.1	-	TRL3.5	92071	92422	92071	92422	1	92071	92422	92422	92422	92071	92071	TRUE	NAGATA
LT934125.1	-	TRS1_2	126753	127083	126753	127083	1	126753	127083	127083	127083	126753	126753	TRUE	NAGATA
LT934125.1	-	TRS1_2-L	126753	127117	126753	127117	1	126753	127117	127117	127117	126753	126753	TRUE	NAGATA
LT934125.1	-	TRS1_2-L2	126753	127165	126753	127165	1	126753	127165	127165	127165	126753	126753	TRUE	NAGATA
LT934125.1	-	TRS1_2-L3	126753	127176	126753	127176	1	126753	127176	127176	127176	126753	126753	TRUE	NAGATA
LT934125.1	-	TRS1_2-S	126753	127002	126753	127002	1	126753	127002	127002	127002	126753	126753	TRUE	NAGATA
LT934125.1	-	UL1-2-3-3.5	92069	94947	92069	94947	1	92069	94947	94947	94947	92069	92069	TRUE	NAGATA
LT934125.1	-	UL10	80352	81804	80352	81804	1	80352	81804	81804	81804	80352	80352	TRUE	NAGATA
LT934125.1	-	UL10-L1	80352	81840	80352	81840	1	80352	81840	81840	81840	80352	80352	TRUE	NAGATA
LT934125.1	-	UL10-L3	80352	81897	80352	81897	1	80352	81897	81897	81897	80352	80352	TRUE	NAGATA
LT934125.1	-	UL10-L4	80352	82026	80352	82026	1	80352	82026	82026	82026	80352	80352	TRUE	NAGATA
LT934125.1	-	UL10-L7	80352	83780	80352	83780	1	80352	83780	83780	83780	80352	80352	TRUE	NAGATA
LT934125.1	-	UL10-L8	80352	83205	80352	83205	1	80352	83205	83205	83205	80352	80352	TRUE	NAGATA
LT934125.1	-	UL10-S	80352	81551	80352	81551	1	80352	81551	81551	81551	80352	80352	TRUE	NAGATA
