dcDNA_TC_ID	seqnames	strand	transcript_id	exon_number	start.TR	end.TR	start.exon	end.exon	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source	TC.start	TC.end	support	score	consensus_peak	dcDNA_TC_significance
TC_1393	LT934125.1	-	UL27.4-S3	1	16583	17059	16583	17059	16583	17059	17059	17059	16583	16583	TRUE	NAGATA	17053	17169	17	7188.105049	17110	***
TC_1394	LT934125.1	-	UL27.4	1	16583	17223	16583	17223	16583	17223	17223	17223	16583	16583	TRUE	NAGATA	17173	17386	20	18185.528575	17328	***
TC_1394	LT934125.1	-	UL27.5-S2	1	16583	17363	16583	17363	16583	17363	17363	17363	16583	16583	TRUE	NAGATA	17173	17386	20	18185.528575	17328	***
TC_1394	LT934125.1	-	UL27.5-S3	1	16583	17341	16583	17341	16583	17341	17341	17341	16583	16583	TRUE	NAGATA	17173	17386	20	18185.528575	17328	***
TC_1395	LT934125.1	-	UL27.5-S	1	16583	17407	16583	17407	16583	17407	17407	17407	16583	16583	TRUE	NAGATA	17394	17415	2	1325.401444	17404	*
TC_1396	LT934125.1	-	UL27.5	1	16583	17497	16583	17497	16583	17497	17497	17497	16583	16583	TRUE	NAGATA	17430	17519	18	8088.710146	17464	***
TC_1397	LT934125.1	-	UL27.6	1	16583	17568	16583	17568	16583	17568	17568	17568	16583	16583	TRUE	NAGATA	17525	17611	15	3877.806498	17555	***
TC_1397	LT934125.1	-	UL27.6-S	1	16583	17530	16583	17530	16583	17530	17530	17530	16583	16583	TRUE	NAGATA	17525	17611	15	3877.806498	17555	***
TC_1397	LT934125.1	-	UL27.8	1	16583	17599	16583	17599	16583	17599	17599	17599	16583	16583	TRUE	NAGATA	17525	17611	15	3877.806498	17555	***
TC_1398	LT934125.1	-	UL27.9	1	16583	17636	16583	17636	16583	17636	17636	17636	16583	16583	TRUE	NAGATA	17609	17646	5	370.071942	17625	**
TC_1399	LT934125.1	-	UL27.10-S	1	16583	17670	16583	17670	16583	17670	17670	17670	16583	16583	TRUE	NAGATA	17654	17703	10	578.285454	17676	**
TC_1400	LT934125.1	-	UL27.10	1	16583	17723	16583	17723	16583	17723	17723	17723	16583	16583	TRUE	NAGATA	17713	17847	17	10457.285978	17754	***
TC_1400	LT934125.1	-	UL27.11-S6	1	16583	17792	16583	17792	16583	17792	17792	17792	16583	16583	TRUE	NAGATA	17713	17847	17	10457.285978	17754	***
TC_1400	LT934125.1	-	UL27.11-S7	1	16583	17751	16583	17751	16583	17751	17751	17751	16583	16583	TRUE	NAGATA	17713	17847	17	10457.285978	17754	***
TC_1401	LT934125.1	-	UL27.11-S4	1	16583	17900	16583	17900	16583	17900	17900	17900	16583	16583	TRUE	NAGATA	17855	17918	6	344.636421	17878	**
TC_1401	LT934125.1	-	UL27.11-S5	1	16583	17871	16583	17871	16583	17871	17871	17871	16583	16583	TRUE	NAGATA	17855	17918	6	344.636421	17878	**
TC_1402	LT934125.1	-	UL27.11-S3	1	16583	17981	16583	17981	16583	17981	17981	17981	16583	16583	TRUE	NAGATA	17950	17996	15	5549.014006	17977	***
TC_1402	LT934125.1	-	UL27.5-L	1	16583	17951	16583	17951	16583	17951	17951	17951	16583	16583	TRUE	NAGATA	17950	17996	15	5549.014006	17977	***
TC_1403	LT934125.1	-	UL27.11	1	16583	18161	16583	18161	16583	18161	18161	18161	16583	16583	TRUE	NAGATA	18009	18178	15	4465.801729	18089	***
TC_1403	LT934125.1	-	UL27.11-S	1	16583	18107	16583	18107	16583	18107	18107	18107	16583	16583	TRUE	NAGATA	18009	18178	15	4465.801729	18089	***
TC_1403	LT934125.1	-	UL27.11-S2	1	16583	18086	16583	18086	16583	18086	18086	18086	16583	16583	TRUE	NAGATA	18009	18178	15	4465.801729	18089	***
TC_1405	LT934125.1	-	UL27.13	1	16583	18270	16583	18270	16583	18270	18270	18270	16583	16583	TRUE	NAGATA	18260	18291	7	782.127494	18271	**
TC_1406	LT934125.1	-	UL27.14-S	1	16583	18464	16583	18464	16583	18464	18464	18464	16583	16583	TRUE	NAGATA	18315	18474	14	2186.697565	18391	***
TC_1407	LT934125.1	-	UL27.14	1	16583	18523	16583	18523	16583	18523	18523	18523	16583	16583	TRUE	NAGATA	18508	18581	11	735.83908	18541	**
TC_141	LT934125.1	+	UL46.10-S	1	14439	16224	14439	16224	14439	16224	14439	14439	16224	16224	TRUE	NAGATA	14393	14467	12	867.904102	14439	**
TC_142	LT934125.1	+	UL46.5	1	14818	16224	14818	16224	14818	16224	14818	14818	16224	16224	TRUE	NAGATA	14485	14828	18	7371.514588	14671	***
TC_142	LT934125.1	+	UL46.6	1	14724	16224	14724	16224	14724	16224	14724	14724	16224	16224	TRUE	NAGATA	14485	14828	18	7371.514588	14671	***
TC_142	LT934125.1	+	UL46.6-S	1	14782	16224	14782	16224	14782	16224	14782	14782	16224	16224	TRUE	NAGATA	14485	14828	18	7371.514588	14671	***
TC_142	LT934125.1	+	UL46.9	1	14560	16224	14560	16224	14560	16224	14560	14560	16224	16224	TRUE	NAGATA	14485	14828	18	7371.514588	14671	***
TC_1422	LT934125.1	-	UL27	1	16583	19473	16583	19473	16583	19473	19473	19473	16583	16583	TRUE	NAGATA	19454	19487	25	164584.983442	19471	***
TC_1422	LT934125.1	-	UL27-AT1	1	16259	19473	16259	19473	16259	19473	19473	19473	16259	16259	TRUE	NAGATA	19454	19487	25	164584.983442	19471	***
TC_144	LT934125.1	+	UL46.5-S2	1	14930	16224	14930	16224	14930	16224	14930	14930	16224	16224	TRUE	NAGATA	14900	14980	12	1205.470565	14932	***
TC_1442	LT934125.1	-	UL28	1	18583	21472	18583	21472	18583	21472	21472	21472	18583	18583	TRUE	NAGATA	21459	21490	12	1648.714847	21474	***
TC_1445	LT934125.1	-	UL28L-27	1	16583	21635	16583	21635	16583	21635	21635	21635	16583	16583	TRUE	NAGATA	21628	21654	8	1351.701082	21640	***
TC_1447	LT934125.1	-	TRL29.2	1	21477	21941	21477	21941	21477	21941	21941	21941	21477	21477	TRUE	NAGATA	21847	21965	22	27330.894222	21924	***
TC_145	LT934125.1	+	UL46.5-S3	1	15028	16224	15028	16224	15028	16224	15028	15028	16224	16224	TRUE	NAGATA	14997	15211	17	5702.778751	15121	***
TC_1453	LT934125.1	-	UL29.2	1	21477	22441	21477	22441	21477	22441	22441	22441	21477	21477	TRUE	NAGATA	22326	22479	19	8681.822198	22395	***
TC_146	LT934125.1	+	UL46.2	1	15249	16224	15249	16224	15249	16224	15249	15249	16224	16224	TRUE	NAGATA	15218	15326	15	2552.065277	15272	***
TC_1466	LT934125.1	-	UL29.11	1	21477	23258	21477	23258	21477	23258	23258	23258	21477	21477	TRUE	NAGATA	23247	23267	1	2227.171492	23257	*
TC_1472	LT934125.1	-	UL29.14	1	21477	23660	21477	23660	21477	23660	23660	23660	21477	21477	TRUE	NAGATA	23650	23670	2	113.472701	23660	*
TC_1496	LT934125.1	-	UL29	1	21477	25313	21477	25313	21477	25313	25313	25313	21477	21477	TRUE	NAGATA	25288	25330	21	37322.380865	25313	***
TC_1496	LT934125.1	-	UL29-28-27	1	16583	25313	16583	25313	16583	25313	25313	25313	16583	16583	TRUE	NAGATA	25288	25330	21	37322.380865	25313	***
TC_15	LT934125.1	+	ORF-1M1-S	1	1496	2273	1496	2273	1496	2273	1496	1496	2273	2273	TRUE	NAGATA	1459	1569	11	3248.04107	1505	***
TC_151	LT934125.1	+	UL46.1	1	15597	16224	15597	16224	15597	16224	15597	15597	16224	16224	TRUE	NAGATA	15581	15812	20	46071.224783	15674	***
TC_151	LT934125.1	+	UL46.1-S2	1	15646	16224	15646	16224	15646	16224	15646	15646	16224	16224	TRUE	NAGATA	15581	15812	20	46071.224783	15674	***
TC_151	LT934125.1	+	UL46.1-S3	1	15750	16224	15750	16224	15750	16224	15750	15750	16224	16224	TRUE	NAGATA	15581	15812	20	46071.224783	15674	***
TC_151	LT934125.1	+	UL46.1-S4	1	15787	16224	15787	16224	15787	16224	15787	15787	16224	16224	TRUE	NAGATA	15581	15812	20	46071.224783	15674	***
TC_1519	LT934125.1	-	UL31.3-S	1	28429	28794	28429	28794	28429	28794	28794	28794	28429	28429	TRUE	NAGATA	28528	28858	17	9374.872865	28648	***
TC_152	LT934125.1	+	nc-UL46	1	15883	16224	15883	16224	15883	16224	15883	15883	16224	16224	TRUE	NAGATA	15808	15904	14	3724.564245	15849	***
TC_1522	LT934125.1	-	UL31.2	1	28429	29086	28429	29086	28429	29086	29086	29086	28429	28429	TRUE	NAGATA	29019	29097	15	4760.865427	29048	***
TC_1522	LT934125.1	-	UL31.3	1	28429	29046	28429	29046	28429	29046	29046	29046	28429	28429	TRUE	NAGATA	29019	29097	15	4760.865427	29048	***
TC_1523	LT934125.1	-	UL31-L	1	28429	29154	28429	29154	28429	29154	29154	29154	28429	28429	TRUE	NAGATA	29096	29171	11	1196.984023	29131	***
TC_1526	LT934125.1	-	UL31	1	28429	29414	28429	29414	28429	29414	29414	29414	28429	28429	TRUE	NAGATA	29393	29434	23	460327.361132	29412	***
TC_1527	LT934125.1	-	UL31.5	1	28429	29507	28429	29507	28429	29507	29507	29507	28429	28429	TRUE	NAGATA	29495	29524	14	3521.680519	29507	***
TC_154	LT934125.1	+	nc-UL46-S	1	16014	16224	16014	16224	16014	16224	16014	16014	16224	16224	TRUE	NAGATA	15999	16141	16	7772.242656	16039	***
TC_1547	LT934125.1	-	UL32-S-31	1	28429	30877	28429	30877	28429	30877	30877	30877	28429	28429	TRUE	NAGATA	30863	30892	14	5548.872041	30877	***
TC_1550	LT934125.1	-	UL32-31	1	28429	31043	28429	31043	28429	31043	31043	31043	28429	28429	TRUE	NAGATA	31027	31053	9	681.502641	31041	**
TC_1566	LT934125.1	-	nc-UL36	1	32686	32842	32686	32842	32686	32842	32842	32842	32686	32686	TRUE	NAGATA	32818	32860	13	3926.62242	32842	***
TC_1567	LT934125.1	-	UL36.40-S2	1	32686	32935	32686	32935	32686	32935	32935	32935	32686	32686	TRUE	NAGATA	32878	32989	16	4791.250845	32932	***
TC_1568	LT934125.1	-	UL36.40-S	1	32686	33035	32686	33035	32686	33035	33035	33035	32686	32686	TRUE	NAGATA	33005	33075	10	3390.29278	33040	***
TC_1571	LT934125.1	-	UL36.38	1	32686	33356	32686	33356	32686	33356	33356	33356	32686	32686	TRUE	NAGATA	33202	33375	16	5538.746156	33300	***
TC_1571	LT934125.1	-	UL36.38-S	1	32686	33242	32686	33242	32686	33242	33242	33242	32686	32686	TRUE	NAGATA	33202	33375	16	5538.746156	33300	***
TC_1571	LT934125.1	-	UL36.40	1	32686	33215	32686	33215	32686	33215	33215	33215	32686	32686	TRUE	NAGATA	33202	33375	16	5538.746156	33300	***
TC_1586	LT934125.1	-	UL36.43-S	1	32686	34330	32686	34330	32686	34330	34330	34330	32686	32686	TRUE	NAGATA	34317	34355	4	158.545971	34337	**
TC_1588	LT934125.1	-	UL36.5	1	32686	34474	32686	34474	32686	34474	34474	34474	32686	32686	TRUE	NAGATA	34395	34490	25	69716.903677	34474	***
TC_16	LT934125.1	+	ORF-1	1	1600	2273	1600	2273	1600	2273	1600	1600	2273	2273	TRUE	NAGATA	1573	1622	19	58655.580494	1600	***
TC_1621	LT934125.1	-	UL36-UL36.5	1	32686	41995	32686	41995	32686	41995	41995	41995	32686	32686	TRUE	NAGATA	41982	42007	14	4924.18826	41995	***
TC_1638	LT934125.1	-	UL37.5	1	42005	43351	42005	43351	42005	43351	43351	43351	42005	42005	TRUE	NAGATA	43304	43372	6	239.088115	43342	**
TC_1640	LT934125.1	-	UL37.5-S2	1	42005	43473	42005	43473	42005	43473	43473	43473	42005	42005	TRUE	NAGATA	43463	43498	3	3294.854036	43479	**
TC_1641	LT934125.1	-	UL37.6-S2	1	42005	43545	42005	43545	42005	43545	43545	43545	42005	42005	TRUE	NAGATA	43535	43555	1	26.651031	43545	*
TC_1658	LT934125.1	-	UL37	1	42005	44889	42005	44889	42005	44889	44889	44889	42005	42005	TRUE	NAGATA	44875	44911	18	19450.329748	44889	***
TC_1658	LT934125.1	-	UL37-36	1	32686	44889	32686	44889	32686	44889	44889	44889	32686	32686	TRUE	NAGATA	44875	44911	18	19450.329748	44889	***
TC_1699	LT934125.1	-	UL41.11	1	50041	50592	50041	50592	50041	50592	50592	50592	50041	50041	TRUE	NAGATA	50579	50659	18	6890.718687	50614	***
TC_1699	LT934125.1	-	UL41.9	1	50041	50641	50041	50641	50041	50641	50641	50641	50041	50041	TRUE	NAGATA	50579	50659	18	6890.718687	50614	***
TC_17	LT934125.1	+	ORF-1.5	1	1725	2273	1725	2273	1725	2273	1725	1725	2273	2273	TRUE	NAGATA	1634	1743	11	3369.330452	1692	***
TC_1701	LT934125.1	-	UL41.7	1	50041	50820	50041	50820	50041	50820	50820	50820	50041	50041	TRUE	NAGATA	50779	50917	16	4493.279544	50841	***
TC_1702	LT934125.1	-	UL41.4	1	50041	50986	50041	50986	50041	50986	50986	50986	50041	50041	TRUE	NAGATA	50961	51077	21	13622.357271	51010	***
TC_1703	LT934125.1	-	UL41.2	1	50041	51094	50041	51094	50041	51094	51094	51094	50041	50041	TRUE	NAGATA	51081	51114	15	8999.128503	51095	***
TC_1704	LT934125.1	-	UL41	1	50041	51147	50041	51147	50041	51147	51147	51147	50041	50041	TRUE	NAGATA	51129	51162	25	165010.157785	51147	***
TC_1743	LT934125.1	-	UL26.9	1	55270	55733	55270	55733	55270	55733	55733	55733	55270	55270	TRUE	NAGATA	55645	55747	18	9873.097881	55683	***
TC_1743	LT934125.1	-	UL26.9-S	1	55270	55679	55270	55679	55270	55679	55679	55679	55270	55270	TRUE	NAGATA	55645	55747	18	9873.097881	55683	***
TC_1744	LT934125.1	-	UL26.8	1	55270	55807	55270	55807	55270	55807	55807	55807	55270	55270	TRUE	NAGATA	55750	55920	19	9965.910447	55803	***
TC_1748	LT934125.1	-	UL26.6	1	55270	56188	55270	56188	55270	56188	56188	56188	55270	55270	TRUE	NAGATA	56169	56210	27	1118905.951375	56188	***
TC_1758	LT934125.1	-	UL26-26.5	1	55270	56946	55270	56946	55270	56946	56946	56946	55270	55270	TRUE	NAGATA	56932	56965	22	75830.552437	56946	***
TC_1758	LT934125.1	-	UL26-26.5-AT	1	55310	56946	55310	56946	55310	56946	56946	56946	55310	55310	TRUE	NAGATA	56932	56965	22	75830.552437	56946	***
TC_1758	LT934125.1	-	nc-UL26	1	56317	56946	56317	56946	56317	56946	56946	56946	56317	56317	TRUE	NAGATA	56932	56965	22	75830.552437	56946	***
TC_1768	LT934125.1	-	UL26-26.5-L	1	55270	57535	55270	57535	55270	57535	57535	57535	55270	55270	TRUE	NAGATA	57519	57539	1	134.535181	57529	*
TC_1783	LT934125.1	-	UL25	1	55704	58556	55704	58556	55704	58556	58556	58556	55704	55704	TRUE	NAGATA	58554	58585	17	11213.139715	58570	***
TC_1783	LT934125.1	-	UL25-26-26.5	1	55270	58570	55270	58570	55270	58570	58570	58570	55270	55270	TRUE	NAGATA	58554	58585	17	11213.139715	58570	***
TC_1783	LT934125.1	-	UL25-AT	1	56317	58570	56317	58570	56317	58570	58570	58570	56317	56317	TRUE	NAGATA	58554	58585	17	11213.139715	58570	***
TC_1788	LT934125.1	-	UL25L-26-26.5	1	55270	59016	55270	59016	55270	59016	59016	59016	55270	55270	TRUE	NAGATA	58994	59027	8	452.41665	59014	**
TC_1791	LT934125.1	-	UL24-25-26-26.5	1	55270	59277	55270	59277	55270	59277	59277	59277	55270	55270	TRUE	NAGATA	59264	59291	15	7731.369991	59277	***
TC_18	LT934125.1	+	ORF-1.5-S	1	1806	2273	1806	2273	1806	2273	1806	1806	2273	2273	TRUE	NAGATA	1760	1899	14	6106.670692	1825	***
TC_1819	LT934125.1	-	CTO-AT	1	62617	63420	62617	63420	62617	63420	63420	63420	62617	62617	TRUE	NAGATA	63400	63448	26	3246482.234507	63420	***
TC_1819	LT934125.1	-	CTO-AT2	1	62344	63420	62344	63420	62344	63420	63420	63420	62344	62344	TRUE	NAGATA	63400	63448	26	3246482.234507	63420	***
TC_1819	LT934125.1	-	CTO-S	1	63164	63420	63164	63420	63164	63420	63420	63420	63164	63164	TRUE	NAGATA	63400	63448	26	3246482.234507	63420	***
TC_1819	LT934125.1	-	CTO-UL22-UL23-UL24-UL25-26	1	55270	63420	55270	63420	55270	63420	63420	63420	55270	55270	TRUE	NAGATA	63400	63448	26	3246482.234507	63420	***
TC_1830	LT934125.1	-	CTO-M	1	63164	64127	63164	64127	63164	64127	64127	64127	63164	63164	TRUE	NAGATA	64113	64139	13	4467.012077	64126	***
TC_1839	LT934125.1	-	CTO-M-L	1	63164	64624	63164	64624	63164	64624	64624	64624	63164	63164	TRUE	NAGATA	64588	64677	7	892.397748	64636	**
TC_1839	LT934125.1	-	UL21.5	1	64133	64624	64133	64624	64133	64624	64624	64624	64133	64133	TRUE	NAGATA	64588	64677	7	892.397748	64636	**
TC_1854	LT934125.1	-	UL21.2-S	1	64133	65582	64133	65582	64133	65582	65582	65582	64133	64133	TRUE	NAGATA	65557	65592	2	45.442052	65574	*
TC_1855	LT934125.1	-	UL21.2	1	64133	65657	64133	65657	64133	65657	65657	65657	64133	64133	TRUE	NAGATA	65616	65695	5	658.393465	65654	**
TC_1856	LT934125.1	-	CTO-L	1	63164	65752	63164	65752	63164	65752	65752	65752	63164	63164	TRUE	NAGATA	65734	65766	23	61932.892618	65751	***
TC_1856	LT934125.1	-	UL21	1	64133	65752	64133	65752	64133	65752	65752	65752	64133	64133	TRUE	NAGATA	65734	65766	23	61932.892618	65751	***
TC_1856	LT934125.1	-	UL21-AT2	1	64532	65752	64532	65752	64532	65752	65752	65752	64532	64532	TRUE	NAGATA	65734	65766	23	61932.892618	65751	***
TC_1858	LT934125.1	-	UL21-L	1	64133	65880	64133	65880	64133	65880	65880	65880	64133	64133	TRUE	NAGATA	65863	65893	8	362.424603	65880	**
TC_1862	LT934125.1	-	UL21-L2	1	64133	66283	64133	66283	64133	66283	66283	66283	64133	64133	TRUE	NAGATA	66242	66305	5	797.503648	66277	**
TC_189	LT934125.1	+	UL30	1	25420	28632	25420	28632	25420	28632	25420	25420	28632	28632	TRUE	NAGATA	25409	25436	18	19201.659058	25420	***
TC_1912	LT934125.1	-	FORF15-S2	1	71548	71882	71548	71882	71548	71882	71882	71882	71548	71548	TRUE	NAGATA	71862	71901	14	4422.738219	71883	***
TC_1921	LT934125.1	-	FORF15-S	1	71548	72713	71548	72713	71548	72713	72713	72713	71548	71548	TRUE	NAGATA	72692	72767	11	910.100123	72730	**
TC_1926	LT934125.1	-	FORF15	1	71548	73108	71548	73108	71548	73108	73108	73108	71548	71548	TRUE	NAGATA	73093	73120	14	2098.397268	73108	***
TC_1939	LT934125.1	-	FORF15-L	1	71548	74345	71548	74345	71548	74345	74345	74345	71548	71548	TRUE	NAGATA	74330	74359	16	4052.018928	74345	***
TC_1961	LT934125.1	-	UL15	1	71548	76859	71548	76859	71548	76859	76859	76859	71548	71548	TRUE	NAGATA	76850	76877	16	6252.028368	76860	***
TC_1961	LT934125.1	-	UL15-splice	1	71548	76859	71548	72782	71548	76859	76859	72782	71548	71548	TRUE	NAGATA	76850	76877	16	6252.028368	76860	***
TC_1961	LT934125.1	-	UL15-splice	2	71548	76859	75662	76859	71548	76859	76859	76859	71548	75662	FALSE	NAGATA	76850	76877	16	6252.028368	76860	***
TC_1965	LT934125.1	-	UL15-16-17	1	71548	77985	71548	77985	71548	77985	77985	77985	71548	71548	TRUE	NAGATA	77975	77995	4	718.318703	77985	**
TC_1965	LT934125.1	-	UL15-splice-L	1	71548	77985	71548	72782	71548	77985	77985	72782	71548	71548	TRUE	NAGATA	77975	77995	4	718.318703	77985	**
TC_1965	LT934125.1	-	UL15-splice-L	2	71548	77985	75662	77985	71548	77985	77985	77985	71548	75662	FALSE	NAGATA	77975	77995	4	718.318703	77985	**
TC_1982	LT934125.1	-	nc-UL10	1	80352	80491	80352	80491	80352	80491	80491	80491	80352	80352	TRUE	NAGATA	80469	80552	15	2573.282177	80498	***
TC_1984	LT934125.1	-	UL10.4	1	80352	80835	80352	80835	80352	80835	80835	80835	80352	80352	TRUE	NAGATA	80731	80947	21	21186.935892	80838	***
TC_1986	LT934125.1	-	UL10.5	1	80352	81051	80352	81051	80352	81051	81051	81051	80352	80352	TRUE	NAGATA	80997	81215	16	5778.179036	81058	***
TC_1987	LT934125.1	-	UL10.6	1	80352	81314	80352	81314	80352	81314	81314	81314	80352	80352	TRUE	NAGATA	81222	81316	14	1898.736889	81271	***
TC_1988	LT934125.1	-	UL10.7	1	80352	81429	80352	81429	80352	81429	81429	81429	80352	80352	TRUE	NAGATA	81332	81445	15	2123.956657	81401	***
TC_1990	LT934125.1	-	UL10-S	1	80352	81551	80352	81551	80352	81551	81551	81551	80352	80352	TRUE	NAGATA	81533	81627	8	2423.807173	81576	***
TC_1994	LT934125.1	-	UL10	1	80352	81804	80352	81804	80352	81804	81804	81804	80352	80352	TRUE	NAGATA	81793	81825	23	227034.684242	81805	***
TC_1995	LT934125.1	-	UL10-L1	1	80352	81840	80352	81840	80352	81840	81840	81840	80352	80352	TRUE	NAGATA	81832	81910	19	22839.748575	81889	***
TC_1995	LT934125.1	-	UL10-L3	1	80352	81897	80352	81897	80352	81897	81897	81897	80352	80352	TRUE	NAGATA	81832	81910	19	22839.748575	81889	***
TC_1997	LT934125.1	-	UL10-L4	1	80352	82026	80352	82026	80352	82026	82026	82026	80352	80352	TRUE	NAGATA	82010	82036	14	1623.67345	82024	***
TC_2032	LT934125.1	-	UL7.5	1	86133	86928	86133	86928	86133	86928	86928	86928	86133	86133	TRUE	NAGATA	86867	86948	12	873.621077	86908	**
TC_2037	LT934125.1	-	UL7	1	86133	87161	86133	87161	86133	87161	87161	87161	86133	86133	TRUE	NAGATA	87147	87180	22	56682.515369	87161	***
TC_2039	LT934125.1	-	UL7-L2	1	86133	87250	86133	87250	86133	87250	87250	87250	86133	86133	TRUE	NAGATA	87240	87263	3	376.709001	87250	**
TC_2043	LT934125.1	-	UL7-L3	1	86133	87447	86133	87447	86133	87447	87447	87447	86133	86133	TRUE	NAGATA	87409	87459	19	9433.633662	87445	***
TC_2051	LT934125.1	-	UL7-L4	1	86133	87864	86133	87864	86133	87864	87864	87864	86133	86133	TRUE	NAGATA	87802	87874	7	597.158883	87835	**
TC_2065	LT934125.1	-	UL6-7	1	86133	89079	86133	89079	86133	89079	89079	89079	86133	86133	TRUE	NAGATA	89063	89091	15	7432.569488	89079	***
TC_2080	LT934125.1	-	UL6L-7	1	86133	90875	86133	90875	86133	90875	90875	90875	86133	86133	TRUE	NAGATA	90865	90885	1	31.95705	90875	*
TC_2096	LT934125.1	-	TRL3.5	1	92069	92422	92069	92422	92069	92422	92422	92422	92069	92069	TRUE	NAGATA	92402	92584	14	3889.272814	92476	***
TC_2097	LT934125.1	-	nc-UL3.5	1	92069	92622	92069	92622	92069	92622	92622	92622	92069	92069	TRUE	NAGATA	92578	92645	10	1324.984295	92620	***
TC_2101	LT934125.1	-	UL3.5	1	92069	92933	92069	92933	92069	92933	92933	92933	92069	92069	TRUE	NAGATA	92917	92968	25	225549.665299	92934	***
TC_2103	LT934125.1	-	UL3.5-L	1	92069	93265	92069	93265	92069	93265	93265	93265	92069	92069	TRUE	NAGATA	93207	93306	14	4592.856401	93242	***
TC_2109	LT934125.1	-	UL3	1	92445	93654	92445	93654	92445	93654	93654	93654	92445	92445	TRUE	NAGATA	93634	93667	19	35346.332599	93654	***
TC_2109	LT934125.1	-	UL3-3.5	1	92069	93654	92069	93654	92069	93654	93654	93654	92069	92069	TRUE	NAGATA	93634	93667	19	35346.332599	93654	***
TC_2116	LT934125.1	-	UL3L-3.5	1	92069	93980	92069	93980	92069	93980	93980	93980	92069	92069	TRUE	NAGATA	93975	93995	1	16.129162	93985	*
TC_2118	LT934125.1	-	UL3L2-3.5	1	92069	94108	92069	94108	92069	94108	94108	94108	92069	92069	TRUE	NAGATA	94098	94118	1	667.111408	94108	*
TC_2126	LT934125.1	-	UL2	1	93229	94526	93229	94526	93229	94526	94526	94526	93229	93229	TRUE	NAGATA	94505	94546	21	28986.02911	94526	***
TC_2126	LT934125.1	-	UL2-3-3.5	1	92069	94526	92069	94526	92069	94526	94526	94526	92069	92069	TRUE	NAGATA	94505	94546	21	28986.02911	94526	***
TC_2135	LT934125.1	-	UL1-2-3-3.5	1	92069	94947	92069	94947	92069	94947	94947	94947	92069	92069	TRUE	NAGATA	94931	94960	23	60563.938974	94947	***
TC_2151	LT934125.1	-	nc-EP0-2	1	95889	96090	95889	96090	95889	96090	96090	96090	95889	95889	TRUE	NAGATA	96062	96104	11	888.47716	96085	**
TC_2158	LT934125.1	-	EP0.10	1	95889	96629	95889	96629	95889	96629	96629	96629	95889	95889	TRUE	NAGATA	96618	96712	14	16991.946167	96675	***
TC_2162	LT934125.1	-	EP0.5-S2-sp1	1	95889	97126	95889	96851	95889	97126	97126	96851	95889	95889	TRUE	NAGATA	96894	97136	16	19249.536116	96978	***
TC_2162	LT934125.1	-	EP0.5-S2-sp1	2	95889	97126	96990	97126	95889	97126	97126	97126	95889	96990	FALSE	NAGATA	96894	97136	16	19249.536116	96978	***
TC_2162	LT934125.1	-	nc-EP0	1	96800	97006	96800	97006	96800	97006	97006	97006	96800	96800	TRUE	NAGATA	96894	97136	16	19249.536116	96978	***
TC_2163	LT934125.1	-	EP0.5-S	1	95889	97175	95889	97175	95889	97175	97175	97175	95889	95889	TRUE	NAGATA	97163	97307	18	16695.76206	97216	***
TC_2163	LT934125.1	-	EP0.5-S-sp1	1	95889	97175	95889	96851	95889	97175	97175	96851	95889	95889	TRUE	NAGATA	97163	97307	18	16695.76206	97216	***
TC_2163	LT934125.1	-	EP0.5-S-sp1	2	95889	97175	96990	97175	95889	97175	97175	97175	95889	96990	FALSE	NAGATA	97163	97307	18	16695.76206	97216	***
TC_2164	LT934125.1	-	EP0	1	95889	97361	95889	97361	95889	97361	97361	97361	95889	95889	TRUE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0-sp1	1	95889	97361	95889	96851	95889	97361	97361	96851	95889	95889	TRUE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0-sp1	2	95889	97361	96990	97361	95889	97361	97361	97361	95889	96990	FALSE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0-sp2	1	95889	97361	95889	96851	95889	97361	97361	96851	95889	95889	TRUE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0-sp2	2	95889	97361	96942	97361	95889	97361	97361	97361	95889	96942	FALSE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0.5	1	95889	97338	95889	97338	95889	97338	97338	97338	95889	95889	TRUE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0.5-sp1	1	95889	97338	95889	96851	95889	97338	97338	96851	95889	95889	TRUE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0.5-sp1	2	95889	97338	96990	97338	95889	97338	97338	97338	95889	96990	FALSE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0.5-sp2	1	95889	97338	95889	96851	95889	97338	97338	96851	95889	95889	TRUE	NAGATA	97311	97378	27	733073.097701	97351	***
TC_2164	LT934125.1	-	EP0.5-sp2	2	95889	97338	96942	97338	95889	97338	97338	97338	95889	96942	FALSE	NAGATA	97311	97378	27	733073.097701	97351	***
