dcDNA_TC_ID	seqnames	strand	transcript_id	exon_number	start.TR	end.TR	start.exon	end.exon	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source	TC.start	TC.end	support	score	consensus_peak	dcDNA_TC_significance
TC_530	LT934125.1	+	UL22.5	1	61078	62340	61078	62340	61078	62340	61078	61078	62340	62340	TRUE	NAGATA	61063	61097	15	1695.908332	61076	***
TC_535	LT934125.1	+	UL22.8	1	61621	62340	61621	62340	61621	62340	61621	61621	62340	62340	TRUE	NAGATA	61579	61640	9	1180.024336	61613	***
TC_539	LT934125.1	+	UL22.11	1	62000	62340	62000	62340	62000	62340	62000	62000	62340	62340	TRUE	NAGATA	61914	62123	18	7682.261036	61976	***
TC_54	LT934125.1	+	UL51	1	7588	8523	7588	8523	7588	8523	7588	7588	8523	8523	TRUE	NAGATA	7574	7606	25	94970.303818	7589	***
TC_54	LT934125.1	+	UL51-50-49.5-49	1	7588	10426	7588	10426	7588	10426	7588	7588	10426	10426	TRUE	NAGATA	7574	7606	25	94970.303818	7589	***
TC_540	LT934125.1	+	UL22.13	1	62144	62340	62144	62340	62144	62340	62144	62144	62340	62340	TRUE	NAGATA	62128	62167	10	2216.156811	62148	***
TC_543	LT934125.1	+	nc-CTO-S	1	63176	63421	63176	63421	63176	63421	63176	63176	63421	63421	TRUE	NAGATA	63173	63193	1	31.95705	63183	*
TC_562	LT934125.1	+	UL20	1	65806	66392	65806	66392	65806	66392	65806	65806	66392	66392	TRUE	NAGATA	65792	65825	20	16096.015251	65806	***
TC_562	LT934125.1	+	UL20-19	1	65806	70521	65806	70521	65806	70521	65806	65806	70521	70521	TRUE	NAGATA	65792	65825	20	16096.015251	65806	***
TC_565	LT934125.1	+	UL19	1	66338	70521	66338	70521	66338	70521	66338	66338	70521	70521	TRUE	NAGATA	66325	66357	22	64689.821685	66338	***
TC_565	LT934125.1	+	UL19-18	1	66338	71544	66338	71544	66338	71544	66338	66338	71544	71544	TRUE	NAGATA	66325	66357	22	64689.821685	66338	***
TC_57	LT934125.1	+	UL51.5	1	7811	8523	7811	8523	7811	8523	7811	7811	8523	8523	TRUE	NAGATA	7799	7824	17	6078.730958	7811	***
TC_571	LT934125.1	+	UL18-L17	1	66753	71544	66753	71544	66753	71544	66753	66753	71544	71544	TRUE	NAGATA	66739	66768	2	640.156522	66754	*
TC_574	LT934125.1	+	UL19.11	1	66959	70521	66959	70521	66959	70521	66959	66959	70521	70521	TRUE	NAGATA	66874	66966	4	733.973075	66907	**
TC_581	LT934125.1	+	UL19.12	1	67406	70521	67406	70521	67406	70521	67406	67406	70521	70521	TRUE	NAGATA	67396	67427	2	45.115002	67412	*
TC_583	LT934125.1	+	UL19.12-S	1	67505	70521	67505	70521	67505	70521	67505	67505	70521	70521	TRUE	NAGATA	67501	67521	1	667.111408	67511	*
TC_586	LT934125.1	+	UL19.16	1	67731	70521	67731	70521	67731	70521	67731	67731	70521	70521	TRUE	NAGATA	67721	67785	7	1213.19118	67753	***
TC_589	LT934125.1	+	UL19.18	1	68001	70521	68001	70521	68001	70521	68001	68001	70521	70521	TRUE	NAGATA	67981	68001	1	16.018307	67991	*
TC_590	LT934125.1	+	UL19.19	1	68058	70521	68058	70521	68058	70521	68058	68058	70521	70521	TRUE	NAGATA	68045	68072	3	652.518556	68059	**
TC_591	LT934125.1	+	UL19.19-S	1	68121	70521	68121	70521	68121	70521	68121	68121	70521	70521	TRUE	NAGATA	68080	68161	10	2190.007174	68120	***
TC_594	LT934125.1	+	UL19.20	1	68267	70521	68267	70521	68267	70521	68267	68267	70521	70521	TRUE	NAGATA	68250	68285	3	179.800164	68268	**
TC_597	LT934125.1	+	UL19.22	1	68357	70521	68357	70521	68357	70521	68357	68357	70521	70521	TRUE	NAGATA	68354	68418	11	5040.110415	68376	***
TC_598	LT934125.1	+	UL18-L15	1	68667	71544	68667	71544	68667	71544	68667	68667	71544	71544	TRUE	NAGATA	68425	68677	16	2656.240682	68561	***
TC_598	LT934125.1	+	UL18-L16	1	68626	71544	68626	71544	68626	71544	68626	68626	71544	71544	TRUE	NAGATA	68425	68677	16	2656.240682	68561	***
TC_598	LT934125.1	+	UL19.24-S	1	68457	70521	68457	70521	68457	70521	68457	68457	70521	70521	TRUE	NAGATA	68425	68677	16	2656.240682	68561	***
TC_598	LT934125.1	+	UL19.24-S2	1	68536	70521	68536	70521	68536	70521	68536	68536	70521	70521	TRUE	NAGATA	68425	68677	16	2656.240682	68561	***
TC_598	LT934125.1	+	UL19.25	1	68667	70521	68667	70521	68667	70521	68667	68667	70521	70521	TRUE	NAGATA	68425	68677	16	2656.240682	68561	***
TC_6	LT934125.1	+	ORF-1M2	1	990	2273	990	2273	990	2273	990	990	2273	2273	TRUE	NAGATA	966	1004	22	59905.490321	990	***
TC_600	LT934125.1	+	UL19.25-S	1	68783	70521	68783	70521	68783	70521	68783	68783	70521	70521	TRUE	NAGATA	68717	68814	9	2257.718107	68769	***
TC_601	LT934125.1	+	UL18-L14	1	68873	71544	68873	71544	68873	71544	68873	68873	71544	71544	TRUE	NAGATA	68827	68891	10	850.675852	68866	**
TC_603	LT934125.1	+	UL19.29	1	69032	70521	69032	70521	69032	70521	69032	69032	70521	70521	TRUE	NAGATA	68959	69112	14	1556.919687	69055	***
TC_604	LT934125.1	+	UL19.30	1	69182	70521	69182	70521	69182	70521	69182	69182	70521	70521	TRUE	NAGATA	69146	69195	13	4832.148752	69162	***
TC_605	LT934125.1	+	UL18-L13	1	69244	71544	69244	71544	69244	71544	69244	69244	71544	71544	TRUE	NAGATA	69223	69262	16	13517.987988	69242	***
TC_605	LT934125.1	+	UL19.31	1	69259	70521	69259	70521	69259	70521	69259	69259	70521	70521	TRUE	NAGATA	69223	69262	16	13517.987988	69242	***
TC_606	LT934125.1	+	UL19.31-S	1	69311	70521	69311	70521	69311	70521	69311	69311	70521	70521	TRUE	NAGATA	69278	69350	9	3410.030493	69303	***
TC_607	LT934125.1	+	UL19.32	1	69393	70521	69393	70521	69393	70521	69393	69393	70521	70521	TRUE	NAGATA	69368	69443	9	1969.884202	69407	***
TC_608	LT934125.1	+	UL18-L10	1	69555	71544	69555	71544	69555	71544	69555	69555	71544	71544	TRUE	NAGATA	69451	69577	15	1938.89013	69514	***
TC_608	LT934125.1	+	UL18-L11	1	69530	71544	69530	71544	69530	71544	69530	69530	71544	71544	TRUE	NAGATA	69451	69577	15	1938.89013	69514	***
TC_608	LT934125.1	+	UL18-L12	1	69488	71544	69488	71544	69488	71544	69488	69488	71544	71544	TRUE	NAGATA	69451	69577	15	1938.89013	69514	***
TC_608	LT934125.1	+	UL19.33	1	69488	70521	69488	70521	69488	70521	69488	69488	70521	70521	TRUE	NAGATA	69451	69577	15	1938.89013	69514	***
TC_608	LT934125.1	+	UL19.35	1	69555	70521	69555	70521	69555	70521	69555	69555	70521	70521	TRUE	NAGATA	69451	69577	15	1938.89013	69514	***
TC_609	LT934125.1	+	UL18-L9	1	69611	71544	69611	71544	69611	71544	69611	69611	71544	71544	TRUE	NAGATA	69585	69636	10	543.77684	69609	**
TC_610	LT934125.1	+	UL18-L7	1	69713	71544	69713	71544	69713	71544	69713	69713	71544	71544	TRUE	NAGATA	69650	69744	16	3103.378715	69681	***
TC_610	LT934125.1	+	UL18-L8	1	69671	71544	69671	71544	69671	71544	69671	69671	71544	71544	TRUE	NAGATA	69650	69744	16	3103.378715	69681	***
TC_610	LT934125.1	+	UL19.35-S	1	69671	70521	69671	70521	69671	70521	69671	69671	70521	70521	TRUE	NAGATA	69650	69744	16	3103.378715	69681	***
TC_611	LT934125.1	+	UL18-L6	1	69765	71544	69765	71544	69765	71544	69765	69765	71544	71544	TRUE	NAGATA	69752	69797	19	18108.113262	69766	***
TC_611	LT934125.1	+	UL19.37	1	69765	70521	69765	70521	69765	70521	69765	69765	70521	70521	TRUE	NAGATA	69752	69797	19	18108.113262	69766	***
TC_612	LT934125.1	+	UL19.38	1	69821	70521	69821	70521	69821	70521	69821	69821	70521	70521	TRUE	NAGATA	69802	69855	3	298.145099	69826	**
TC_613	LT934125.1	+	UL18-L5	1	69947	71544	69947	71544	69947	71544	69947	69947	71544	71544	TRUE	NAGATA	69864	69963	14	1563.290036	69921	***
TC_613	LT934125.1	+	UL19.38-S	1	69947	70521	69947	70521	69947	70521	69947	69947	70521	70521	TRUE	NAGATA	69864	69963	14	1563.290036	69921	***
TC_614	LT934125.1	+	UL18-L4	1	70012	71544	70012	71544	70012	71544	70012	70012	71544	71544	TRUE	NAGATA	69984	70067	12	2963.656349	70019	***
TC_615	LT934125.1	+	UL18-L3	1	70090	71544	70090	71544	70090	71544	70090	70090	71544	71544	TRUE	NAGATA	70069	70106	18	15660.822497	70090	***
TC_616	LT934125.1	+	UL18-L2	1	70132	71544	70132	71544	70132	71544	70132	70132	71544	71544	TRUE	NAGATA	70114	70170	10	1448.901454	70137	***
TC_616	LT934125.1	+	nc-UL19	1	70132	70521	70132	70521	70132	70521	70132	70132	70521	70521	TRUE	NAGATA	70114	70170	10	1448.901454	70137	***
TC_618	LT934125.1	+	UL18-L	1	70311	71544	70311	71544	70311	71544	70311	70311	71544	71544	TRUE	NAGATA	70301	70346	12	1382.970972	70316	***
TC_618	LT934125.1	+	nc-UL19-S	1	70311	70521	70311	70521	70311	70521	70311	70311	70521	70521	TRUE	NAGATA	70301	70346	12	1382.970972	70316	***
TC_620	LT934125.1	+	UL18	1	70529	71544	70529	71544	70529	71544	70529	70529	71544	71544	TRUE	NAGATA	70512	70545	26	757953.032798	70531	***
TC_620	LT934125.1	+	UL18-17-16	1	70529	75645	70529	75645	70529	75645	70529	70529	75645	75645	TRUE	NAGATA	70512	70545	26	757953.032798	70531	***
TC_620	LT934125.1	+	UL18-AT	1	70529	71518	70529	71518	70529	71518	70529	70529	71518	71518	TRUE	NAGATA	70512	70545	26	757953.032798	70531	***
TC_627	LT934125.1	+	UL18.5	1	71035	71544	71035	71544	71035	71544	71035	71035	71544	71544	TRUE	NAGATA	70953	71053	11	1858.456721	71007	***
TC_643	LT934125.1	+	UL17L-16	1	72652	75645	72652	75645	72652	75645	72652	72652	75645	75645	TRUE	NAGATA	72639	72659	2	58.935131	72649	*
TC_645	LT934125.1	+	UL17-16	1	72759	75645	72759	75645	72759	75645	72759	72759	75645	75645	TRUE	NAGATA	72748	72774	15	7522.695924	72759	***
TC_65	LT934125.1	+	UL50-49.5-49-L	1	8352	10426	8352	10426	8352	10426	8352	8352	10426	10426	TRUE	NAGATA	8314	8356	4	2998.713851	8340	**
TC_668	LT934125.1	+	UL16-L	1	74327	75645	74327	75645	74327	75645	74327	74327	75645	75645	TRUE	NAGATA	74316	74345	2	557.770175	74330	*
TC_669	LT934125.1	+	UL16	1	74400	75645	74400	75645	74400	75645	74400	74400	75645	75645	TRUE	NAGATA	74386	74418	25	330108.064596	74401	***
TC_676	LT934125.1	+	UL16.2	1	75139	75645	75139	75645	75139	75645	75139	75139	75645	75645	TRUE	NAGATA	75098	75165	14	2015.104991	75143	***
TC_676	LT934125.1	+	UL16.2-S	1	75154	75645	75154	75645	75154	75645	75154	75154	75645	75645	TRUE	NAGATA	75098	75165	14	2015.104991	75143	***
TC_679	LT934125.1	+	UL16.2-S2	1	75311	75645	75311	75645	75311	75645	75311	75311	75645	75645	TRUE	NAGATA	75278	75394	15	5955.845102	75355	***
TC_684	LT934125.1	+	UL14-13-12-11	1	76683	79996	76683	79996	76683	79996	76683	76683	79996	79996	TRUE	NAGATA	76664	76699	18	23558.725469	76683	***
TC_688	LT934125.1	+	UL13-12-11	1	76990	79996	76990	79996	76990	79996	76990	76990	79996	79996	TRUE	NAGATA	76980	77003	19	15612.180909	76990	***
TC_701	LT934125.1	+	UL12-11	1	78035	79996	78035	79996	78035	79996	78035	78035	79996	79996	TRUE	NAGATA	78025	78072	22	48534.787222	78042	***
TC_704	LT934125.1	+	UL12S-11	1	78278	79996	78278	79996	78278	79996	78278	78278	79996	79996	TRUE	NAGATA	78244	78310	4	163.443532	78274	**
TC_705	LT934125.1	+	UL12S2-11	1	78329	79996	78329	79996	78329	79996	78329	78329	79996	79996	TRUE	NAGATA	78319	78342	2	77.726152	78330	*
TC_71	LT934125.1	+	UL49.5L-49	1	8899	10426	8899	10426	8899	10426	8899	8899	10426	10426	TRUE	NAGATA	8867	8914	5	322.420625	8889	**
TC_714	LT934125.1	+	UL-11-L6	1	78825	79996	78825	79996	78825	79996	78825	78825	79996	79996	TRUE	NAGATA	78804	78855	12	811.909888	78828	**
TC_717	LT934125.1	+	UL-11-L3	1	79062	79996	79062	79996	79062	79996	79062	79062	79996	79996	TRUE	NAGATA	78959	79080	13	1727.840444	79008	***
TC_717	LT934125.1	+	UL-11-L4	1	79024	79996	79024	79996	79024	79996	79024	79024	79996	79996	TRUE	NAGATA	78959	79080	13	1727.840444	79008	***
TC_717	LT934125.1	+	UL-11-L5	1	78969	79996	78969	79996	78969	79996	78969	78969	79996	79996	TRUE	NAGATA	78959	79080	13	1727.840444	79008	***
TC_718	LT934125.1	+	UL-11-L7	1	79143	79996	79143	79996	79143	79996	79143	79143	79996	79996	TRUE	NAGATA	79116	79174	10	1831.752334	79144	***
TC_720	LT934125.1	+	UL-11-L2	1	79315	79996	79315	79996	79315	79996	79315	79315	79996	79996	TRUE	NAGATA	79297	79353	8	550.453026	79322	**
TC_722	LT934125.1	+	UL11	1	79444	79996	79444	79996	79444	79996	79444	79444	79996	79996	TRUE	NAGATA	79418	79475	27	560505.949632	79444	***
TC_723	LT934125.1	+	UL-11-S	1	79517	79996	79517	79996	79517	79996	79517	79517	79996	79996	TRUE	NAGATA	79499	79543	11	2519.639681	79520	***
TC_725	LT934125.1	+	UL11.5	1	79789	79996	79789	79996	79789	79996	79789	79789	79996	79996	TRUE	NAGATA	79757	79817	12	7882.900949	79781	***
TC_733	LT934125.1	+	UL9L-8	1	81082	86167	81082	86167	81082	86167	81082	81082	86167	86167	TRUE	NAGATA	81071	81094	13	5942.854256	81082	***
TC_75	LT934125.1	+	UL49.5-49-48-47-46	1	9113	16224	9113	16224	9113	16224	9113	9113	16224	16224	TRUE	NAGATA	9088	9125	17	61314.438365	9113	***
TC_756	LT934125.1	+	UL8-L	1	83792	86167	83792	86167	83792	86167	83792	83792	86167	86167	TRUE	NAGATA	83779	83804	9	1532.324463	83791	***
TC_757	LT934125.1	+	UL8	1	83975	86167	83975	86167	83975	86167	83975	83975	86167	86167	TRUE	NAGATA	83965	83994	19	15707.524272	83976	***
TC_77	LT934125.1	+	UL49.5-49	1	9208	10426	9208	10426	9208	10426	9208	9208	10426	10426	TRUE	NAGATA	9196	9218	5	174.283452	9208	**
TC_774	LT934125.1	+	UL8.5	1	85104	86167	85104	86167	85104	86167	85104	85104	86167	86167	TRUE	NAGATA	85034	85122	7	1683.167306	85085	***
TC_78	LT934125.1	+	UL49.5-S-49	1	9270	10426	9270	10426	9270	10426	9270	9270	10426	10426	TRUE	NAGATA	9256	9284	26	416468.174422	9270	***
TC_780	LT934125.1	+	UL8.5-S2	1	85676	86167	85676	86167	85676	86167	85676	85676	86167	86167	TRUE	NAGATA	85666	85743	8	311.077887	85700	**
TC_79	LT934125.1	+	UL49-L3	1	9338	10426	9338	10426	9338	10426	9338	9338	10426	10426	TRUE	NAGATA	9304	9348	3	1319.763363	9324	**
TC_796	LT934125.1	+	UL5L2-4	1	88155	92059	88155	92059	88155	92059	88155	88155	92059	92059	TRUE	NAGATA	88145	88172	4	406.915091	88157	**
TC_80	LT934125.1	+	UL49-L2	1	9412	10426	9412	10426	9412	10426	9412	9412	10426	10426	TRUE	NAGATA	9402	9422	3	131.813532	9412	*
TC_800	LT934125.1	+	UL5	1	88883	91559	88883	91559	88883	91559	88883	88883	91559	91559	TRUE	NAGATA	88873	88902	18	9487.461955	88885	***
TC_800	LT934125.1	+	UL5-4	1	88883	92059	88883	92059	88883	92059	88883	88883	92059	92059	TRUE	NAGATA	88873	88902	18	9487.461955	88885	***
TC_803	LT934125.1	+	UL5-4-M	1	89133	92059	89133	92059	89133	92059	89133	89133	92059	92059	TRUE	NAGATA	89088	89167	9	1663.634601	89133	***
TC_803	LT934125.1	+	UL5.3	1	89133	91559	89133	91559	89133	91559	89133	89133	91559	91559	TRUE	NAGATA	89088	89167	9	1663.634601	89133	***
TC_815	LT934125.1	+	UL4-L5	1	89883	92059	89883	92059	89883	92059	89883	89883	92059	92059	TRUE	NAGATA	89866	89902	11	2041.452987	89883	***
TC_815	LT934125.1	+	UL5.5	1	89883	91559	89883	91559	89883	91559	89883	89883	91559	91559	TRUE	NAGATA	89866	89902	11	2041.452987	89883	***
TC_82	LT934125.1	+	UL49-L	1	9548	10426	9548	10426	9548	10426	9548	9548	10426	10426	TRUE	NAGATA	9535	9569	21	36837.724989	9549	***
TC_822	LT934125.1	+	UL4-L4	1	90249	92059	90249	92059	90249	92059	90249	90249	92059	92059	TRUE	NAGATA	90223	90279	7	952.168701	90246	**
TC_822	LT934125.1	+	UL5.6	1	90249	91559	90249	91559	90249	91559	90249	90249	91559	91559	TRUE	NAGATA	90223	90279	7	952.168701	90246	**
TC_824	LT934125.1	+	UL5-4-S	1	90381	92059	90381	92059	90381	92059	90381	90381	92059	92059	TRUE	NAGATA	90352	90400	14	1642.816942	90380	***
TC_83	LT934125.1	+	UL49	1	9646	10426	9646	10426	9646	10426	9646	9646	10426	10426	TRUE	NAGATA	9628	9667	22	117519.981294	9645	***
TC_833	LT934125.1	+	UL4-L3	1	90932	92059	90932	92059	90932	92059	90932	90932	92059	92059	TRUE	NAGATA	90898	91005	7	672.995315	90938	**
TC_836	LT934125.1	+	UL4-L2	1	91154	92059	91154	92059	91154	92059	91154	91154	92059	92059	TRUE	NAGATA	91102	91164	8	4733.23763	91146	***
TC_84	LT934125.1	+	UL49.1	1	9699	10426	9699	10426	9699	10426	9699	9699	10426	10426	TRUE	NAGATA	9679	9755	12	5074.227319	9707	***
TC_840	LT934125.1	+	UL4-L	1	91360	92059	91360	92059	91360	92059	91360	91360	92059	92059	TRUE	NAGATA	91340	91393	16	9714.275902	91361	***
TC_841	LT934125.1	+	UL4	1	91409	92059	91409	92059	91409	92059	91409	91409	92059	92059	TRUE	NAGATA	91395	91425	21	50169.911419	91409	***
TC_843	LT934125.1	+	UL4.2	1	91548	92059	91548	92059	91548	92059	91548	91548	92059	92059	TRUE	NAGATA	91528	91565	18	8170.799947	91548	***
TC_86	LT934125.1	+	UL49.1-S	1	9930	10426	9930	10426	9930	10426	9930	9930	10426	10426	TRUE	NAGATA	9901	10012	12	1377.538366	9944	***
TC_87	LT934125.1	+	UL49.1-S2	1	10075	10426	10075	10426	10075	10426	10075	10075	10426	10426	TRUE	NAGATA	10016	10187	20	11263.916202	10093	***
TC_87	LT934125.1	+	UL49.1-S3	1	10105	10426	10105	10426	10105	10426	10105	10105	10426	10426	TRUE	NAGATA	10016	10187	20	11263.916202	10093	***
TC_87	LT934125.1	+	UL49.1-S4	1	10135	10426	10135	10426	10135	10426	10135	10135	10426	10426	TRUE	NAGATA	10016	10187	20	11263.916202	10093	***
TC_87	LT934125.1	+	UL49.1-S5	1	10159	10426	10159	10426	10159	10426	10159	10159	10426	10426	TRUE	NAGATA	10016	10187	20	11263.916202	10093	***
TC_89	LT934125.1	+	UL49.1-S6	1	10252	10426	10252	10426	10252	10426	10252	10252	10426	10426	TRUE	NAGATA	10232	10293	14	2119.659916	10254	***
TC_909	LT934125.1	+	ELIE-2-L	1	101291	102393	101291	102393	101291	102393	101291	101291	102393	102393	TRUE	NAGATA	101280	101303	6	625.886318	101290	**
TC_91	LT934125.1	+	UL48-47-46	1	10431	16224	10431	16224	10431	16224	10431	10431	16224	16224	TRUE	NAGATA	10420	10448	18	12201.977273	10431	***
TC_91	LT934125.1	+	UL48-L-AT	1	10431	12084	10431	12084	10431	12084	10431	10431	12084	12084	TRUE	NAGATA	10420	10448	18	12201.977273	10431	***
TC_962	LT934125.1	+	NOIR-L3	1	107309	108830	107309	108830	107309	108830	107309	107309	108830	108830	TRUE	NAGATA	107294	107323	9	363.31387	107308	**
TC_965	LT934125.1	+	NOIR-1M	1	107483	108830	107483	108830	107483	108830	107483	107483	108830	108830	TRUE	NAGATA	107458	107504	19	31685.041315	107482	***
TC_965	LT934125.1	+	NOIR-1M-splice	1	107483	108830	107483	107615	107483	108830	107483	107483	108830	107615	FALSE	NAGATA	107458	107504	19	31685.041315	107482	***
TC_965	LT934125.1	+	NOIR-1M-splice	2	107483	108830	108460	108830	107483	108830	107483	108460	108830	108830	TRUE	NAGATA	107458	107504	19	31685.041315	107482	***
TC_967	LT934125.1	+	NOIR-1S	1	107615	108830	107615	108830	107615	108830	107615	107615	108830	108830	TRUE	NAGATA	107603	107626	11	1885.900822	107614	***
TC_971	LT934125.1	+	NOIR-1S2	1	107819	108830	107819	108830	107819	108830	107819	107819	108830	108830	TRUE	NAGATA	107806	107841	10	828.733165	107823	**
TC_975	LT934125.1	+	NOIR-1S4	1	108228	108830	108228	108830	108228	108830	108228	108228	108830	108830	TRUE	NAGATA	108145	108237	12	1396.300589	108175	***
