seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	-	18325	16581	NOV_TX_3306	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LT934125.1	-	18422	16581	NOV_TX_3311	2	248	0	0	0	0	0	0	0	0	0	0	5	6	0	0	199	0	0	0	1	0	0	20	361	0	0	8	41	0
LT934125.1	-	18523	16581	NOV_TX_3313	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	4	10	0	0	0	0	2	0	0
LT934125.1	-	18543	16581	NOV_TX_3314	3	39	0	1	0	4	13	0	0	0	0	0	0	3	0	0	19	0	0	0	0	0	0	21	0	0	0	0	5	0
LT934125.1	-	18564	16581	NOV_TX_3316	0	0	0	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	40
LT934125.1	-	18660	16581	NOV_TX_3318	0	5	0	0	0	0	3	13	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	3	0	0	0	0	0	0
LT934125.1	-	18684	16581	NOV_TX_3319	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	5	24	0	0	0	0	14
LT934125.1	-	18725	16581	NOV_TX_3321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0
LT934125.1	-	18752	16581	NOV_TX_3324	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
LT934125.1	-	18778	16581	NOV_TX_3326	1	8	0	0	0	0	2	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	4	0	0	0	0	1	0
LT934125.1	-	18883	16581	NOV_TX_3333	0	10	0	0	0	0	0	0	0	0	0	1	8	1	0	0	2	0	0	0	0	0	50	8	22	0	0	0	1	0
LT934125.1	-	19013	16581	NOV_TX_3338	0	10	0	0	1	1	0	6	0	0	0	0	5	1	0	1	5	0	0	0	0	0	2	5	15	0	0	1	1	6
LT934125.1	-	19058	16581	NOV_TX_3339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	8	0	0	1	0	0
LT934125.1	-	19293	16581	NOV_TX_3346	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
LT934125.1	-	19320	16581	NOV_TX_3347	0	16	0	0	0	0	2	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	9	9	0	0	0	0	12
LT934125.1	-	19380	16581	NOV_TX_3349	0	8	0	0	0	0	0	2	0	0	0	0	0	2	0	0	5	0	0	0	0	1	0	11	20	0	0	0	0	2
LT934125.1	-	19420	16581	NOV_TX_3351	4	61	0	0	0	1	6	14	1	0	0	1	1	7	0	0	17	0	0	0	1	3	3	28	40	0	0	11	14	12
LT934125.1	-	19473	18040	NOV_TX_3353	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	17	0	0	0	2	7
LT934125.1	-	19473	18582	NOV_TX_3356	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	12
LT934125.1	-	19526	16581	NOV_TX_3360	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6
LT934125.1	-	19922	16581	NOV_TX_3362	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	-	21472	16581	NOV_TX_3368	0	3	0	0	1	1	0	7	0	0	0	1	3	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	6
LT934125.1	-	21600	21477	NOV_TX_3370	0	540	2	4	2	13	173	46	0	2	0	1	6	2	0	1	269	5	2	10	27	91	98	0	143	0	38	124	250	471
LT934125.1	-	21635	21477	NOV_TX_3372	0	1184	6	9	8	38	363	156	0	5	9	22	78	1	0	3	963	7	13	32	62	252	429	0	550	0	129	344	677	1607
LT934125.1	-	21698	21477	NOV_TX_3376	0	144	0	0	0	2	0	206	0	0	18	0	0	3	0	3	173	2	12	13	0	0	165	5	50	0	0	73	0	0
LT934125.1	-	21722	21477	NOV_TX_3378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	687
LT934125.1	-	21746	21477	NOV_TX_3379	0	80	1	0	1	3	154	0	0	0	0	29	73	1	0	0	0	0	0	0	25	0	0	2	23	0	0	9	0	0
LT934125.1	-	21807	21477	NOV_TX_3380	0	98	1	0	0	4	0	0	0	4	0	0	0	2	0	0	94	1	0	0	2	0	0	7	36	0	0	0	0	0
LT934125.1	-	21875	21477	NOV_TX_3383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	21941	21477	NOV_TX_3387	1	135	0	0	3	11	67	304	0	2	5	23	56	6	0	0	296	0	0	0	48	127	105	17	161	0	0	50	124	173
LT934125.1	-	21974	21477	NOV_TX_3390	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	-	22010	21477	NOV_TX_3391	1	44	0	1	0	1	0	0	0	0	0	4	24	2	0	0	0	0	3	0	0	0	0	6	22	0	4	23	28	56
LT934125.1	-	22062	21477	NOV_TX_3394	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	57	0	0	0	10	0	0	0	0	0	0	7	0	0
LT934125.1	-	22125	21477	NOV_TX_3395	0	19	0	0	2	1	0	1	0	1	1	1	0	0	0	0	9	0	1	0	0	0	22	5	11	0	0	3	50	0
LT934125.1	-	22145	21477	NOV_TX_3396	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
LT934125.1	-	22187	21477	NOV_TX_3398	2	82	2	1	0	0	0	73	0	0	1	5	0	2	0	1	40	2	1	2	0	0	0	8	37	0	18	13	0	110
LT934125.1	-	22259	21477	NOV_TX_3401	0	27	0	1	0	1	3	36	0	0	0	1	5	0	0	1	18	1	0	2	0	0	4	3	14	0	1	0	0	36
LT934125.1	-	22282	21477	NOV_TX_3402	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	9	14	0
LT934125.1	-	22310	21477	NOV_TX_3403	0	3	1	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	1	1	0	0	0	0	3
LT934125.1	-	22397	21477	NOV_TX_3407	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0
LT934125.1	-	22660	21477	NOV_TX_3418	0	11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2	0
LT934125.1	-	22924	21477	NOV_TX_3424	0	7	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1
LT934125.1	-	22978	21477	NOV_TX_3425	0	14	1	0	1	2	0	7	0	0	0	0	6	0	0	0	10	0	0	0	0	0	3	2	3	0	4	4	7	15
LT934125.1	-	23014	21477	NOV_TX_3426	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0
LT934125.1	-	24146	21477	NOV_TX_3453	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LT934125.1	-	24704	21477	NOV_TX_3461	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	2
LT934125.1	-	25232	21477	NOV_TX_3468	0	22	0	0	1	2	2	8	0	0	0	0	9	0	0	0	1	0	0	0	1	0	4	4	7	0	0	1	4	13
LT934125.1	-	28521	28429	NOV_TX_3477	0	19	0	0	0	0	4	1	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	0	8	0	0	1	2	5
LT934125.1	-	28576	28429	NOV_TX_3479	14	363	0	1	0	0	347	0	0	0	0	0	0	10	0	0	1290	0	0	2	0	0	0	75	477	0	0	101	877	1609
LT934125.1	-	28783	28429	NOV_TX_3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	379	0	0	0	0	0	0	0	0
LT934125.1	-	28852	28429	NOV_TX_3490	2	7	0	0	0	0	0	5	0	0	0	0	4	15	0	0	10	0	0	0	6	1	5	62	205	0	0	1	1	7
LT934125.1	-	28895	28429	NOV_TX_3491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	71	135	0	0	0	0	14	222	318
LT934125.1	-	28922	28429	NOV_TX_3492	10	339	1	0	2	0	62	0	0	0	4	11	32	18	0	0	147	0	0	0	0	0	0	109	244	0	3	15	0	0
LT934125.1	-	28983	28429	NOV_TX_3494	0	0	0	0	0	0	0	177	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	6	0	0
LT934125.1	-	29062	28429	NOV_TX_3497	1	131	0	0	0	0	49	0	0	0	2	5	0	8	0	0	308	1	0	1	0	0	0	44	197	0	2	0	0	0
LT934125.1	-	29128	28429	NOV_TX_3499	1	171	0	0	0	12	20	102	0	0	0	7	24	6	0	0	147	0	1	0	0	21	66	46	215	0	1	8	93	146
LT934125.1	-	29154	28429	NOV_TX_3500	7	0	0	1	2	0	7	0	0	0	1	3	0	21	0	0	95	0	0	0	6	0	0	51	0	0	2	6	0	0
LT934125.1	-	29238	28429	NOV_TX_3503	0	0	0	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	29292	28429	NOV_TX_3505	4	158	0	1	1	23	65	0	0	0	1	5	34	9	0	1	155	1	0	2	4	51	101	54	268	0	4	22	143	310
LT934125.1	-	29414	28429	NOV_TX_3508	98	5947	10	25	86	452	1433	6660	3	11	101	372	1082	241	0	8	9713	3	25	34	300	1235	2269	1501	18143	0	71	900	4377	10735
LT934125.1	-	29681	28429	NOV_TX_3516	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LT934125.1	-	30034	28429	NOV_TX_3526	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	-	30172	28429	NOV_TX_3529	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LT934125.1	-	30247	28429	NOV_TX_3531	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LT934125.1	-	30819	28429	NOV_TX_3542	1	25	0	0	0	1	0	6	0	0	0	0	1	0	0	0	8	0	0	0	0	3	1	2	4	0	0	1	1	7
LT934125.1	-	32216	32038	NOV_TX_3555	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	2
LT934125.1	-	32264	32038	NOV_TX_3556	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	6	0	0	0	0	1
LT934125.1	-	32372	32038	NOV_TX_3557	0	24	0	0	0	0	0	2	0	0	0	0	1	0	0	0	23	0	0	0	0	2	3	0	23	0	2	0	6	5
LT934125.1	-	32842	32686	NOV_TX_3560	2	311	4	0	0	12	60	52	0	1	0	3	18	4	0	0	438	2	1	2	14	72	92	10	522	1	18	28	154	306
LT934125.1	-	32890	32686	NOV_TX_3561	0	782	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	8	0	258	0	0	0	0	0	0	0	0
LT934125.1	-	32915	32686	NOV_TX_3562	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0
LT934125.1	-	32935	32686	NOV_TX_3563	3	0	6	1	2	19	0	0	0	3	0	0	0	11	0	3	0	6	2	0	33	0	243	39	0	5	21	0	0	0
LT934125.1	-	32964	32686	NOV_TX_3564	0	175	1	0	0	4	0	270	0	1	4	32	0	5	0	0	1380	3	0	0	0	0	0	11	1504	0	8	55	0	762
LT934125.1	-	33119	32686	NOV_TX_3569	4	31	1	0	0	0	2	16	0	0	0	2	3	4	0	0	48	2	0	1	4	5	8	14	55	0	6	1	9	21
LT934125.1	-	33215	32686	NOV_TX_3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	76	0	0	0	0	0	0	0
LT934125.1	-	33242	32686	NOV_TX_3573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	55	0	0	0	0	0	0	0	0
LT934125.1	-	33274	32686	NOV_TX_3574	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	6	0	0	16	1	0	0
LT934125.1	-	33301	32686	NOV_TX_3575	3	62	2	2	1	13	0	0	0	1	3	7	0	22	0	0	0	4	7	0	0	0	0	44	473	2	0	9	0	0
LT934125.1	-	33322	32686	NOV_TX_3576	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
LT934125.1	-	33356	32686	NOV_TX_3578	3	218	0	0	0	0	0	164	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	20	0	1	0	1	92	202
LT934125.1	-	33477	32686	NOV_TX_3581	1	12	0	0	0	0	2	25	0	0	0	3	0	5	0	0	14	0	0	0	1	4	5	9	11	1	1	0	1	5
LT934125.1	-	33502	32686	NOV_TX_3582	0	52	0	0	2	2	7	27	0	0	0	0	4	2	0	0	49	0	0	1	0	4	6	3	47	0	3	0	9	21
LT934125.1	-	33611	32686	NOV_TX_3586	3	25	0	0	0	0	5	22	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	31	29	0	3	4	2	11
LT934125.1	-	33742	32686	NOV_TX_3588	0	5	0	0	0	0	3	4	0	0	0	0	1	2	0	0	12	0	0	0	0	6	7	7	8	0	0	1	1	6
LT934125.1	-	33793	32686	NOV_TX_3589	1	83	0	0	0	0	17	0	1	0	0	1	15	5	0	0	91	0	1	1	8	30	20	11	93	0	0	3	0	46
LT934125.1	-	33824	32686	NOV_TX_3590	0	24	0	0	0	4	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	9	24	0	5	1	0	13
LT934125.1	-	34050	32686	NOV_TX_3598	1	24	0	1	1	1	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	29	0	0	4	0	0
LT934125.1	-	34243	32686	NOV_TX_3604	0	7	0	0	1	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	3	4	0	0	0	2	5
LT934125.1	-	34273	32686	NOV_TX_3605	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LT934125.1	-	34345	32686	NOV_TX_3607	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	-	34396	32686	NOV_TX_3609	1	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	34474	32686	NOV_TX_3612	4	92	9	0	6	34	62	74	2	4	2	12	65	40	0	3	35	9	9	8	5	29	51	120	90	8	49	16	88	84
LT934125.1	-	35221	32686	NOV_TX_3620	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	42111	42005	NOV_TX_3632	0	22	0	0	0	1	5	0	0	0	0	0	0	0	0	0	20	0	0	0	1	7	16	0	15	0	0	0	5	13
LT934125.1	-	42148	42005	NOV_TX_3633	0	76	0	0	0	2	13	7	0	0	0	0	1	0	0	0	91	0	0	0	5	12	18	2	49	0	0	1	16	61
LT934125.1	-	42208	42005	NOV_TX_3634	0	20	0	0	1	0	2	14	0	0	0	0	0	0	0	0	23	0	0	0	0	5	11	0	30	0	1	1	7	14
LT934125.1	-	42364	42005	NOV_TX_3637	0	3	0	0	0	0	1	1	0	0	0	0	2	1	0	0	11	0	0	0	1	2	7	1	10	0	0	0	1	5
LT934125.1	-	42518	42005	NOV_TX_3642	0	29	0	0	0	2	12	0	0	0	0	2	7	0	0	0	38	0	0	0	1	9	12	2	48	0	1	0	17	0
LT934125.1	-	42707	42005	NOV_TX_3648	0	109	0	1	0	3	12	71	0	0	0	3	13	1	0	0	122	0	0	1	2	23	0	9	123	0	0	9	47	68
LT934125.1	-	43011	42005	NOV_TX_3654	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0
LT934125.1	-	43092	42005	NOV_TX_3656	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	21	0	0	0	0	5	10	1	9	0	0	0	5	8
LT934125.1	-	43246	42005	NOV_TX_3661	0	20	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	1	0	3	1	12	0	1	0	1	5
LT934125.1	-	43528	42005	NOV_TX_3669	0	10	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2
LT934125.1	-	44329	42005	NOV_TX_3687	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
LT934125.1	-	44817	42005	NOV_TX_3695	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0
LT934125.1	-	44889	32686	NOV_TX_3697	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
LT934125.1	-	44889	42005	NOV_TX_3696	0	568	0	0	2	16	67	134	0	1	1	7	31	22	0	0	163	0	1	0	10	32	61	91	449	0	1	18	125	309
LT934125.1	-	50153	50026	NOV_TX_3709	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
LT934125.1	-	50175	50030	NOV_TX_3716	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
LT934125.1	-	50261	50025	NOV_TX_3732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	0	172	0	0	0	70	157
LT934125.1	-	50261	50026	NOV_TX_3728	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
LT934125.1	-	50261	50028	NOV_TX_3726	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	50261	50029	NOV_TX_3733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0
LT934125.1	-	50261	50030	NOV_TX_3731	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	4	0	1	0	0	0	0
LT934125.1	-	50261	50041	NOV_TX_3729	0	0	0	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	50293	50025	NOV_TX_3740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	4	0	0	0	4	14
LT934125.1	-	50293	50028	NOV_TX_3734	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	50368	50026	NOV_TX_3746	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
LT934125.1	-	50368	50028	NOV_TX_3745	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	50368	50029	NOV_TX_3750	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LT934125.1	-	50412	50025	NOV_TX_3756	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	1	0	12	0	0	0	12	6
LT934125.1	-	50412	50029	NOV_TX_3755	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LT934125.1	-	50424	50025	NOV_TX_3763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	43	0	0	0	34	43
LT934125.1	-	50424	50028	NOV_TX_3758	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	50424	50030	NOV_TX_3757	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
LT934125.1	-	50492	50025	NOV_TX_3764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	48	0
LT934125.1	-	50492	50026	NOV_TX_3768	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
LT934125.1	-	50492	50028	NOV_TX_3765	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	50492	50029	NOV_TX_3766	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LT934125.1	-	50508	50030	NOV_TX_3771	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	-	50550	50030	NOV_TX_3779	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
LT934125.1	-	50612	50030	NOV_TX_3790	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
LT934125.1	-	50641	50026	NOV_TX_3791	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
LT934125.1	-	50716	50029	NOV_TX_3801	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
LT934125.1	-	50820	50025	NOV_TX_3813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	68	0	0	0	46	86
LT934125.1	-	50861	50025	NOV_TX_3823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	11	0
LT934125.1	-	51266	50025	NOV_TX_3876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0
LT934125.1	-	51502	50025	NOV_TX_3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0
LT934125.1	-	53553	50025	NOV_TX_3928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	7
LT934125.1	-	54702	54341	NOV_TX_3939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0
LT934125.1	-	55377	55270	NOV_TX_3948	2	1487	2	2	7	36	231	0	0	0	2	8	20	5	0	0	1081	1	0	9	51	225	246	26	1441	3	28	93	454	890
LT934125.1	-	55440	55270	NOV_TX_3951	21	3480	7	15	13	78	627	853	0	1	3	0	0	44	0	0	2166	6	4	20	85	481	669	160	2951	4	0	217	0	2492
LT934125.1	-	55473	55270	NOV_TX_3952	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
LT934125.1	-	55531	55270	NOV_TX_3955	0	0	0	0	0	0	0	0	0	0	26	0	167	0	0	0	1027	0	0	0	0	0	0	0	0	0	28	101	0	1496
LT934125.1	-	55596	55270	NOV_TX_3958	27	0	0	1	0	0	0	0	0	0	0	0	0	30	0	0	940	2	4	1	0	0	424	131	0	0	0	0	697	0
LT934125.1	-	55621	55270	NOV_TX_3959	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	35	0	0
LT934125.1	-	55679	55270	NOV_TX_3961	5	211	0	0	1	21	0	0	0	0	22	0	0	10	0	0	503	0	0	2	23	186	294	56	1928	0	0	0	499	931
LT934125.1	-	55773	55270	NOV_TX_3966	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	209	0	0	0	0	30	37	0	0
LT934125.1	-	55807	55270	NOV_TX_3968	10	1297	2	0	0	0	159	0	0	3	0	65	142	31	0	0	694	0	0	3	0	0	0	136	1061	0	0	65	523	0
LT934125.1	-	55992	55270	NOV_TX_3979	7	285	1	5	3	0	19	97	0	0	3	7	118	13	0	0	235	0	0	2	0	27	22	81	0	1	0	36	0	114
LT934125.1	-	56047	55270	NOV_TX_3983	8	701	1	0	5	0	27	318	0	0	3	11	0	6	0	0	569	1	8	1	11	42	49	45	487	0	14	29	0	203
LT934125.1	-	56114	55270	NOV_TX_3985	16	898	1	5	5	18	86	0	0	1	9	0	0	38	0	3	226	2	2	6	29	0	78	173	395	1	23	75	0	437
LT934125.1	-	56129	55270	NOV_TX_3992	0	0	0	0	0	0	0	581	0	0	0	35	104	0	0	0	261	0	0	0	0	116	0	0	534	0	0	0	282	0
LT934125.1	-	56188	55270	NOV_TX_3999	53	12298	65	96	133	708	1593	10394	5	33	137	530	1919	143	4	16	7697	18	53	103	365	1585	1880	926	22648	6	328	686	3768	10124
LT934125.1	-	56188	55363	NOV_TX_3993	0	3	0	0	0	1	1	10	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	22	0	0	1	16	19
LT934125.1	-	56188	55837	NOV_TX_3996	0	235	1	0	1	0	32	29	0	0	0	5	2	0	0	1	124	1	1	1	0	11	21	0	275	0	1	19	69	208
LT934125.1	-	56188	55988	NOV_TX_3998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	2
LT934125.1	-	56235	55270	NOV_TX_4000	0	6	0	0	0	1	1	5	0	0	0	0	4	0	0	0	7	0	0	0	0	0	2	1	8	0	0	1	7	4
LT934125.1	-	56291	55270	NOV_TX_4002	0	3	0	0	0	0	0	0	0	0	0	1	3	3	0	0	8	0	0	0	0	0	3	4	2	0	0	2	4	0
