seqnames	strand	start	end	TSS	TES	NOV_TX_ID	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
LT934125.1	+	54232	55161	54232	55161	NOV_TX_267	0	0	0	0	0	0	64	0	0	0	0	0	0	59	0	0	0	0	5	6	177	0	0	0	38	59
LT934125.1	+	54366	55161	54366	55161	NOV_TX_269	69	0	0	0	0	18	104	0	0	0	0	10	0	125	0	0	0	0	14	15	336	0	0	0	10	113
LT934125.1	+	54475	55161	54475	55161	NOV_TX_271	64	0	0	0	6	18	65	0	0	0	0	0	0	90	0	0	0	0	19	0	144	0	0	0	33	57
LT934125.1	+	54561	55161	54561	55161	NOV_TX_273	0	0	0	0	0	0	24	0	0	0	0	5	0	39	0	0	0	0	0	12	96	0	0	6	0	34
LT934125.1	+	54606	55161	54606	55161	NOV_TX_275	73	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	8	0	255	0	0	0	0	0
LT934125.1	+	54734	55161	54734	55161	NOV_TX_277	106	0	0	0	5	16	104	0	0	0	0	9	0	124	0	0	0	0	23	60	247	0	6	7	44	94
LT934125.1	+	54938	55161	54938	55161	NOV_TX_279	277	0	0	0	0	0	179	0	0	0	7	0	0	409	0	0	0	0	45	83	1027	0	0	12	106	364
LT934125.1	+	55032	55161	55032	55161	NOV_TX_281	185	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	26	0	436	0	0	0	61	182
LT934125.1	+	58625	60251	58625	60251	NOV_TX_287	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LT934125.1	+	59210	60251	59210	60251	NOV_TX_294	0	0	0	0	0	0	28	0	0	0	0	9	0	20	0	0	0	5	0	11	0	0	0	0	0	5
LT934125.1	+	59312	60251	59312	60251	NOV_TX_295	7	0	0	0	0	6	13	0	0	0	0	5	0	0	0	0	0	0	0	15	14	0	0	0	0	7
LT934125.1	+	59412	60251	59412	60251	NOV_TX_296	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0
LT934125.1	+	59489	60251	59489	60251	NOV_TX_298	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	+	59580	60251	59580	60251	NOV_TX_299	0	0	0	0	0	6	27	0	0	0	0	14	0	0	0	0	0	0	17	10	0	0	0	16	21	0
LT934125.1	+	59670	60251	59670	60251	NOV_TX_301	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
LT934125.1	+	59768	60251	59768	60251	NOV_TX_302	10	0	0	0	0	6	47	0	0	0	0	9	0	40	0	0	0	0	10	6	20	0	0	7	22	31
LT934125.1	+	59919	60251	59919	60251	NOV_TX_305	0	0	0	0	0	0	23	0	0	0	9	8	0	0	0	0	0	5	12	8	0	0	0	24	16	54
LT934125.1	+	60075	60251	60075	60251	NOV_TX_307	0	0	0	0	0	25	43	0	0	0	0	0	0	31	0	0	0	6	21	32	0	0	0	6	33	47
LT934125.1	+	60234	60354	60234	60354	NOV_TX_308	21	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	9	6
LT934125.1	+	61078	62340	61078	62340	NOV_TX_316	26	0	0	0	0	0	18	0	0	0	0	5	0	15	0	0	0	0	8	0	37	0	0	0	8	20
LT934125.1	+	61396	62340	61396	62340	NOV_TX_318	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0
LT934125.1	+	61621	62340	61621	62340	NOV_TX_320	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17
LT934125.1	+	61701	62340	61701	62340	NOV_TX_321	86	0	0	0	0	14	54	0	0	0	35	9	0	156	0	0	0	0	14	21	88	0	0	9	47	100
LT934125.1	+	61822	62340	61822	62340	NOV_TX_322	40	0	0	0	0	12	68	0	0	0	5	12	0	59	0	0	0	0	10	24	0	0	0	0	0	26
LT934125.1	+	61876	62340	61876	62340	NOV_TX_323	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
LT934125.1	+	61976	62340	61976	62340	NOV_TX_324	52	0	0	0	0	17	97	0	0	0	7	8	0	83	0	0	0	0	27	24	117	0	0	0	27	90
LT934125.1	+	62144	62340	62144	62340	NOV_TX_325	104	0	0	0	0	19	32	0	0	0	0	0	0	128	0	0	0	7	22	42	0	0	0	0	0	0
LT934125.1	+	62222	62340	62222	62340	NOV_TX_326	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	28	317	0	0	0	0	266
LT934125.1	+	66408	70521	66408	70521	NOV_TX_331	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
LT934125.1	+	67962	70521	67962	70521	NOV_TX_345	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	68121	70521	68121	70521	NOV_TX_350	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
LT934125.1	+	68267	70521	68267	70521	NOV_TX_352	0	0	0	0	0	0	27	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	68376	70521	68376	70521	NOV_TX_356	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	12	18
LT934125.1	+	68561	70521	68561	70521	NOV_TX_358	82	0	0	0	0	0	81	0	0	0	0	0	0	11	0	0	0	0	0	0	226	0	0	0	9	20
LT934125.1	+	68561	71544	68561	71544	NOV_TX_359	24	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
LT934125.1	+	68769	70521	68769	70521	NOV_TX_362	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	26
LT934125.1	+	68873	70521	68873	70521	NOV_TX_364	66	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	6	242	0	0	6	37	103
LT934125.1	+	68873	71544	68873	71544	NOV_TX_365	26	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9
LT934125.1	+	69055	70521	69055	70521	NOV_TX_368	13	0	0	0	0	0	12	0	0	0	0	0	0	15	0	0	0	0	13	5	158	0	0	7	11	22
LT934125.1	+	69162	70521	69162	70521	NOV_TX_370	83	0	0	0	0	15	83	0	0	0	0	10	0	113	0	0	0	0	38	15	411	0	0	31	113	156
LT934125.1	+	69162	71544	69162	71544	NOV_TX_371	32	0	0	0	0	0	8	0	0	0	0	0	0	17	0	0	0	0	5	0	9	0	0	0	0	11
LT934125.1	+	69244	70521	69244	70521	NOV_TX_373	91	0	0	0	5	18	151	0	0	0	0	10	0	154	0	0	0	6	33	16	646	0	0	24	115	262
LT934125.1	+	69244	71544	69244	71544	NOV_TX_374	33	0	0	0	0	0	20	0	0	0	0	5	0	15	0	0	0	0	0	0	27	0	0	0	5	16
LT934125.1	+	69311	70521	69311	70521	NOV_TX_377	18	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	6	58	0	0	0	0	19
LT934125.1	+	69407	70521	69407	70521	NOV_TX_379	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	39	0	0	0	15	52
LT934125.1	+	69514	70521	69514	70521	NOV_TX_381	38	0	0	0	0	7	39	0	0	0	0	0	0	52	0	0	0	0	10	17	90	0	0	7	11	41
LT934125.1	+	69514	71544	69514	71544	NOV_TX_382	22	0	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	69611	70521	69611	70521	NOV_TX_384	0	0	0	0	0	0	30	0	0	0	0	10	0	43	0	0	0	0	5	8	209	0	0	6	25	85
LT934125.1	+	69611	71544	69611	71544	NOV_TX_385	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
LT934125.1	+	69671	70521	69671	70521	NOV_TX_386	36	0	0	0	0	0	23	0	0	0	0	9	0	40	0	0	0	0	10	10	123	0	0	0	24	53
LT934125.1	+	69765	70521	69765	70521	NOV_TX_390	41	0	0	0	0	8	64	0	0	0	0	12	0	68	0	0	0	0	21	23	105	0	0	17	40	92
LT934125.1	+	69765	71544	69765	71544	NOV_TX_389	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	69821	70521	69821	70521	NOV_TX_391	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
LT934125.1	+	69921	70521	69921	70521	NOV_TX_393	110	0	0	0	0	6	76	0	0	0	0	6	0	68	0	0	0	7	8	9	490	0	0	6	31	264
LT934125.1	+	69921	71544	69921	71544	NOV_TX_394	32	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
LT934125.1	+	70012	70521	70012	70521	NOV_TX_397	38	0	0	0	0	0	83	0	0	0	0	0	0	32	0	0	0	0	12	14	183	0	0	0	36	63
LT934125.1	+	70012	71544	70012	71544	NOV_TX_398	15	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	70090	70521	70090	70521	NOV_TX_399	93	0	0	0	9	17	157	0	0	5	9	14	0	122	0	0	0	7	29	37	352	0	6	34	104	208
LT934125.1	+	70090	71544	70090	71544	NOV_TX_400	50	0	0	0	5	8	25	0	0	0	0	0	0	19	0	0	0	0	5	0	21	0	0	0	5	9
LT934125.1	+	70132	70521	70132	70521	NOV_TX_403	82	0	0	0	0	20	67	0	0	0	0	0	0	89	0	0	0	6	0	28	266	0	0	15	0	123
LT934125.1	+	70132	71544	70132	71544	NOV_TX_404	27	0	0	0	0	0	8	0	0	0	0	0	0	9	0	0	0	0	0	0	16	0	0	0	0	0
LT934125.1	+	70230	70521	70230	70521	NOV_TX_406	54	0	0	0	0	14	58	0	0	0	0	5	0	163	0	0	0	0	12	27	500	0	0	5	36	110
LT934125.1	+	70230	71544	70230	71544	NOV_TX_407	8	0	0	0	0	0	5	0	0	0	0	0	0	26	0	0	0	0	0	6	14	0	0	0	0	0
LT934125.1	+	70311	70521	70311	70521	NOV_TX_408	243	0	0	0	0	19	60	0	0	0	0	0	0	317	0	0	0	0	55	55	886	0	5	0	142	447
LT934125.1	+	70311	71544	70311	71544	NOV_TX_409	76	0	0	0	0	0	22	0	0	0	0	0	0	45	0	0	0	0	7	6	37	0	0	0	8	19
LT934125.1	+	70383	70521	70383	70521	NOV_TX_412	87	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	18	0	437	0	0	19	0	243
LT934125.1	+	70383	71544	70383	71544	NOV_TX_411	15	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	6	0	14	0	0	0	0	5
LT934125.1	+	70529	71518	70529	71518	NOV_TX_414	94	0	0	0	5	16	103	0	0	5	7	8	0	57	0	0	0	0	22	15	213	0	0	5	40	70
LT934125.1	+	70529	71544	70529	71544	NOV_TX_415	148	0	0	0	7	21	68	0	0	8	7	0	0	109	0	0	0	0	18	15	256	0	0	12	51	84
LT934125.1	+	70633	71544	70633	71544	NOV_TX_417	78	0	0	0	5	39	46	0	0	0	0	13	0	183	0	0	0	0	5	0	303	0	0	0	58	110
LT934125.1	+	70713	71544	70713	71544	NOV_TX_419	46	0	0	0	0	6	0	0	0	0	0	0	0	57	0	0	0	0	8	0	0	0	0	0	0	0
LT934125.1	+	70788	71544	70788	71544	NOV_TX_420	58	0	0	0	0	16	66	0	0	0	0	10	0	57	0	0	0	0	9	16	57	0	0	0	13	23
LT934125.1	+	70859	71544	70859	71544	NOV_TX_422	79	0	0	0	0	16	77	0	0	0	11	0	0	116	0	0	0	5	0	14	224	0	0	0	0	75
LT934125.1	+	70915	71544	70915	71544	NOV_TX_424	65	0	0	0	0	10	37	0	0	0	0	5	0	0	0	0	0	5	10	0	81	0	0	0	26	32
LT934125.1	+	71007	71544	71007	71544	NOV_TX_427	249	0	0	0	0	37	203	0	0	0	0	16	0	127	0	0	0	0	10	0	146	0	0	0	37	102
LT934125.1	+	71131	71544	71131	71544	NOV_TX_429	540	0	0	0	0	88	105	0	0	0	7	5	0	86	0	0	0	6	13	26	658	0	0	6	155	230
LT934125.1	+	71249	71544	71249	71544	NOV_TX_431	252	0	0	0	0	31	0	0	0	0	0	0	0	180	0	0	0	10	19	0	171	0	0	8	54	0
LT934125.1	+	71325	71544	71325	71544	NOV_TX_434	320	0	0	0	0	62	57	0	0	0	6	0	0	283	0	0	0	8	33	56	309	0	6	0	66	168
LT934125.1	+	71399	71544	71399	71544	NOV_TX_436	684	0	0	0	5	81	31	0	0	0	0	0	0	692	0	0	0	0	0	0	0	0	6	0	64	177
LT934125.1	+	74400	75645	74400	75645	NOV_TX_440	59	0	0	0	0	17	0	0	0	0	0	0	0	19	0	0	0	0	20	0	99	0	0	0	0	34
LT934125.1	+	74400	79996	74400	79996	NOV_TX_441	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
LT934125.1	+	74462	75645	74462	75645	NOV_TX_442	0	0	0	0	0	0	57	0	0	0	5	0	0	0	0	0	0	0	0	0	212	0	0	0	73	0
LT934125.1	+	74510	75645	74510	75645	NOV_TX_444	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
LT934125.1	+	74717	75645	74717	75645	NOV_TX_445	42	0	0	0	0	12	27	0	0	0	0	6	0	0	0	0	0	5	13	13	71	0	0	9	43	30
LT934125.1	+	75067	75645	75067	75645	NOV_TX_446	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	5	0	65
LT934125.1	+	75139	75645	75139	75645	NOV_TX_447	35	0	0	0	0	0	47	0	0	0	21	0	0	71	0	0	0	12	22	18	153	0	0	10	43	59
LT934125.1	+	75201	75645	75201	75645	NOV_TX_448	0	0	0	0	6	20	0	0	0	0	7	19	0	0	0	0	0	0	0	28	0	0	0	24	62	69
LT934125.1	+	75262	75645	75262	75645	NOV_TX_449	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	21	19	172	0	0	0	0	69
LT934125.1	+	75355	75645	75355	75645	NOV_TX_450	342	0	0	0	0	74	35	0	0	0	0	11	0	314	0	0	0	6	65	21	610	0	0	25	167	247
LT934125.1	+	75459	75645	75459	75645	NOV_TX_451	0	0	0	0	0	28	34	0	0	0	0	5	0	127	0	0	0	0	30	39	258	0	0	14	96	105
LT934125.1	+	78035	79996	78035	79996	NOV_TX_459	131	0	0	0	7	42	22	0	0	0	10	33	0	0	0	0	0	0	26	8	20	0	0	0	6	14
LT934125.1	+	78434	79996	78434	79996	NOV_TX_462	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	78607	79996	78607	79996	NOV_TX_463	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
LT934125.1	+	78717	79996	78717	79996	NOV_TX_465	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	10	12	0	0	0	0	0	0
LT934125.1	+	78825	79996	78825	79996	NOV_TX_467	22	0	0	0	0	6	19	0	0	0	0	0	0	10	0	0	0	0	7	0	18	0	0	0	6	9
LT934125.1	+	79008	79996	79008	79996	NOV_TX_468	45	0	0	0	0	17	30	0	0	0	0	7	0	0	0	0	0	0	6	11	0	0	0	0	10	17
LT934125.1	+	79143	79996	79143	79996	NOV_TX_469	0	0	0	0	0	6	28	0	0	0	0	6	0	14	0	0	0	0	6	0	29	0	0	0	0	21
LT934125.1	+	79252	79996	79252	79996	NOV_TX_470	56	0	0	0	0	18	37	0	0	0	0	0	0	0	0	0	0	0	9	0	38	0	0	0	20	41
LT934125.1	+	79315	79996	79315	79996	NOV_TX_472	174	0	0	0	0	0	91	0	0	0	15	52	0	0	0	0	0	0	0	10	115	0	0	18	0	137
LT934125.1	+	79444	79955	79444	79955	NOV_TX_473	19	0	0	0	0	7	25	0	0	0	0	0	0	37	0	0	0	0	6	9	79	0	0	5	19	49
LT934125.1	+	79517	79996	79517	79996	NOV_TX_474	198	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	10	24	47	282	0	0	25	100	164
LT934125.1	+	79630	79996	79630	79996	NOV_TX_476	256	0	0	0	8	38	108	0	0	0	7	17	0	167	0	0	0	6	28	48	322	0	0	22	52	197
LT934125.1	+	79789	79996	79789	79996	NOV_TX_478	339	0	0	0	0	104	120	0	0	0	0	0	0	347	0	0	0	14	88	116	334	0	0	0	175	279
LT934125.1	+	79857	79996	79857	79996	NOV_TX_480	0	0	0	0	0	71	43	0	0	0	0	0	0	185	0	0	0	0	0	58	0	0	0	35	64	171
LT934125.1	+	84929	86167	84929	86167	NOV_TX_490	0	0	0	0	0	5	24	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0
LT934125.1	+	85281	86167	85281	86167	NOV_TX_493	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	85463	86167	85463	86167	NOV_TX_494	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	6	0
LT934125.1	+	85557	86167	85557	86167	NOV_TX_495	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	+	85700	86167	85700	86167	NOV_TX_496	0	0	0	0	0	0	23	0	0	0	0	0	0	17	0	0	0	0	0	14	0	0	0	0	7	14
LT934125.1	+	85832	86167	85832	86167	NOV_TX_497	0	0	0	0	0	21	59	0	0	0	0	22	0	78	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	85996	86167	85996	86167	NOV_TX_498	62	0	0	0	0	18	0	0	0	0	0	0	0	53	0	0	0	0	14	25	0	0	0	15	32	42
LT934125.1	+	86053	86167	86053	86167	NOV_TX_499	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0
LT934125.1	+	89883	92059	89883	92059	NOV_TX_511	21	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	16
LT934125.1	+	90010	92059	90010	92059	NOV_TX_513	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	+	90381	92059	90381	92059	NOV_TX_519	20	0	0	0	0	6	19	0	0	0	0	0	0	9	0	0	0	0	5	0	14	0	0	0	0	13
LT934125.1	+	90718	92059	90718	92059	NOV_TX_521	11	0	0	0	0	0	16	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	+	91360	92059	91360	92059	NOV_TX_533	35	0	0	0	7	14	70	0	0	5	5	23	0	33	0	0	0	0	17	11	0	0	0	5	8	20
LT934125.1	+	91409	91559	91409	91559	NOV_TX_535	20	0	0	0	0	5	8	0	0	0	0	0	0	5	0	0	0	0	0	0	17	0	0	0	12	11
LT934125.1	+	91548	92059	91548	92059	NOV_TX_538	58	0	0	0	12	23	96	0	0	5	11	23	0	78	0	0	0	7	42	19	70	0	0	8	40	62
LT934125.1	+	91766	92059	91766	92059	NOV_TX_540	0	0	0	0	0	15	0	0	0	0	10	0	0	0	0	0	0	5	9	14	0	0	0	8	0	0
LT934125.1	+	91884	92059	91884	92059	NOV_TX_541	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	15	0
LT934125.1	+	107309	108830	107309	108830	NOV_TX_550	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	16	0	0	0	0	9
LT934125.1	+	107419	108830	107419	108830	NOV_TX_551	17	0	0	0	0	10	44	0	0	0	0	12	0	27	0	0	0	0	12	15	94	0	0	19	94	145
LT934125.1	+	107580	108830	107580	108830	NOV_TX_553	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
LT934125.1	+	107615	108830	107615	108830	NOV_TX_554	9	0	0	0	0	12	33	0	0	0	0	0	0	39	0	0	0	0	12	0	269	0	0	11	37	80
LT934125.1	+	107666	108830	107666	108830	NOV_TX_555	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	7	14
LT934125.1	+	107746	108830	107746	108830	NOV_TX_556	0	0	0	0	0	0	9	0	0	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	16	0
LT934125.1	+	107819	108830	107819	108830	NOV_TX_557	7	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	19	19
LT934125.1	+	107889	108830	107889	108830	NOV_TX_558	0	0	0	0	0	13	0	0	0	0	0	5	0	102	0	0	0	0	0	0	32	0	0	0	64	21
LT934125.1	+	107972	108830	107972	108830	NOV_TX_559	0	0	0	0	0	0	21	0	0	0	0	9	0	42	0	0	0	7	0	7	49	0	0	5	21	46
LT934125.1	+	108057	108830	108057	108830	NOV_TX_560	0	0	0	0	0	0	18	0	0	0	0	6	0	21	0	0	0	0	6	7	54	0	0	0	23	25
LT934125.1	+	108175	108830	108175	108830	NOV_TX_561	0	0	0	0	0	0	33	0	0	0	0	0	0	17	0	0	0	0	5	0	44	0	0	0	71	13
LT934125.1	+	108307	108830	108307	108830	NOV_TX_562	15	0	0	0	0	5	62	0	0	0	6	16	0	48	0	0	0	8	19	9	98	0	0	9	60	77
LT934125.1	+	108572	108830	108572	108830	NOV_TX_564	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	12	78	61
LT934125.1	+	108663	108830	108663	108830	NOV_TX_565	31	0	0	0	0	11	7	0	0	0	0	0	0	67	0	0	0	7	22	16	94	0	0	19	0	0
LT934125.1	+	114984	116628	114984	116628	NOV_TX_567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	11
LT934125.1	+	114984	116961	114984	116961	NOV_TX_566	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	15	0	0	12	20	42
LT934125.1	+	115472	116628	115472	116628	NOV_TX_569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	14	12
LT934125.1	+	115472	116961	115472	116961	NOV_TX_568	167	0	0	0	8	64	38	0	0	0	6	0	0	0	0	0	0	25	92	42	113	0	0	40	174	92
LT934125.1	+	115550	116961	115550	116961	NOV_TX_570	60	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	38	6	39	0	0	16	32	21
LT934125.1	+	115742	116628	115742	116628	NOV_TX_573	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	9
LT934125.1	+	115742	116961	115742	116961	NOV_TX_572	49	0	0	0	0	14	17	0	0	0	9	0	0	37	0	0	0	0	9	14	21	0	0	14	21	32
LT934125.1	+	115820	116628	115820	116628	NOV_TX_575	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	24	0	0	10	31	40
LT934125.1	+	115820	116961	115820	116961	NOV_TX_574	130	0	0	0	7	0	40	0	0	0	23	0	0	121	0	0	0	14	43	0	115	0	0	26	148	180
LT934125.1	+	115923	116628	115923	116628	NOV_TX_577	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	0	13	18
LT934125.1	+	115923	116961	115923	116961	NOV_TX_576	47	0	0	0	11	21	29	0	0	0	6	9	0	31	0	0	0	0	10	10	39	0	0	7	44	53
LT934125.1	+	116044	116628	116044	116628	NOV_TX_579	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	16	14	0	0	0	16	15
LT934125.1	+	116044	116961	116044	116961	NOV_TX_578	51	0	0	0	0	15	43	0	0	0	13	15	0	26	0	0	0	9	49	14	35	0	0	6	40	54
LT934125.1	+	116218	116628	116218	116628	NOV_TX_581	7	0	0	0	0	10	0	0	0	0	0	0	0	12	0	0	0	0	10	8	14	0	0	0	15	24
LT934125.1	+	116218	116961	116218	116961	NOV_TX_580	96	0	0	0	11	24	75	0	0	0	13	18	0	69	0	0	0	10	51	16	52	0	8	12	81	95
LT934125.1	+	116429	116628	116429	116628	NOV_TX_583	14	0	0	0	0	6	0	0	0	0	0	0	0	37	0	0	0	0	0	0	93	0	0	13	73	127
LT934125.1	+	116429	116961	116429	116961	NOV_TX_582	196	0	0	0	10	59	0	0	0	8	23	0	0	128	0	0	6	9	45	41	174	0	0	32	155	294
LT934125.1	+	116641	116961	116641	116961	NOV_TX_584	1616	0	0	0	19	489	905	0	0	15	294	445	0	924	6	17	6	14	155	274	1236	0	27	197	605	2031
LT934125.1	+	116776	116961	116776	116961	NOV_TX_585	1006	0	0	6	0	213	514	0	5	14	82	0	0	369	0	0	7	0	212	236	605	0	0	116	404	1013
LT934125.1	+	116834	116961	116834	116961	NOV_TX_586	0	0	0	0	26	0	0	0	0	0	16	0	0	0	0	0	0	0	170	179	359	0	0	113	540	672
LT934125.1	+	117607	120477	117607	120477	NOV_TX_588	45	0	0	0	0	0	54	0	0	0	6	16	0	22	0	0	0	0	6	10	165	0	0	0	11	47
LT934125.1	+	117901	120477	117901	120477	NOV_TX_593	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
LT934125.1	+	118041	120477	118041	120477	NOV_TX_594	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
LT934125.1	+	118186	120477	118186	120477	NOV_TX_596	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	+	118521	120477	118521	120477	NOV_TX_601	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	8	23
LT934125.1	+	118913	120477	118913	120477	NOV_TX_609	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	230	0
LT934125.1	+	118968	120477	118968	120477	NOV_TX_611	190	0	0	0	0	40	0	0	0	0	10	0	0	0	0	0	0	0	41	0	188	0	0	34	67	153
LT934125.1	+	119061	120477	119061	120477	NOV_TX_614	161	0	0	0	0	23	82	0	0	0	0	81	0	113	0	0	0	5	0	40	166	0	0	8	40	53
LT934125.1	+	119221	120477	119221	120477	NOV_TX_616	83	0	0	0	5	122	259	0	0	0	0	113	0	630	0	0	0	0	19	14	683	0	0	15	23	595
LT934125.1	+	119304	120477	119304	120477	NOV_TX_618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	21	57
LT934125.1	+	119344	120477	119344	120477	NOV_TX_619	0	0	0	0	0	0	0	0	0	0	0	19	0	81	0	0	0	0	0	0	132	0	0	10	42	0
