seqnames	strand	start	end	TSS	TES	NOV_TX_ID	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
LT934125.1	+	119382	120477	119382	120477	NOV_TX_620	0	0	0	0	0	28	0	0	0	0	13	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
LT934125.1	+	119436	120477	119436	120477	NOV_TX_621	143	0	0	0	5	17	64	0	0	0	11	39	0	154	0	0	0	0	35	43	141	0	0	22	63	0
LT934125.1	+	119484	120477	119484	120477	NOV_TX_623	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	49	0	0	0	0	0	103	81
LT934125.1	+	119564	120477	119564	120477	NOV_TX_624	340	0	0	0	21	69	167	0	0	0	18	50	0	339	0	0	6	10	78	114	459	0	0	11	128	395
LT934125.1	+	119632	120477	119632	120477	NOV_TX_626	111	0	0	0	0	25	57	0	0	0	8	38	0	62	0	0	0	0	27	0	0	0	0	5	57	110
LT934125.1	+	119691	120477	119691	120477	NOV_TX_628	0	0	0	0	0	0	68	0	0	0	0	25	0	0	0	0	0	7	28	0	131	0	0	0	51	114
LT934125.1	+	119791	120477	119791	120477	NOV_TX_630	272	0	0	0	12	39	58	0	0	0	8	57	0	278	0	0	0	11	71	72	500	0	10	35	156	368
LT934125.1	+	119870	120477	119870	120477	NOV_TX_632	290	0	0	0	0	62	80	0	0	0	11	73	0	240	0	0	0	12	0	0	221	0	5	31	117	423
LT934125.1	+	119942	120477	119942	120477	NOV_TX_635	566	0	0	0	0	100	389	0	0	24	77	134	0	793	0	9	0	41	203	198	937	0	0	80	367	801
LT934125.1	+	120081	120477	120081	120477	NOV_TX_638	169	0	0	0	5	26	130	0	0	0	0	136	0	231	0	0	0	14	50	64	334	0	0	28	133	219
LT934125.1	+	120211	120477	120211	120477	NOV_TX_640	0	0	0	0	0	0	187	0	0	0	23	46	0	0	0	0	0	0	0	0	0	0	7	35	0	0
LT934125.1	+	120256	120477	120256	120477	NOV_TX_643	603	0	0	7	10	0	0	0	0	0	0	0	0	800	0	0	0	17	118	147	1014	0	10	27	522	822
LT934125.1	+	120327	120477	120327	120477	NOV_TX_645	733	0	0	0	24	166	117	0	0	0	0	45	0	789	0	0	9	50	160	213	626	0	14	0	377	807
LT934125.1	+	120555	125230	120555	125230	NOV_TX_649	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6
LT934125.1	+	120934	122915	120934	122915	NOV_TX_652	18	0	0	0	0	6	11	0	0	0	0	6	0	9	0	0	0	0	5	0	18	0	0	0	9	13
LT934125.1	+	121270	122915	121270	122915	NOV_TX_660	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	8
LT934125.1	+	121715	122915	121715	122915	NOV_TX_669	73	0	0	0	0	6	26	0	0	0	6	10	0	0	0	0	0	0	6	6	89	0	0	5	0	63
LT934125.1	+	121836	122915	121836	122915	NOV_TX_674	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0
LT934125.1	+	121901	122915	121901	122915	NOV_TX_676	54	0	0	0	0	8	36	0	0	0	9	20	0	45	0	0	0	10	9	21	197	0	0	9	30	137
LT934125.1	+	122014	122915	122014	122915	NOV_TX_679	0	0	0	0	0	9	89	0	0	0	0	0	0	0	0	0	0	0	9	7	88	0	0	8	33	17
LT934125.1	+	122119	122915	122119	122915	NOV_TX_680	27	0	0	0	0	0	20	0	0	0	9	11	0	0	0	0	0	0	6	9	39	0	0	0	17	24
LT934125.1	+	122189	122915	122189	122915	NOV_TX_683	20	0	0	0	0	6	12	0	0	0	0	0	0	18	0	0	0	0	10	8	0	0	0	0	0	0
LT934125.1	+	122289	122915	122289	122915	NOV_TX_685	0	0	0	0	0	64	36	0	0	0	41	16	0	425	0	0	0	29	115	14	77	0	0	7	246	503
LT934125.1	+	122402	122915	122402	122915	NOV_TX_688	84	0	0	0	0	0	73	0	0	0	20	19	0	113	0	0	0	0	25	0	129	0	0	9	50	86
LT934125.1	+	122463	122915	122463	122915	NOV_TX_691	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	622	0	0	49	201	0
LT934125.1	+	122518	122915	122518	122915	NOV_TX_694	61	0	0	0	0	21	28	0	0	0	0	0	0	100	0	0	0	7	0	18	90	0	0	0	74	95
LT934125.1	+	122644	122915	122644	122915	NOV_TX_697	55	0	0	0	5	8	70	0	0	0	0	34	0	104	0	0	0	6	37	45	86	0	0	14	22	67
LT934125.1	+	122922	125230	122922	125230	NOV_TX_700	10	0	0	0	0	0	13	0	0	0	0	7	0	6	0	0	0	0	0	0	10	0	0	0	12	37
LT934125.1	+	122922	126151	122922	126151	NOV_TX_701	10	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	5
LT934125.1	+	123048	125230	123048	125230	NOV_TX_703	39	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123048	126151	123048	126151	NOV_TX_702	46	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123606	125230	123606	125230	NOV_TX_714	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	10
LT934125.1	+	123606	126151	123606	126151	NOV_TX_715	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
LT934125.1	+	123768	125230	123768	125230	NOV_TX_719	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	6	8
LT934125.1	+	123768	126151	123768	126151	NOV_TX_718	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123824	125230	123824	125230	NOV_TX_720	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
LT934125.1	+	123824	126151	123824	126151	NOV_TX_721	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123923	125230	123923	125230	NOV_TX_724	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0
LT934125.1	+	124027	125230	124027	125230	NOV_TX_727	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	+	124093	125230	124093	125230	NOV_TX_728	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6
LT934125.1	+	124304	125230	124304	125230	NOV_TX_731	41	0	0	0	10	72	30	0	0	0	0	15	0	33	0	0	5	0	12	50	43	0	0	33	137	389
LT934125.1	+	124304	126151	124304	126151	NOV_TX_730	22	0	0	0	0	13	11	0	0	0	0	9	0	0	0	0	0	0	5	0	5	0	0	0	8	18
LT934125.1	+	124540	125230	124540	125230	NOV_TX_732	61	0	0	0	0	17	51	0	0	0	33	9	0	62	0	0	0	0	20	13	389	0	0	92	278	502
LT934125.1	+	124540	126151	124540	126151	NOV_TX_733	28	0	0	0	0	0	13	0	0	0	6	0	0	18	0	0	0	0	0	0	79	0	0	0	43	32
LT934125.1	+	124677	125230	124677	125230	NOV_TX_734	16	0	0	0	0	8	25	0	0	0	0	5	0	18	0	0	0	0	0	0	24	0	0	0	0	37
LT934125.1	+	124677	126151	124677	126151	NOV_TX_735	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9
LT934125.1	+	124826	125230	124826	125230	NOV_TX_736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	14	0	0
LT934125.1	+	124872	125230	124872	125230	NOV_TX_739	0	0	0	0	0	0	49	0	0	0	0	0	0	35	0	0	0	0	7	0	153	0	0	0	44	151
LT934125.1	+	124872	126151	124872	126151	NOV_TX_738	0	0	0	0	0	0	17	0	0	0	0	0	0	22	0	0	0	0	0	0	94	0	0	0	16	29
LT934125.1	+	124989	125230	124989	125230	NOV_TX_741	229	0	0	0	0	53	25	0	0	0	0	0	0	65	0	0	0	0	55	18	95	0	0	0	34	126
LT934125.1	+	124989	126151	124989	126151	NOV_TX_740	465	0	0	0	14	87	42	0	0	0	0	7	0	41	0	0	0	0	41	0	37	0	0	0	14	13
LT934125.1	+	125105	125230	125105	125230	NOV_TX_743	176	0	0	0	7	51	0	0	0	0	0	6	0	297	0	0	0	0	0	55	298	0	0	0	141	417
LT934125.1	+	125105	126151	125105	126151	NOV_TX_742	247	0	0	0	8	39	0	0	0	0	0	54	0	224	0	0	0	0	0	44	265	0	0	0	63	127
LT934125.1	+	125144	125230	125144	125230	NOV_TX_744	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
LT934125.1	+	125144	126151	125144	126151	NOV_TX_745	0	0	0	0	0	0	30	0	0	0	12	0	0	0	0	0	0	0	10	0	143	0	0	0	0	0
LT934125.1	+	125269	126151	125269	126151	NOV_TX_747	0	0	0	0	0	0	190	0	0	0	0	0	0	219	0	0	0	0	0	59	0	0	0	0	0	0
LT934125.1	+	125317	126151	125317	126151	NOV_TX_748	655	0	0	0	0	0	135	0	0	0	8	44	0	0	0	0	0	0	46	0	0	0	0	0	68	130
LT934125.1	+	125373	126151	125373	126151	NOV_TX_749	327	0	0	0	0	68	218	0	0	0	55	0	0	312	0	0	0	0	63	0	316	0	0	41	113	137
LT934125.1	+	125430	126151	125430	126151	NOV_TX_751	0	0	0	0	0	0	0	0	0	0	15	0	0	64	0	0	0	0	14	13	0	0	0	0	0	35
LT934125.1	+	125488	126151	125488	126151	NOV_TX_752	103	0	0	0	0	0	91	0	0	0	0	25	0	114	0	0	0	0	13	23	105	0	0	5	12	41
LT934125.1	+	125729	126151	125729	126151	NOV_TX_753	250	0	0	0	14	38	240	0	0	0	41	29	0	116	0	0	0	0	22	37	284	0	0	14	61	191
LT934125.1	+	125980	126151	125980	126151	NOV_TX_754	580	0	0	0	28	137	0	0	0	0	35	0	0	353	0	0	5	26	0	73	499	0	0	53	168	297
LT934125.1	+	126040	126151	126040	126151	NOV_TX_755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	94	0	0	0	0	0	0
LT934125.1	+	136348	141356	136348	141356	NOV_TX_757	19	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12	27
LT934125.1	+	139982	141356	139982	141356	NOV_TX_774	11	0	0	0	0	0	16	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	10	12
LT934125.1	+	140103	141356	140103	141356	NOV_TX_775	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	140324	141356	140324	141356	NOV_TX_777	0	0	0	0	0	6	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15	0
LT934125.1	+	140619	141356	140619	141356	NOV_TX_780	0	0	0	0	0	6	44	0	0	0	0	0	0	0	0	0	0	0	6	15	0	0	0	0	30	0
LT934125.1	+	140746	141356	140746	141356	NOV_TX_781	0	0	0	0	0	17	55	0	0	7	11	7	0	0	0	0	0	6	11	0	0	23	0	0	125	168
LT934125.1	+	140873	141356	140873	141356	NOV_TX_782	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0
LT934125.1	+	140944	141356	140944	141356	NOV_TX_783	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	0	0	0
LT934125.1	+	141092	141356	141092	141356	NOV_TX_784	79	0	0	0	0	39	24	0	0	0	15	5	0	115	0	0	0	7	27	7	0	7	11	14	96	72
LT934125.1	-	2778	2933	2933	2778	NOV_TX_785	88	0	0	0	16	21	21	0	0	0	0	0	0	297	0	0	0	30	25	44	0	0	6	38	117	319
LT934125.1	-	2778	3034	3034	2778	NOV_TX_786	0	0	0	0	0	13	15	0	0	0	0	0	0	31	0	0	0	0	9	21	0	0	10	27	41	45
LT934125.1	-	2778	3251	3251	2778	NOV_TX_787	32	0	0	0	0	17	87	0	0	0	0	50	0	32	0	0	0	0	13	11	40	0	5	0	25	40
LT934125.1	-	2778	3442	3442	2778	NOV_TX_788	25	0	0	0	0	9	8	0	0	0	0	7	0	29	0	0	0	0	0	12	22	0	0	11	18	30
LT934125.1	-	2778	3671	3671	2778	NOV_TX_790	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	13	0
LT934125.1	-	2778	3732	3732	2778	NOV_TX_791	0	0	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	2778	3810	3810	2778	NOV_TX_792	18	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	13	0
LT934125.1	-	2778	4447	4447	2778	NOV_TX_797	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	-	8487	8657	8657	8487	NOV_TX_807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	11	0	0	0
LT934125.1	-	8487	8770	8770	8487	NOV_TX_808	0	0	0	0	0	15	19	0	0	0	5	8	0	0	0	0	0	0	0	8	0	0	0	0	12	0
LT934125.1	-	8487	8943	8943	8487	NOV_TX_810	0	0	0	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7	0	0
LT934125.1	-	8487	8997	8997	8487	NOV_TX_811	0	0	0	0	0	0	43	0	0	0	9	12	0	25	0	0	0	8	19	12	20	0	0	7	16	16
LT934125.1	-	8487	9058	9058	8487	NOV_TX_812	51	0	0	0	0	18	39	0	0	9	11	12	0	51	0	0	0	6	22	18	62	0	0	0	29	37
LT934125.1	-	8487	9145	9145	8487	NOV_TX_814	0	0	0	0	10	8	17	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	30	0	0
LT934125.1	-	8487	9214	9214	8487	NOV_TX_815	27	0	0	0	0	9	48	0	0	0	5	18	0	57	0	0	0	0	24	13	169	0	0	13	24	37
LT934125.1	-	8487	9264	9264	8487	NOV_TX_816	0	0	0	0	0	18	19	0	0	0	0	15	0	0	0	0	0	0	5	0	0	0	0	0	0	0
LT934125.1	-	8487	9350	9350	8487	NOV_TX_817	0	0	0	0	0	8	5	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	5	7	0
LT934125.1	-	8487	9427	9427	8487	NOV_TX_818	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0
LT934125.1	-	8487	9590	9590	8487	NOV_TX_819	9	0	0	0	0	9	7	0	0	0	0	5	0	0	0	0	0	0	7	0	33	0	0	0	0	11
LT934125.1	-	16583	16858	16858	16583	NOV_TX_824	148	0	0	0	13	52	134	0	0	0	0	10	0	295	0	0	0	10	29	33	355	0	0	24	67	137
LT934125.1	-	16583	17110	17110	16583	NOV_TX_825	90	0	0	0	0	9	252	0	0	0	5	16	0	110	0	0	0	5	0	27	141	0	0	0	33	81
LT934125.1	-	16583	17328	17328	16583	NOV_TX_826	210	0	0	0	11	42	130	0	0	5	11	28	0	212	0	0	0	13	30	50	299	0	0	16	94	223
LT934125.1	-	16583	17464	17464	16583	NOV_TX_827	97	0	0	0	0	15	68	0	0	0	6	15	0	71	0	0	0	7	15	14	146	0	0	5	28	88
LT934125.1	-	16583	17555	17555	16583	NOV_TX_828	46	0	0	0	0	9	25	0	0	0	0	0	0	54	0	0	0	0	0	24	43	0	0	0	23	69
LT934125.1	-	16583	17625	17625	16583	NOV_TX_829	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	26	118	0	0	0	0	52
LT934125.1	-	16583	17670	17670	16583	NOV_TX_830	49	0	0	0	0	0	19	0	0	0	0	6	0	48	0	0	0	0	6	6	70	0	0	0	0	56
LT934125.1	-	16583	17751	17751	16583	NOV_TX_831	58	0	0	0	0	18	61	0	0	0	0	8	0	57	0	0	0	0	22	22	113	0	0	0	21	70
LT934125.1	-	16583	17871	17871	16583	NOV_TX_832	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	28
LT934125.1	-	16583	17981	17981	16583	NOV_TX_833	41	0	0	0	7	6	30	0	0	0	0	0	0	29	0	0	0	0	0	7	46	0	0	0	7	29
LT934125.1	-	16583	18086	18086	16583	NOV_TX_834	44	0	0	0	0	5	15	0	0	0	0	0	0	23	0	0	0	0	8	12	86	0	0	6	16	39
LT934125.1	-	16583	18214	18214	16583	NOV_TX_835	31	0	0	0	0	0	9	0	0	0	0	0	0	14	0	0	0	0	5	0	0	0	0	0	6	17
LT934125.1	-	16583	18270	18270	16583	NOV_TX_836	48	0	0	0	0	9	16	0	0	0	0	7	0	0	0	0	0	0	0	0	77	0	0	0	13	0
LT934125.1	-	16583	18391	18391	16583	NOV_TX_837	39	0	0	0	0	0	8	0	0	0	0	0	0	13	0	0	0	0	0	82	67	0	0	0	10	25
LT934125.1	-	16583	18541	18541	16583	NOV_TX_838	0	0	0	0	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	39
LT934125.1	-	16583	18676	18676	16583	NOV_TX_839	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	10
LT934125.1	-	16583	18779	18779	16583	NOV_TX_840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	7
LT934125.1	-	16583	18883	18883	16583	NOV_TX_842	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	102
LT934125.1	-	16583	18963	18963	16583	NOV_TX_843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	27
LT934125.1	-	16583	19344	19344	16583	NOV_TX_847	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
LT934125.1	-	16583	19473	19473	16583	NOV_TX_849	38	0	0	0	0	0	19	0	0	0	0	14	0	12	0	0	0	0	0	6	77	0	0	0	13	28
LT934125.1	-	16583	21472	21472	16583	NOV_TX_854	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
LT934125.1	-	18583	19473	19473	18583	NOV_TX_850	8	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	28	0	0	0	0	15
LT934125.1	-	21477	21599	21599	21477	NOV_TX_855	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	18	0	87	0	0	0	109	216	417
LT934125.1	-	21477	21635	21635	21477	NOV_TX_856	1100	0	0	0	31	0	0	0	0	0	0	68	0	883	0	0	31	0	0	297	0	0	105	318	0	0
LT934125.1	-	21477	21709	21709	21477	NOV_TX_857	0	0	0	0	0	22	50	0	0	0	0	6	0	77	0	0	0	0	45	30	0	0	14	25	147	105
LT934125.1	-	21477	21924	21924	21477	NOV_TX_858	96	0	0	0	10	51	270	0	0	0	18	45	0	240	0	0	0	44	112	91	124	0	12	42	103	113
LT934125.1	-	21477	22045	22045	21477	NOV_TX_860	0	0	0	0	0	6	15	0	0	0	0	16	0	17	0	0	0	0	10	8	0	0	0	5	0	0
LT934125.1	-	21477	22176	22176	21477	NOV_TX_861	0	0	0	0	0	9	31	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	9	0	12	71
LT934125.1	-	21477	22270	22270	21477	NOV_TX_862	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0
LT934125.1	-	21477	22395	22395	21477	NOV_TX_863	60	0	0	0	9	13	31	0	0	0	0	5	0	14	0	0	0	0	16	13	49	0	6	6	29	26
LT934125.1	-	21477	22556	22556	21477	NOV_TX_865	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
LT934125.1	-	21477	22614	22614	21477	NOV_TX_866	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	23
LT934125.1	-	21477	25232	25232	21477	NOV_TX_881	22	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	13
LT934125.1	-	28429	28648	28648	28429	NOV_TX_886	78	0	0	0	8	55	80	0	0	0	0	6	0	191	0	0	0	8	6	186	135	0	21	18	84	162
LT934125.1	-	28429	28918	28918	28429	NOV_TX_887	125	0	0	0	6	23	27	0	0	0	0	12	0	114	0	0	0	0	31	61	133	0	0	14	46	54
LT934125.1	-	28429	29046	29046	28429	NOV_TX_889	77	0	0	0	0	26	58	0	0	0	0	11	0	141	0	0	0	6	16	23	138	0	0	10	42	92
LT934125.1	-	28429	29131	29131	28429	NOV_TX_890	46	0	0	0	11	0	34	0	0	0	0	10	0	0	0	0	0	0	9	32	69	0	0	0	33	44
LT934125.1	-	28429	29216	29216	28429	NOV_TX_891	35	0	0	0	0	9	21	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	5	0	0	0
LT934125.1	-	28429	29290	29290	28429	NOV_TX_892	103	0	0	0	13	24	39	0	0	0	0	10	0	107	0	0	0	0	21	43	171	0	0	19	49	112
LT934125.1	-	28429	29414	29414	28429	NOV_TX_893	0	0	0	0	0	0	631	0	0	17	55	0	0	1240	0	0	0	58	180	227	966	0	8	71	315	661
LT934125.1	-	28429	29507	29507	28429	NOV_TX_895	41	0	0	0	5	11	37	0	0	0	0	6	0	39	0	0	0	0	13	13	79	0	0	6	17	61
LT934125.1	-	28429	29570	29570	28429	NOV_TX_896	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	9
LT934125.1	-	28429	29662	29662	28429	NOV_TX_897	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	28429	29985	29985	28429	NOV_TX_900	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	-	28429	30877	30877	28429	NOV_TX_905	84	0	0	0	19	9	84	0	0	0	0	19	0	42	0	0	0	6	12	17	153	0	0	6	25	141
LT934125.1	-	32686	32842	32842	32686	NOV_TX_907	311	0	0	0	12	60	52	0	0	0	0	18	0	438	0	0	0	14	72	92	522	0	0	28	154	306
LT934125.1	-	32686	32935	32935	32686	NOV_TX_908	302	0	0	0	0	41	68	0	0	0	8	15	0	246	0	0	0	7	67	70	343	0	0	9	107	150
LT934125.1	-	32686	33035	33035	32686	NOV_TX_909	0	0	0	0	6	30	102	0	0	0	0	8	0	0	0	0	0	0	11	42	342	0	0	0	0	82
LT934125.1	-	32686	33300	33300	32686	NOV_TX_911	34	0	0	0	0	14	15	0	0	0	0	21	0	63	0	0	0	7	9	33	78	0	0	0	9	18
LT934125.1	-	32686	33412	33412	32686	NOV_TX_912	0	0	0	0	0	0	32	0	0	0	0	6	0	0	0	0	0	0	5	0	33	0	0	0	0	0
LT934125.1	-	32686	33612	33612	32686	NOV_TX_914	0	0	0	0	0	0	10	0	0	0	0	0	0	34	0	0	0	0	7	0	0	0	0	0	0	0
LT934125.1	-	32686	33827	33827	32686	NOV_TX_915	0	0	0	0	0	14	8	0	0	0	0	12	0	0	0	0	0	8	25	0	0	0	0	0	7	0
LT934125.1	-	32686	33942	33942	32686	NOV_TX_916	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
LT934125.1	-	32686	34080	34080	32686	NOV_TX_917	8	0	0	0	0	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	22	0	0	0	0	7
LT934125.1	-	42005	42211	42211	42005	NOV_TX_922	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
LT934125.1	-	42005	42407	42407	42005	NOV_TX_923	35	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	6	0	0
LT934125.1	-	42005	42522	42522	42005	NOV_TX_924	0	0	0	0	0	5	30	0	0	0	0	5	0	0	0	0	0	0	5	8	0	0	0	0	0	29
LT934125.1	-	42005	42629	42629	42005	NOV_TX_925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	15	0
LT934125.1	-	42005	42704	42704	42005	NOV_TX_926	0	0	0	0	0	6	51	0	0	0	0	8	0	0	0	0	0	0	16	31	0	0	0	0	0	0
LT934125.1	-	42005	42809	42809	42005	NOV_TX_927	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0
LT934125.1	-	42005	43351	43351	42005	NOV_TX_931	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	8	0
LT934125.1	-	42005	44756	44756	42005	NOV_TX_936	52	0	0	0	0	8	14	0	0	0	0	7	0	25	0	0	0	0	6	5	30	0	0	0	7	36
LT934125.1	-	50027	50176	50176	50027	NOV_TX_940	0	0	0	0	0	25	0	0	0	0	0	0	0	64	0	0	0	0	31	32	0	0	0	0	0	0
LT934125.1	-	50027	50259	50259	50027	NOV_TX_941	0	0	0	0	0	30	25	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	8	0	0
LT934125.1	-	50027	50360	50360	50027	NOV_TX_943	0	0	0	0	0	5	31	0	0	0	0	0	0	51	0	0	0	7	13	9	43	0	0	10	18	26
LT934125.1	-	50027	50412	50412	50027	NOV_TX_945	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
LT934125.1	-	50027	50508	50508	50027	NOV_TX_947	5	0	0	0	0	9	32	0	0	0	0	0	0	31	0	0	0	5	12	5	21	0	0	0	20	19
LT934125.1	-	50027	50614	50614	50027	NOV_TX_949	34	0	0	0	6	8	43	0	0	0	6	9	0	36	0	0	0	11	24	13	33	0	0	5	33	28
LT934125.1	-	50027	50720	50720	50027	NOV_TX_951	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
LT934125.1	-	50027	50841	50841	50027	NOV_TX_953	0	0	0	0	0	0	8	0	0	0	0	0	0	34	0	0	0	0	9	15	50	0	0	0	0	54
LT934125.1	-	50027	51010	51010	50027	NOV_TX_955	50	0	0	0	16	11	42	0	0	0	0	14	0	25	0	0	0	13	12	9	30	0	10	0	63	31
LT934125.1	-	50027	51094	51094	50027	NOV_TX_957	54	0	0	0	14	18	78	0	0	0	7	21	0	51	0	0	0	0	28	19	134	0	0	32	0	86
LT934125.1	-	50027	51147	51147	50027	NOV_TX_959	373	13	13	12	77	181	420	0	0	9	31	91	0	268	10	13	10	47	170	148	1163	0	15	95	625	1257
LT934125.1	-	50027	53553	53553	50027	NOV_TX_969	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
