seqnames,strand,transcript_id,start,end,prime5,prime3,exon_number,exon_count,start.transcript,end.transcript
LT934125.1,+,42156,78831,79993,78831,79993,1,1,78831,79993
LT934125.1,+,42158,13306,16209,13306,16209,1,1,13306,16209
LT934125.1,+,42159,84659,86167,84659,86167,1,1,84659,86167
LT934125.1,+,42160,1008,2271,1008,2271,1,1,1008,2271
LT934125.1,+,42162,30827,32415,30827,32415,1,1,30827,32415
LT934125.1,+,42163,66220,70521,66220,70521,1,1,66220,70521
LT934125.1,+,42164,53177,53604,53177,53604,1,1,53177,53604
LT934125.1,+,42166,14549,16212,14549,16212,1,1,14549,16212
LT934125.1,+,42167,15553,16210,15553,16210,1,1,15553,16210
LT934125.1,+,42168,53983,55161,53983,55161,1,1,53983,55161
LT934125.1,+,42169,120297,120477,120297,120477,1,1,120297,120477
LT934125.1,+,42170,9884,10426,9884,10426,1,1,9884,10426
LT934125.1,+,42171,32280,32404,32280,32404,1,1,32280,32404
LT934125.1,+,42172,121915,122916,121915,122916,1,1,121915,122916
LT934125.1,+,42173,52808,53604,52808,53604,1,1,52808,53604
LT934125.1,+,42174,16004,16224,16004,16224,1,1,16004,16224
LT934125.1,+,42176,122465,122909,122465,122909,1,1,122465,122909
LT934125.1,+,42177,118981,120477,118981,120477,1,1,118981,120477
LT934125.1,+,42178,49174,49637,49174,49637,1,1,49174,49637
LT934125.1,+,42179,70528,71531,70528,71531,1,1,70528,71531
LT934125.1,+,4218,79455,79997,79455,79997,1,1,79455,79997
LT934125.1,+,42180,61847,62338,61847,62338,1,1,61847,62338
LT934125.1,+,42181,59235,62340,59235,62340,1,1,59235,62340
LT934125.1,+,42182,125929,126151,125929,126151,1,1,125929,126151
LT934125.1,+,42183,124209,125230,124209,125230,1,1,124209,125230
LT934125.1,+,42184,119014,120477,119014,120477,1,1,119014,120477
LT934125.1,+,42185,70546,71540,70546,71540,1,1,70546,71540
LT934125.1,+,42189,16090,16211,16090,16211,1,1,16090,16211
LT934125.1,+,4219,79465,79991,79465,79991,1,1,79465,79991
LT934125.1,+,42190,120564,122916,120564,122916,1,1,120564,122916
LT934125.1,+,42192,9283,10402,9283,10402,1,1,9283,10402
LT934125.1,+,42195,51252,52431,51252,52431,1,1,51252,52431
LT934125.1,+,42196,120041,120477,120041,120477,1,1,120041,120477
LT934125.1,+,42197,122086,122893,122086,122893,1,1,122086,122893
LT934125.1,+,42198,52695,53594,52695,53594,1,1,52695,53594
LT934125.1,+,42199,15463,16211,15463,16211,1,1,15463,16211
LT934125.1,+,422,9126,10426,9126,10426,1,1,9126,10426
LT934125.1,+,4220,51801,52435,51801,52435,1,1,51801,52435
LT934125.1,+,42200,122697,122908,122697,122908,1,1,122697,122908
LT934125.1,+,42204,119789,120477,119789,120477,1,1,119789,120477
LT934125.1,+,42205,15126,16224,15126,16224,1,1,15126,16224
LT934125.1,+,42206,15225,16209,15225,16209,1,1,15225,16209
LT934125.1,+,4221,51348,52437,51348,52437,1,1,51348,52437
LT934125.1,+,42210,31308,32415,31308,32415,1,1,31308,32415
LT934125.1,+,42211,123696,126151,123696,126151,1,1,123696,126151
LT934125.1,+,42213,73417,75652,73417,75652,1,1,73417,75652
LT934125.1,+,42214,121486,122912,121486,122912,1,1,121486,122912
LT934125.1,+,42215,9987,10429,9987,10429,1,1,9987,10429
LT934125.1,+,42217,15942,16218,15942,16218,1,1,15942,16218
LT934125.1,+,42218,54229,55161,54229,55161,1,1,54229,55161
LT934125.1,+,42220,76948,79996,76948,79996,1,1,76948,79996
LT934125.1,+,42224,48400,49586,48400,49586,1,1,48400,49586
LT934125.1,+,42225,31296,32415,31296,32415,1,1,31296,32415
LT934125.1,+,42226,53658,55219,53658,55219,1,1,53658,55219
LT934125.1,+,42227,69345,70506,69345,70506,1,1,69345,70506
LT934125.1,+,42228,74857,75651,74857,75651,1,1,74857,75651
LT934125.1,+,42229,9537,10426,9537,10426,1,1,9537,10426
LT934125.1,+,4223,32060,32392,32060,32392,1,1,32060,32392
LT934125.1,+,42230,48762,49630,48762,49630,1,1,48762,49630
LT934125.1,+,42231,27663,28632,27663,28632,1,1,27663,28632
LT934125.1,+,42232,8620,10426,8620,10426,1,1,8620,10426
LT934125.1,+,42233,8347,8523,8347,8523,1,1,8347,8523
LT934125.1,+,42235,61219,62334,61219,62334,1,1,61219,62334
LT934125.1,+,42237,119233,120463,119233,120463,1,1,119233,120463
LT934125.1,+,42238,121793,122916,121793,122916,1,1,121793,122916
LT934125.1,+,42241,51815,52439,51815,52439,1,1,51815,52439
LT934125.1,+,42243,122220,122915,122220,122915,1,1,122220,122915
LT934125.1,+,42244,51650,52437,51650,52437,1,1,51650,52437
LT934125.1,+,42245,78304,79996,78304,79996,1,1,78304,79996
LT934125.1,+,42246,1237,2273,1237,2273,1,1,1237,2273
LT934125.1,+,42247,79604,79996,79604,79996,1,1,79604,79996
LT934125.1,+,42248,27774,28632,27774,28632,1,1,27774,28632
LT934125.1,+,42249,49159,49596,49159,49596,1,1,49159,49596
LT934125.1,+,42250,54236,55161,54236,55161,1,1,54236,55161
LT934125.1,+,42252,51247,55271,51247,55271,1,1,51247,55271
LT934125.1,+,42254,74647,75650,74647,75650,1,1,74647,75650
LT934125.1,+,42255,79696,79996,79696,79996,1,1,79696,79996
LT934125.1,+,42256,53758,55161,53758,55161,1,1,53758,55161
LT934125.1,+,42257,51160,52434,51160,52434,1,1,51160,52434
LT934125.1,+,42258,74985,75651,74985,75651,1,1,74985,75651
LT934125.1,+,42262,123393,125230,123393,125230,1,1,123393,125230
LT934125.1,+,42263,66730,70521,66730,70521,1,1,66730,70521
LT934125.1,+,42264,52658,53604,52658,53604,1,1,52658,53604
LT934125.1,+,42266,15631,16212,15631,16212,1,1,15631,16212
LT934125.1,+,42267,61750,62338,61750,62338,1,1,61750,62338
LT934125.1,+,42269,118660,120477,118660,120477,1,1,118660,120477
LT934125.1,+,4227,15686,16226,15686,16226,1,1,15686,16226
LT934125.1,+,42270,15813,16220,15813,16220,1,1,15813,16220
LT934125.1,+,42271,15817,16210,15817,16210,1,1,15817,16210
LT934125.1,+,42275,70517,71544,70517,71544,1,1,70517,71544
LT934125.1,+,42276,124775,125091,124775,125091,1,1,124775,125091
LT934125.1,+,42277,69624,70510,69624,70510,1,1,69624,70510
LT934125.1,+,42278,68837,71531,68837,71531,1,1,68837,71531
LT934125.1,+,42279,70272,70521,70272,70521,1,1,70272,70521
LT934125.1,+,4228,119939,120477,119939,120477,1,1,119939,120477
LT934125.1,+,42280,61797,62338,61797,62338,1,1,61797,62338
LT934125.1,+,42281,79550,79993,79550,79993,1,1,79550,79993
LT934125.1,+,42283,118876,119967,118876,119967,1,1,118876,119967
LT934125.1,+,42284,68387,70521,68387,70521,1,1,68387,70521
LT934125.1,+,42286,75202,75651,75202,75651,1,1,75202,75651
LT934125.1,+,42287,74422,75648,74422,75648,1,1,74422,75648
LT934125.1,+,42288,46567,49647,46567,49647,1,1,46567,49647
LT934125.1,+,42289,45522,46017,45522,46017,1,1,45522,46017
LT934125.1,+,42290,70253,70521,70253,70521,1,1,70253,70521
LT934125.1,+,42291,15412,16210,15412,16210,1,1,15412,16210
LT934125.1,+,42293,53170,55161,53170,55161,1,1,53170,55161
LT934125.1,+,42299,51805,52439,51805,52439,1,1,51805,52439
LT934125.1,+,423,15580,16224,15580,16224,1,1,15580,16224
LT934125.1,+,42300,44825,46039,44825,46039,1,1,44825,46039
LT934125.1,+,42301,9706,9714,9706,9714,1,2,9706,10426
LT934125.1,+,42301,10127,10426,10127,10426,2,2,9706,10426
LT934125.1,+,42302,32115,32405,32115,32405,1,1,32115,32405
LT934125.1,+,42303,15753,16210,15753,16210,1,1,15753,16210
LT934125.1,+,42305,44822,45998,44822,45998,1,1,44822,45998
LT934125.1,+,42306,15879,16212,15879,16212,1,1,15879,16212
LT934125.1,+,42307,71281,71530,71281,71530,1,1,71281,71530
LT934125.1,+,42308,45635,46038,45635,46038,1,1,45635,46038
LT934125.1,+,42311,14039,16212,14039,16212,1,1,14039,16212
LT934125.1,+,42312,53378,55161,53378,55161,1,1,53378,55161
LT934125.1,+,42313,61373,62340,61373,62340,1,1,61373,62340
LT934125.1,+,42314,47613,49647,47613,49647,1,1,47613,49647
LT934125.1,+,42316,54966,55161,54966,55161,1,1,54966,55161
LT934125.1,+,42318,121984,122912,121984,122912,1,1,121984,122912
LT934125.1,+,42319,74685,75650,74685,75650,1,1,74685,75650
LT934125.1,+,4232,70549,71544,70549,71544,1,1,70549,71544
LT934125.1,+,42322,69764,70521,69764,70521,1,1,69764,70521
LT934125.1,+,42323,119533,120464,119533,120464,1,1,119533,120464
LT934125.1,+,42325,71057,71537,71057,71537,1,1,71057,71537
LT934125.1,+,4233,31983,32415,31983,32415,1,1,31983,32415
LT934125.1,+,42334,71205,71503,71205,71503,1,1,71205,71503
LT934125.1,+,42335,59918,60240,59918,60240,1,1,59918,60240
LT934125.1,+,42337,52831,53594,52831,53594,1,1,52831,53594
LT934125.1,+,42338,54842,55155,54842,55155,1,1,54842,55155
LT934125.1,+,4234,48434,49518,48434,49518,1,1,48434,49518
LT934125.1,+,42340,44825,46005,44825,46005,1,1,44825,46005
LT934125.1,+,42342,122383,122908,122383,122908,1,1,122383,122908
LT934125.1,+,42343,119839,120474,119839,120474,1,1,119839,120474
LT934125.1,+,42344,47191,49636,47191,49636,1,1,47191,49636
LT934125.1,+,42348,31110,32396,31110,32396,1,1,31110,32396
LT934125.1,+,42349,31910,32415,31910,32415,1,1,31910,32415
LT934125.1,+,4235,70557,71541,70557,71541,1,1,70557,71541
LT934125.1,+,42350,124186,125230,124186,125230,1,1,124186,125230
LT934125.1,+,42351,9660,10424,9660,10424,1,1,9660,10424
LT934125.1,+,42352,32079,32393,32079,32393,1,1,32079,32393
LT934125.1,+,42355,71176,71530,71176,71530,1,1,71176,71530
LT934125.1,+,42356,79372,79996,79372,79996,1,1,79372,79996
LT934125.1,+,42358,32301,32415,32301,32415,1,1,32301,32415
LT934125.1,+,4236,71247,71541,71247,71541,1,1,71247,71541
LT934125.1,+,42361,122136,122915,122136,122915,1,1,122136,122915
LT934125.1,+,42362,69853,70443,69853,70443,1,1,69853,70443
LT934125.1,+,42365,70462,71535,70462,71535,1,1,70462,71535
LT934125.1,+,42366,69333,70521,69333,70521,1,1,69333,70521
LT934125.1,+,42367,10192,10424,10192,10424,1,1,10192,10424
LT934125.1,+,42369,123159,125222,123159,125222,1,1,123159,125222
LT934125.1,+,42374,120812,122915,120812,122915,1,1,120812,122915
LT934125.1,+,42377,125766,126148,125766,126148,1,1,125766,126148
LT934125.1,+,42378,70597,71530,70597,71530,1,1,70597,71530
LT934125.1,+,42380,51135,52437,51135,52437,1,1,51135,52437
LT934125.1,+,42382,66836,70510,66836,70510,1,1,66836,70510
LT934125.1,+,42383,60092,60251,60092,60251,1,1,60092,60251
LT934125.1,+,42384,28167,28632,28167,28632,1,1,28167,28632
LT934125.1,+,42386,15497,16210,15497,16210,1,1,15497,16210
LT934125.1,+,42387,69749,70513,69749,70513,1,1,69749,70513
LT934125.1,+,42388,85733,86151,85733,86151,1,1,85733,86151
LT934125.1,+,42389,47609,49647,47609,49647,1,1,47609,49647
LT934125.1,+,4239,45558,46038,45558,46038,1,1,45558,46038
LT934125.1,+,42390,124841,125230,124841,125230,1,1,124841,125230
LT934125.1,+,42391,119709,120474,119709,120474,1,1,119709,120474
LT934125.1,+,42392,124488,125230,124488,125230,1,1,124488,125230
LT934125.1,+,42394,123888,126151,123888,126151,1,1,123888,126151
LT934125.1,+,42395,53180,53594,53180,53594,1,1,53180,53594
LT934125.1,+,42396,117789,120477,117789,120477,1,1,117789,120477
LT934125.1,+,42397,118572,120477,118572,120477,1,1,118572,120477
LT934125.1,+,42398,45435,45946,45435,45946,1,1,45435,45946
LT934125.1,+,42399,52709,53598,52709,53598,1,1,52709,53598
LT934125.1,+,42402,10112,10429,10112,10429,1,1,10112,10429
LT934125.1,+,42404,61151,62332,61151,62332,1,1,61151,62332
LT934125.1,+,42405,124628,125230,124628,125230,1,1,124628,125230
LT934125.1,+,42406,71148,71446,71148,71446,1,1,71148,71446
LT934125.1,+,42407,122527,122916,122527,122916,1,1,122527,122916
LT934125.1,+,42408,124229,125233,124229,125233,1,1,124229,125233
LT934125.1,+,4241,53925,55161,53925,55161,1,1,53925,55161
LT934125.1,+,42410,32077,32389,32077,32389,1,1,32077,32389
LT934125.1,+,42411,53584,55161,53584,55161,1,1,53584,55161
LT934125.1,+,42412,120327,120477,120327,120477,1,1,120327,120477
LT934125.1,+,42413,1110,2273,1110,2273,1,1,1110,2273
LT934125.1,+,42416,124309,125230,124309,125230,1,1,124309,125230
LT934125.1,+,42417,51253,52434,51253,52434,1,1,51253,52434
LT934125.1,+,42418,7822,8526,7822,8526,1,1,7822,8526
LT934125.1,+,42419,14066,16217,14066,16217,1,1,14066,16217
LT934125.1,+,4242,122102,122912,122102,122912,1,1,122102,122912
LT934125.1,+,42420,9817,10424,9817,10424,1,1,9817,10424
LT934125.1,+,42423,70871,71530,70871,71530,1,1,70871,71530
LT934125.1,+,42424,45634,46025,45634,46025,1,1,45634,46025
LT934125.1,+,42425,48532,49647,48532,49647,1,1,48532,49647
LT934125.1,+,42426,67347,70521,67347,70521,1,1,67347,70521
LT934125.1,+,42427,70537,71530,70537,71530,1,1,70537,71530
LT934125.1,+,42433,51732,51928,51732,51928,1,2,51732,52435
LT934125.1,+,42433,52387,52435,52387,52435,2,2,51732,52435
LT934125.1,+,42434,75239,75650,75239,75650,1,1,75239,75650
LT934125.1,+,42436,62111,62340,62111,62340,1,1,62111,62340
LT934125.1,+,42437,47583,49561,47583,49561,1,1,47583,49561
LT934125.1,+,42438,78901,79996,78901,79996,1,1,78901,79996
LT934125.1,+,42439,1085,2275,1085,2275,1,1,1085,2275
LT934125.1,+,4244,51297,53487,51297,53487,1,1,51297,53487
LT934125.1,+,42440,45086,46007,45086,46007,1,1,45086,46007
LT934125.1,+,42441,10087,10420,10087,10420,1,1,10087,10420
LT934125.1,+,42443,69796,70521,69796,70521,1,1,69796,70521
LT934125.1,+,42445,69827,70419,69827,70419,1,1,69827,70419
LT934125.1,+,42446,59081,60248,59081,60248,1,1,59081,60248
LT934125.1,+,42447,54448,55161,54448,55161,1,1,54448,55161
LT934125.1,+,42449,121365,122912,121365,122912,1,1,121365,122912
LT934125.1,+,4245,68866,70521,68866,70521,1,1,68866,70521
LT934125.1,+,42450,9824,10426,9824,10426,1,1,9824,10426
LT934125.1,+,42452,61335,62340,61335,62340,1,1,61335,62340
LT934125.1,+,42453,70473,71544,70473,71544,1,1,70473,71544
LT934125.1,+,42454,70921,71532,70921,71532,1,1,70921,71532
LT934125.1,+,42456,51813,52430,51813,52430,1,1,51813,52430
LT934125.1,+,42458,85658,86168,85658,86168,1,1,85658,86168
LT934125.1,+,42459,8305,10427,8305,10427,1,1,8305,10427
LT934125.1,+,4246,118884,120465,118884,120465,1,1,118884,120465
LT934125.1,+,42460,125549,126141,125549,126141,1,1,125549,126141
LT934125.1,+,42461,61464,62340,61464,62340,1,1,61464,62340
LT934125.1,+,42462,124436,125230,124436,125230,1,1,124436,125230
LT934125.1,+,42463,14496,16219,14496,16219,1,1,14496,16219
LT934125.1,+,42464,59258,60251,59258,60251,1,1,59258,60251
LT934125.1,+,42465,124140,126151,124140,126151,1,1,124140,126151
LT934125.1,+,42466,30289,32408,30289,32408,1,1,30289,32408
LT934125.1,+,42469,47764,49648,47764,49648,1,1,47764,49648
LT934125.1,+,4247,78840,79994,78840,79994,1,1,78840,79994
LT934125.1,+,42472,44870,46026,44870,46026,1,1,44870,46026
LT934125.1,+,42473,51249,52433,51249,52433,1,1,51249,52433
LT934125.1,+,42474,123796,125230,123796,125230,1,1,123796,125230
LT934125.1,+,42475,70387,70515,70387,70515,1,1,70387,70515
LT934125.1,+,42477,125648,126151,125648,126151,1,1,125648,126151
LT934125.1,+,4248,69948,70521,69948,70521,1,1,69948,70521
LT934125.1,+,42480,31271,32406,31271,32406,1,1,31271,32406
LT934125.1,+,42481,118977,120465,118977,120465,1,1,118977,120465
LT934125.1,+,42482,32280,32415,32280,32415,1,1,32280,32415
LT934125.1,+,42483,125450,126151,125450,126151,1,1,125450,126151
LT934125.1,+,42486,69186,70521,69186,70521,1,1,69186,70521
LT934125.1,+,42488,121125,122915,121125,122915,1,1,121125,122915
LT934125.1,+,4249,125725,126151,125725,126151,1,1,125725,126151
LT934125.1,+,42490,51204,52435,51204,52435,1,1,51204,52435
LT934125.1,+,42491,70587,71537,70587,71537,1,1,70587,71537
LT934125.1,+,42493,71242,71541,71242,71541,1,1,71242,71541
LT934125.1,+,42494,45064,49647,45064,49647,1,1,45064,49647
LT934125.1,+,42496,51248,51813,51248,51813,1,1,51248,51813
LT934125.1,+,42497,15323,16224,15323,16224,1,1,15323,16224
LT934125.1,+,42498,79462,79998,79462,79998,1,1,79462,79998
LT934125.1,+,425,78025,78288,78025,78288,1,1,78025,78288
LT934125.1,+,4250,120240,122912,120240,122912,1,1,120240,122912
LT934125.1,+,42500,15492,16220,15492,16220,1,1,15492,16220
LT934125.1,+,42502,118505,120477,118505,120477,1,1,118505,120477
LT934125.1,+,42505,51887,52434,51887,52434,1,1,51887,52434
LT934125.1,+,42507,48702,49647,48702,49647,1,1,48702,49647
LT934125.1,+,42508,118936,120466,118936,120466,1,1,118936,120466
LT934125.1,+,42512,68084,70521,68084,70521,1,1,68084,70521
LT934125.1,+,42514,71109,71537,71109,71537,1,1,71109,71537
LT934125.1,+,42516,68840,71544,68840,71544,1,1,68840,71544
LT934125.1,+,42517,51598,52439,51598,52439,1,1,51598,52439
LT934125.1,+,4252,51183,52439,51183,52439,1,1,51183,52439
LT934125.1,+,42520,70073,71531,70073,71531,1,1,70073,71531
LT934125.1,+,42521,119724,120471,119724,120471,1,1,119724,120471
LT934125.1,+,42524,31581,32392,31581,32392,1,1,31581,32392
LT934125.1,+,42525,48918,49643,48918,49643,1,1,48918,49643
LT934125.1,+,42527,69408,71541,69408,71541,1,1,69408,71541
LT934125.1,+,42528,7599,8508,7599,8508,1,1,7599,8508
LT934125.1,+,4253,53788,55159,53788,55159,1,1,53788,55159
LT934125.1,+,42531,47802,49596,47802,49596,1,1,47802,49596
LT934125.1,+,42532,31664,32406,31664,32406,1,1,31664,32406
LT934125.1,+,42534,61719,62340,61719,62340,1,1,61719,62340
LT934125.1,+,42537,61734,62340,61734,62340,1,1,61734,62340
LT934125.1,+,42539,49217,49647,49217,49647,1,1,49217,49647
LT934125.1,+,42540,89318,92059,89318,92059,1,1,89318,92059
LT934125.1,+,42541,69216,70520,69216,70520,1,1,69216,70520
LT934125.1,+,42542,32067,32374,32067,32374,1,1,32067,32374
LT934125.1,+,42544,54591,55155,54591,55155,1,1,54591,55155
LT934125.1,+,42547,119603,120477,119603,120477,1,1,119603,120477
LT934125.1,+,42548,52731,53604,52731,53604,1,1,52731,53604
LT934125.1,+,4255,31113,32388,31113,32388,1,1,31113,32388
LT934125.1,+,42550,124150,125230,124150,125230,1,1,124150,125230
LT934125.1,+,42551,123676,125225,123676,125225,1,1,123676,125225
LT934125.1,+,42553,69122,70515,69122,70515,1,1,69122,70515
LT934125.1,+,42554,10279,10420,10279,10420,1,1,10279,10420
LT934125.1,+,42558,9608,10426,9608,10426,1,1,9608,10426
LT934125.1,+,42559,61737,62340,61737,62340,1,1,61737,62340
LT934125.1,+,4256,1057,2277,1057,2277,1,1,1057,2277
LT934125.1,+,42560,79483,79991,79483,79991,1,1,79483,79991
LT934125.1,+,42564,45465,46038,45465,46038,1,1,45465,46038
LT934125.1,+,42565,15033,15411,15033,15411,1,1,15033,15411
LT934125.1,+,42566,53204,53604,53204,53604,1,1,53204,53604
LT934125.1,+,42568,69751,70521,69751,70521,1,1,69751,70521
LT934125.1,+,4257,125354,126148,125354,126148,1,1,125354,126148
LT934125.1,+,42570,51905,52437,51905,52437,1,1,51905,52437
LT934125.1,+,42571,62126,62338,62126,62338,1,1,62126,62338
LT934125.1,+,42572,51328,52439,51328,52439,1,1,51328,52439
LT934125.1,+,42573,51604,52437,51604,52437,1,1,51604,52437
LT934125.1,+,42574,66431,66999,66431,66999,1,2,66431,70521
LT934125.1,+,42574,67476,70521,67476,70521,2,2,66431,70521
LT934125.1,+,42576,125268,126151,125268,126151,1,1,125268,126151
LT934125.1,+,42577,1398,2271,1398,2271,1,1,1398,2271
LT934125.1,+,42579,12235,16224,12235,16224,1,1,12235,16224
LT934125.1,+,4258,44823,46036,44823,46036,1,1,44823,46036
LT934125.1,+,42581,69562,70521,69562,70521,1,1,69562,70521
LT934125.1,+,42582,70923,71544,70923,71544,1,1,70923,71544
LT934125.1,+,42583,68786,70521,68786,70521,1,1,68786,70521
LT934125.1,+,42584,123147,126135,123147,126135,1,1,123147,126135
LT934125.1,+,42586,52741,53556,52741,53556,1,1,52741,53556
LT934125.1,+,42589,119273,120477,119273,120477,1,1,119273,120477
LT934125.1,+,4259,15578,16224,15578,16224,1,1,15578,16224
LT934125.1,+,42590,31112,32375,31112,32375,1,1,31112,32375
LT934125.1,+,42591,69701,70497,69701,70497,1,1,69701,70497
LT934125.1,+,42593,79677,79996,79677,79996,1,1,79677,79996
LT934125.1,+,42594,52782,53604,52782,53604,1,1,52782,53604
LT934125.1,+,42595,124774,125233,124774,125233,1,1,124774,125233
LT934125.1,+,42596,117783,120464,117783,120464,1,1,117783,120464
LT934125.1,+,42598,9790,10426,9790,10426,1,1,9790,10426
LT934125.1,+,426,66540,70495,66540,70495,1,1,66540,70495
LT934125.1,+,4260,9655,10424,9655,10424,1,1,9655,10424
LT934125.1,+,42600,68874,70521,68874,70521,1,1,68874,70521
LT934125.1,+,42601,48820,49627,48820,49627,1,1,48820,49627
LT934125.1,+,42602,9671,10419,9671,10419,1,1,9671,10419
LT934125.1,+,42603,10150,10426,10150,10426,1,1,10150,10426
LT934125.1,+,42604,45736,46038,45736,46038,1,1,45736,46038
LT934125.1,+,42605,52617,53594,52617,53594,1,1,52617,53594
LT934125.1,+,42606,119246,120477,119246,120477,1,1,119246,120477
LT934125.1,+,42608,124414,126151,124414,126151,1,1,124414,126151
LT934125.1,+,42609,31975,32406,31975,32406,1,1,31975,32406
LT934125.1,+,42610,123751,125235,123751,125235,1,1,123751,125235
LT934125.1,+,42611,119618,120474,119618,120474,1,1,119618,120474
LT934125.1,+,42613,52832,53594,52832,53594,1,1,52832,53594
LT934125.1,+,42615,73796,75649,73796,75649,1,1,73796,75649
LT934125.1,+,42616,70609,71474,70609,71474,1,1,70609,71474
LT934125.1,+,42617,125222,126151,125222,126151,1,1,125222,126151
LT934125.1,+,42620,9364,10426,9364,10426,1,1,9364,10426
LT934125.1,+,42623,122033,122909,122033,122909,1,1,122033,122909
LT934125.1,+,42627,13945,16227,13945,16227,1,1,13945,16227
LT934125.1,+,42628,60250,62331,60250,62331,1,1,60250,62331
LT934125.1,+,4263,122155,122912,122155,122912,1,1,122155,122912
LT934125.1,+,42630,59092,60248,59092,60248,1,1,59092,60248
LT934125.1,+,42631,52479,53604,52479,53604,1,1,52479,53604
LT934125.1,+,42632,61689,62338,61689,62338,1,1,61689,62338
LT934125.1,+,42634,70069,71544,70069,71544,1,1,70069,71544
LT934125.1,+,42635,15759,16028,15759,16028,1,1,15759,16028
LT934125.1,+,42636,32080,32392,32080,32392,1,1,32080,32392
LT934125.1,+,42638,48600,49644,48600,49644,1,1,48600,49644
LT934125.1,+,42639,51761,52437,51761,52437,1,1,51761,52437
LT934125.1,+,4264,72782,75651,72782,75651,1,1,72782,75651
LT934125.1,+,42642,15856,16224,15856,16224,1,1,15856,16224
LT934125.1,+,42647,49238,49597,49238,49597,1,1,49238,49597
LT934125.1,+,42648,10209,10426,10209,10426,1,1,10209,10426
LT934125.1,+,4265,1617,2275,1617,2275,1,1,1617,2275
LT934125.1,+,42650,7761,8523,7761,8523,1,1,7761,8523
LT934125.1,+,42652,71151,71532,71151,71532,1,1,71151,71532
LT934125.1,+,42653,44846,46005,44846,46005,1,1,44846,46005
LT934125.1,+,42654,119972,120378,119972,120378,1,1,119972,120378
LT934125.1,+,42655,69160,71544,69160,71544,1,1,69160,71544
LT934125.1,+,42657,47467,49647,47467,49647,1,1,47467,49647
LT934125.1,+,4266,88904,92059,88904,92059,1,1,88904,92059
LT934125.1,+,42661,52256,53594,52256,53594,1,1,52256,53594
LT934125.1,+,42662,51991,52435,51991,52435,1,1,51991,52435
LT934125.1,+,42663,15646,16221,15646,16221,1,1,15646,16221
LT934125.1,+,42668,122247,122908,122247,122908,1,1,122247,122908
LT934125.1,+,4267,32183,32408,32183,32408,1,1,32183,32408
LT934125.1,+,42670,125151,126151,125151,126151,1,1,125151,126151
LT934125.1,+,42671,15180,16211,15180,16211,1,1,15180,16211
LT934125.1,+,42672,122485,122915,122485,122915,1,1,122485,122915
LT934125.1,+,42673,124473,126151,124473,126151,1,1,124473,126151
LT934125.1,+,42674,50886,52427,50886,52427,1,1,50886,52427
LT934125.1,+,42675,51678,52430,51678,52430,1,1,51678,52430
LT934125.1,+,42676,44827,48929,44827,48929,1,1,44827,48929
LT934125.1,+,42677,31400,32415,31400,32415,1,1,31400,32415
LT934125.1,+,42679,70553,71498,70553,71498,1,1,70553,71498
LT934125.1,+,4268,75218,75651,75218,75651,1,1,75218,75651
LT934125.1,+,42680,69412,70515,69412,70515,1,1,69412,70515
LT934125.1,+,42682,122501,122915,122501,122915,1,1,122501,122915
LT934125.1,+,42683,123928,125150,123928,125150,1,1,123928,125150
LT934125.1,+,42684,79466,79992,79466,79992,1,1,79466,79992
LT934125.1,+,42687,122548,122908,122548,122908,1,1,122548,122908
LT934125.1,+,42689,122322,122912,122322,122912,1,1,122322,122912
LT934125.1,+,4269,15390,16209,15390,16209,1,1,15390,16209
LT934125.1,+,42690,51695,52446,51695,52446,1,1,51695,52446
LT934125.1,+,42691,122601,122912,122601,122912,1,1,122601,122912
LT934125.1,+,42692,14061,16207,14061,16207,1,1,14061,16207
LT934125.1,+,42694,58162,60251,58162,60251,1,1,58162,60251
LT934125.1,+,42695,71055,71541,71055,71541,1,1,71055,71541
LT934125.1,+,42696,122353,122909,122353,122909,1,1,122353,122909
LT934125.1,+,42698,66584,70521,66584,70521,1,1,66584,70521
LT934125.1,+,42699,14706,15861,14706,15861,1,1,14706,15861
LT934125.1,+,4270,15522,16224,15522,16224,1,1,15522,16224
LT934125.1,+,42701,15784,16212,15784,16212,1,1,15784,16212
LT934125.1,+,42702,49257,49647,49257,49647,1,1,49257,49647
LT934125.1,+,42703,31178,32415,31178,32415,1,1,31178,32415
LT934125.1,+,42705,66365,70521,66365,70521,1,1,66365,70521
LT934125.1,+,42706,15990,16224,15990,16224,1,1,15990,16224
LT934125.1,+,42708,31164,32388,31164,32388,1,1,31164,32388
LT934125.1,+,42709,44970,46036,44970,46036,1,1,44970,46036
LT934125.1,+,4271,124134,126151,124134,126151,1,1,124134,126151
LT934125.1,+,42711,31691,32408,31691,32408,1,1,31691,32408
LT934125.1,+,42712,73406,75651,73406,75651,1,1,73406,75651
LT934125.1,+,42713,59237,62340,59237,62340,1,1,59237,62340
LT934125.1,+,42716,124849,125230,124849,125230,1,1,124849,125230
LT934125.1,+,42717,66913,70515,66913,70515,1,1,66913,70515
LT934125.1,+,42719,54872,55162,54872,55162,1,1,54872,55162
LT934125.1,+,4272,123026,126151,123026,126151,1,1,123026,126151
LT934125.1,+,42720,51453,53595,51453,53595,1,1,51453,53595
LT934125.1,+,42722,48443,49647,48443,49647,1,1,48443,49647
LT934125.1,+,42724,70881,71544,70881,71544,1,1,70881,71544
LT934125.1,+,42725,48558,49647,48558,49647,1,1,48558,49647
