seqnames,strand,transcript_id,start,end,prime5,prime3,exon_number,exon_count,start.transcript,end.transcript
LT934125.1,+,49088,52291,52437,52291,52437,2,2,51251,52437
LT934125.1,+,4909,118101,120461,118101,120461,1,1,118101,120461
LT934125.1,+,49090,15533,16219,15533,16219,1,1,15533,16219
LT934125.1,+,49091,69288,70521,69288,70521,1,1,69288,70521
LT934125.1,+,49092,71309,71540,71309,71540,1,1,71309,71540
LT934125.1,+,49094,52469,53595,52469,53595,1,1,52469,53595
LT934125.1,+,49095,52458,55161,52458,55161,1,1,52458,55161
LT934125.1,+,49096,70049,71544,70049,71544,1,1,70049,71544
LT934125.1,+,49098,69148,70521,69148,70521,1,1,69148,70521
LT934125.1,+,49099,44822,46017,44822,46017,1,1,44822,46017
LT934125.1,+,491,32050,32396,32050,32396,1,1,32050,32396
LT934125.1,+,4910,44825,46025,44825,46025,1,1,44825,46025
LT934125.1,+,49101,46859,49647,46859,49647,1,1,46859,49647
LT934125.1,+,49104,71050,71532,71050,71532,1,1,71050,71532
LT934125.1,+,49106,8491,10426,8491,10426,1,1,8491,10426
LT934125.1,+,49107,14319,16209,14319,16209,1,1,14319,16209
LT934125.1,+,49108,2120,2273,2120,2273,1,1,2120,2273
LT934125.1,+,49109,31797,32415,31797,32415,1,1,31797,32415
LT934125.1,+,4911,1345,2273,1345,2273,1,1,1345,2273
LT934125.1,+,49110,61230,62338,61230,62338,1,1,61230,62338
LT934125.1,+,49113,84347,86167,84347,86167,1,1,84347,86167
LT934125.1,+,49115,69937,71531,69937,71531,1,1,69937,71531
LT934125.1,+,49118,44822,46009,44822,46009,1,1,44822,46009
LT934125.1,+,49119,16058,16211,16058,16211,1,1,16058,16211
LT934125.1,+,4912,16009,16208,16009,16208,1,1,16009,16208
LT934125.1,+,49120,70544,71497,70544,71497,1,1,70544,71497
LT934125.1,+,49121,120062,120462,120062,120462,1,1,120062,120462
LT934125.1,+,49122,66752,70521,66752,70521,1,1,66752,70521
LT934125.1,+,49123,7821,8519,7821,8519,1,1,7821,8519
LT934125.1,+,49124,14951,16224,14951,16224,1,1,14951,16224
LT934125.1,+,49126,1270,2273,1270,2273,1,1,1270,2273
LT934125.1,+,4913,15388,16220,15388,16220,1,1,15388,16220
LT934125.1,+,49130,51349,52437,51349,52437,1,1,51349,52437
LT934125.1,+,49131,60944,62340,60944,62340,1,1,60944,62340
LT934125.1,+,49132,69743,70510,69743,70510,1,1,69743,70510
LT934125.1,+,49133,120924,122909,120924,122909,1,1,120924,122909
LT934125.1,+,49134,71204,71532,71204,71532,1,1,71204,71532
LT934125.1,+,49135,61667,62340,61667,62340,1,1,61667,62340
LT934125.1,+,49136,53929,55160,53929,55160,1,1,53929,55160
LT934125.1,+,49137,70307,70521,70307,70521,1,1,70307,70521
LT934125.1,+,49138,121825,122894,121825,122894,1,1,121825,122894
LT934125.1,+,49140,31484,32408,31484,32408,1,1,31484,32408
LT934125.1,+,49141,122390,125233,122390,125233,1,1,122390,125233
LT934125.1,+,49142,31961,32415,31961,32415,1,1,31961,32415
LT934125.1,+,49143,48734,49584,48734,49584,1,1,48734,49584
LT934125.1,+,49144,51891,53594,51891,53594,1,1,51891,53594
LT934125.1,+,49145,52471,53599,52471,53599,1,1,52471,53599
LT934125.1,+,49146,51759,52427,51759,52427,1,1,51759,52427
LT934125.1,+,49147,78987,79996,78987,79996,1,1,78987,79996
LT934125.1,+,49148,66688,70510,66688,70510,1,1,66688,70510
LT934125.1,+,49149,73514,75648,73514,75648,1,1,73514,75648
LT934125.1,+,4915,51247,53604,51247,53604,1,1,51247,53604
LT934125.1,+,49150,59074,60519,59074,60519,1,1,59074,60519
LT934125.1,+,49151,124423,125230,124423,125230,1,1,124423,125230
LT934125.1,+,49152,79480,79911,79480,79911,1,1,79480,79911
LT934125.1,+,49153,10169,10431,10169,10431,1,1,10169,10431
LT934125.1,+,49155,45131,46038,45131,46038,1,1,45131,46038
LT934125.1,+,49156,91701,92055,91701,92055,1,1,91701,92055
LT934125.1,+,49157,119451,120474,119451,120474,1,1,119451,120474
LT934125.1,+,49158,122635,122915,122635,122915,1,1,122635,122915
LT934125.1,+,49159,32223,32415,32223,32415,1,1,32223,32415
LT934125.1,+,49161,1655,2275,1655,2275,1,1,1655,2275
LT934125.1,+,49162,71214,71537,71214,71537,1,1,71214,71537
LT934125.1,+,49164,32167,32415,32167,32415,1,1,32167,32415
LT934125.1,+,49166,68991,70521,68991,70521,1,1,68991,70521
LT934125.1,+,49168,47634,49647,47634,49647,1,1,47634,49647
LT934125.1,+,49171,52113,52437,52113,52437,1,1,52113,52437
LT934125.1,+,49172,16029,16208,16029,16208,1,1,16029,16208
LT934125.1,+,49173,12112,12789,12112,12789,1,1,12112,12789
LT934125.1,+,49174,74687,75648,74687,75648,1,1,74687,75648
LT934125.1,+,49175,124354,126151,124354,126151,1,1,124354,126151
LT934125.1,+,49177,124593,126151,124593,126151,1,1,124593,126151
LT934125.1,+,49178,87224,91577,87224,91577,1,1,87224,91577
LT934125.1,+,49179,14931,16209,14931,16209,1,1,14931,16209
LT934125.1,+,4918,1357,2270,1357,2270,1,1,1357,2270
LT934125.1,+,49180,31930,32414,31930,32414,1,1,31930,32414
LT934125.1,+,49181,120113,120401,120113,120401,1,1,120113,120401
LT934125.1,+,49182,61497,62338,61497,62338,1,1,61497,62338
LT934125.1,+,49183,60267,62340,60267,62340,1,1,60267,62340
LT934125.1,+,49184,31313,32415,31313,32415,1,1,31313,32415
LT934125.1,+,49186,62039,62340,62039,62340,1,1,62039,62340
LT934125.1,+,49187,118881,120417,118881,120417,1,1,118881,120417
LT934125.1,+,49189,15239,16210,15239,16210,1,1,15239,16210
LT934125.1,+,4919,124537,124544,124537,124544,1,2,124537,125199
LT934125.1,+,4919,124882,125199,124882,125199,2,2,124537,125199
LT934125.1,+,49190,48772,49643,48772,49643,1,1,48772,49643
LT934125.1,+,49191,1896,2270,1896,2270,1,1,1896,2270
LT934125.1,+,49193,61704,62340,61704,62340,1,1,61704,62340
LT934125.1,+,49194,79469,79989,79469,79989,1,1,79469,79989
LT934125.1,+,49197,66363,70511,66363,70511,1,1,66363,70511
LT934125.1,+,49198,60022,60252,60022,60252,1,1,60022,60252
LT934125.1,+,4920,70061,71509,70061,71509,1,1,70061,71509
LT934125.1,+,49200,118881,120472,118881,120472,1,1,118881,120472
LT934125.1,+,49201,118885,120465,118885,120465,1,1,118885,120465
LT934125.1,+,49205,52658,55156,52658,55156,1,1,52658,55156
LT934125.1,+,49206,60655,62338,60655,62338,1,1,60655,62338
LT934125.1,+,49207,32088,32359,32088,32359,1,1,32088,32359
LT934125.1,+,49209,54064,55156,54064,55156,1,1,54064,55156
LT934125.1,+,4921,54220,55161,54220,55161,1,1,54220,55161
LT934125.1,+,49210,16043,16224,16043,16224,1,1,16043,16224
LT934125.1,+,49211,124929,126151,124929,126151,1,1,124929,126151
LT934125.1,+,49212,2100,2273,2100,2273,1,1,2100,2273
LT934125.1,+,49213,125243,126154,125243,126154,1,1,125243,126154
LT934125.1,+,49215,82003,86166,82003,86166,1,1,82003,86166
LT934125.1,+,49216,120328,120471,120328,120471,1,1,120328,120471
LT934125.1,+,49217,2004,2273,2004,2273,1,1,2004,2273
LT934125.1,+,49218,68992,70521,68992,70521,1,1,68992,70521
LT934125.1,+,49219,30942,32413,30942,32413,1,1,30942,32413
LT934125.1,+,4922,15941,16224,15941,16224,1,1,15941,16224
LT934125.1,+,49221,120178,120466,120178,120466,1,1,120178,120466
LT934125.1,+,49225,14058,16223,14058,16223,1,1,14058,16223
LT934125.1,+,49227,122069,122915,122069,122915,1,1,122069,122915
LT934125.1,+,49228,9669,10423,9669,10423,1,1,9669,10423
LT934125.1,+,49230,47896,49647,47896,49647,1,1,47896,49647
LT934125.1,+,49232,61138,62340,61138,62340,1,1,61138,62340
LT934125.1,+,49233,122327,122915,122327,122915,1,1,122327,122915
LT934125.1,+,49234,52173,52439,52173,52439,1,1,52173,52439
LT934125.1,+,49235,124085,125230,124085,125230,1,1,124085,125230
LT934125.1,+,49237,14265,16208,14265,16208,1,1,14265,16208
LT934125.1,+,49239,9802,10426,9802,10426,1,1,9802,10426
LT934125.1,+,4924,44819,46038,44819,46038,1,1,44819,46038
LT934125.1,+,49240,9294,10424,9294,10424,1,1,9294,10424
LT934125.1,+,49241,67429,71541,67429,71541,1,1,67429,71541
LT934125.1,+,49243,27201,28632,27201,28632,1,1,27201,28632
LT934125.1,+,49244,12014,16224,12014,16224,1,1,12014,16224
LT934125.1,+,49246,61060,62338,61060,62338,1,1,61060,62338
LT934125.1,+,49248,59087,60252,59087,60252,1,1,59087,60252
LT934125.1,+,4925,51269,52439,51269,52439,1,1,51269,52439
LT934125.1,+,49251,14617,16224,14617,16224,1,1,14617,16224
LT934125.1,+,49252,61981,62340,61981,62340,1,1,61981,62340
LT934125.1,+,49253,76689,79993,76689,79993,1,1,76689,79993
LT934125.1,+,49254,125239,126139,125239,126139,1,1,125239,126139
LT934125.1,+,49255,62125,62340,62125,62340,1,1,62125,62340
LT934125.1,+,49256,66462,70521,66462,70521,1,1,66462,70521
LT934125.1,+,49257,54013,55161,54013,55161,1,1,54013,55161
LT934125.1,+,49259,79670,79991,79670,79991,1,1,79670,79991
LT934125.1,+,4926,48969,49647,48969,49647,1,1,48969,49647
LT934125.1,+,49260,53444,53604,53444,53604,1,1,53444,53604
LT934125.1,+,49262,73769,75651,73769,75651,1,1,73769,75651
LT934125.1,+,49266,31841,32415,31841,32415,1,1,31841,32415
LT934125.1,+,49267,124863,126148,124863,126148,1,1,124863,126148
LT934125.1,+,4927,51247,55161,51247,55161,1,1,51247,55161
LT934125.1,+,49270,61097,62340,61097,62340,1,1,61097,62340
LT934125.1,+,49271,31289,32408,31289,32408,1,1,31289,32408
LT934125.1,+,49272,125724,126151,125724,126151,1,1,125724,126151
LT934125.1,+,49275,79507,79996,79507,79996,1,1,79507,79996
LT934125.1,+,49277,71252,71541,71252,71541,1,1,71252,71541
LT934125.1,+,49278,121815,122912,121815,122912,1,1,121815,122912
LT934125.1,+,49279,9657,9837,9657,9837,1,2,9657,10426
LT934125.1,+,49279,9897,10426,9897,10426,2,2,9657,10426
LT934125.1,+,4928,52972,53595,52972,53595,1,1,52972,53595
LT934125.1,+,49280,125850,126149,125850,126149,1,1,125850,126149
LT934125.1,+,49281,125100,126143,125100,126143,1,1,125100,126143
LT934125.1,+,49282,125952,126151,125952,126151,1,1,125952,126151
LT934125.1,+,49283,125235,125804,125235,125804,1,2,125235,126148
LT934125.1,+,49283,125849,126148,125849,126148,2,2,125235,126148
LT934125.1,+,49284,61423,62340,61423,62340,1,1,61423,62340
LT934125.1,+,49286,121941,126151,121941,126151,1,1,121941,126151
LT934125.1,+,49288,14060,16212,14060,16212,1,1,14060,16212
LT934125.1,+,49289,67350,71537,67350,71537,1,1,67350,71537
LT934125.1,+,4929,74417,75651,74417,75651,1,1,74417,75651
LT934125.1,+,49290,79619,79996,79619,79996,1,1,79619,79996
LT934125.1,+,49292,120578,122903,120578,122903,1,1,120578,122903
LT934125.1,+,49293,74669,75651,74669,75651,1,1,74669,75651
LT934125.1,+,49294,79219,79996,79219,79996,1,1,79219,79996
LT934125.1,+,49295,70984,71544,70984,71544,1,1,70984,71544
LT934125.1,+,49297,14059,16222,14059,16222,1,1,14059,16222
LT934125.1,+,49298,54462,55153,54462,55153,1,1,54462,55153
LT934125.1,+,4930,70301,70509,70301,70509,1,1,70301,70509
LT934125.1,+,49300,70572,71532,70572,71532,1,1,70572,71532
LT934125.1,+,49301,1353,2270,1353,2270,1,1,1353,2270
LT934125.1,+,49303,31099,32415,31099,32415,1,1,31099,32415
LT934125.1,+,49304,118873,120426,118873,120426,1,1,118873,120426
LT934125.1,+,49307,121798,122890,121798,122890,1,1,121798,122890
LT934125.1,+,49308,15309,16224,15309,16224,1,1,15309,16224
LT934125.1,+,49309,118891,120467,118891,120467,1,1,118891,120467
LT934125.1,+,4931,31827,32415,31827,32415,1,1,31827,32415
LT934125.1,+,49310,79051,79996,79051,79996,1,1,79051,79996
LT934125.1,+,49311,52078,52437,52078,52437,1,1,52078,52437
LT934125.1,+,49313,30262,32415,30262,32415,1,1,30262,32415
LT934125.1,+,49316,31903,32404,31903,32404,1,1,31903,32404
LT934125.1,+,49318,79103,79996,79103,79996,1,1,79103,79996
LT934125.1,+,49319,16037,16218,16037,16218,1,1,16037,16218
LT934125.1,+,49322,9421,10426,9421,10426,1,1,9421,10426
LT934125.1,+,49323,75481,75652,75481,75652,1,1,75481,75652
LT934125.1,+,49324,9762,10426,9762,10426,1,1,9762,10426
LT934125.1,+,49325,119004,120477,119004,120477,1,1,119004,120477
LT934125.1,+,49327,69131,70502,69131,70502,1,1,69131,70502
LT934125.1,+,49328,44870,46035,44870,46035,1,1,44870,46035
LT934125.1,+,49329,118872,120472,118872,120472,1,1,118872,120472
LT934125.1,+,4933,52485,55154,52485,55154,1,1,52485,55154
LT934125.1,+,49330,51965,52439,51965,52439,1,1,51965,52439
LT934125.1,+,49332,53177,53594,53177,53594,1,1,53177,53594
LT934125.1,+,49333,9684,10426,9684,10426,1,1,9684,10426
LT934125.1,+,49335,68185,70521,68185,70521,1,1,68185,70521
LT934125.1,+,49337,75044,75651,75044,75651,1,1,75044,75651
LT934125.1,+,49338,9159,10419,9159,10419,1,1,9159,10419
LT934125.1,+,49339,121668,122915,121668,122915,1,1,121668,122915
LT934125.1,+,4934,71092,71544,71092,71544,1,1,71092,71544
LT934125.1,+,49341,59964,60251,59964,60251,1,1,59964,60251
LT934125.1,+,49342,27387,28632,27387,28632,1,1,27387,28632
LT934125.1,+,49343,70853,71530,70853,71530,1,1,70853,71530
LT934125.1,+,49347,13503,16210,13503,16210,1,1,13503,16210
LT934125.1,+,49348,51513,52437,51513,52437,1,1,51513,52437
LT934125.1,+,49349,75069,75651,75069,75651,1,1,75069,75651
LT934125.1,+,4935,70550,71529,70550,71529,1,1,70550,71529
LT934125.1,+,49352,79432,79996,79432,79996,1,1,79432,79996
LT934125.1,+,49353,123776,125206,123776,125206,1,1,123776,125206
LT934125.1,+,49354,47563,49634,47563,49634,1,1,47563,49634
LT934125.1,+,49356,73968,75652,73968,75652,1,1,73968,75652
LT934125.1,+,49357,1610,2252,1610,2252,1,1,1610,2252
LT934125.1,+,4936,30626,32408,30626,32408,1,1,30626,32408
LT934125.1,+,49361,67676,71541,67676,71541,1,1,67676,71541
LT934125.1,+,49362,2066,2273,2066,2273,1,1,2066,2273
LT934125.1,+,49365,45283,46036,45283,46036,1,1,45283,46036
LT934125.1,+,49366,123024,126151,123024,126151,1,1,123024,126151
LT934125.1,+,49367,53318,53602,53318,53602,1,1,53318,53602
LT934125.1,+,49368,125234,126156,125234,126156,1,1,125234,126156
LT934125.1,+,4937,69506,70513,69506,70513,1,1,69506,70513
LT934125.1,+,49370,120184,120466,120184,120466,1,1,120184,120466
LT934125.1,+,49371,45820,46038,45820,46038,1,1,45820,46038
LT934125.1,+,49372,120155,120474,120155,120474,1,1,120155,120474
LT934125.1,+,49375,48961,49647,48961,49647,1,1,48961,49647
LT934125.1,+,49376,66749,71541,66749,71541,1,1,66749,71541
LT934125.1,+,49380,15582,16210,15582,16210,1,1,15582,16210
LT934125.1,+,49381,28262,28589,28262,28589,1,1,28262,28589
LT934125.1,+,49382,31110,32407,31110,32407,1,1,31110,32407
LT934125.1,+,49384,12724,16181,12724,16181,1,1,12724,16181
LT934125.1,+,49385,45000,46038,45000,46038,1,1,45000,46038
LT934125.1,+,49386,123024,125230,123024,125230,1,1,123024,125230
LT934125.1,+,49389,78576,79996,78576,79996,1,1,78576,79996
LT934125.1,+,4939,61457,62338,61457,62338,1,1,61457,62338
LT934125.1,+,49391,69818,70510,69818,70510,1,1,69818,70510
LT934125.1,+,49393,45519,46036,45519,46036,1,1,45519,46036
LT934125.1,+,49394,45374,46038,45374,46038,1,1,45374,46038
LT934125.1,+,49395,79574,79996,79574,79996,1,1,79574,79996
LT934125.1,+,49396,68785,70521,68785,70521,1,1,68785,70521
LT934125.1,+,49399,47671,49641,47671,49641,1,1,47671,49641
LT934125.1,+,494,118876,120477,118876,120477,1,1,118876,120477
LT934125.1,+,4940,55282,56914,55282,56914,1,1,55282,56914
LT934125.1,+,49400,48909,49647,48909,49647,1,1,48909,49647
LT934125.1,+,49404,14668,16224,14668,16224,1,1,14668,16224
LT934125.1,+,49405,124983,125229,124983,125229,1,1,124983,125229
LT934125.1,+,49408,51301,52435,51301,52435,1,1,51301,52435
LT934125.1,+,49409,51811,52439,51811,52439,1,1,51811,52439
LT934125.1,+,4941,79454,79994,79454,79994,1,1,79454,79994
LT934125.1,+,49411,61853,62318,61853,62318,1,1,61853,62318
LT934125.1,+,49412,54280,55161,54280,55161,1,1,54280,55161
LT934125.1,+,49413,119817,120472,119817,120472,1,1,119817,120472
LT934125.1,+,49416,52563,53598,52563,53598,1,1,52563,53598
LT934125.1,+,49418,70588,71532,70588,71532,1,1,70588,71532
LT934125.1,+,49419,69551,70515,69551,70515,1,1,69551,70515
LT934125.1,+,4942,32057,32312,32057,32312,1,1,32057,32312
LT934125.1,+,49420,121912,122916,121912,122916,1,1,121912,122916
LT934125.1,+,49421,78320,79994,78320,79994,1,1,78320,79994
LT934125.1,+,49422,45880,46038,45880,46038,1,1,45880,46038
LT934125.1,+,49423,122804,122908,122804,122908,1,1,122804,122908
LT934125.1,+,49426,85827,86167,85827,86167,1,1,85827,86167
LT934125.1,+,49427,124035,125225,124035,125225,1,1,124035,125225
LT934125.1,+,49428,125316,126148,125316,126148,1,1,125316,126148
LT934125.1,+,49429,32054,32392,32054,32392,1,1,32054,32392
LT934125.1,+,4943,30248,32403,30248,32403,1,1,30248,32403
LT934125.1,+,49431,120294,120474,120294,120474,1,1,120294,120474
LT934125.1,+,49432,48689,49647,48689,49647,1,1,48689,49647
LT934125.1,+,49433,123536,126132,123536,126132,1,1,123536,126132
LT934125.1,+,49434,125012,126134,125012,126134,1,1,125012,126134
LT934125.1,+,49435,15652,16209,15652,16209,1,1,15652,16209
LT934125.1,+,49436,74776,75649,74776,75649,1,1,74776,75649
LT934125.1,+,49439,121962,122906,121962,122906,1,1,121962,122906
LT934125.1,+,49440,68548,70521,68548,70521,1,1,68548,70521
LT934125.1,+,49442,73793,75650,73793,75650,1,1,73793,75650
LT934125.1,+,49443,71176,71537,71176,71537,1,1,71176,71537
LT934125.1,+,49445,120828,122915,120828,122915,1,1,120828,122915
LT934125.1,+,49446,14346,16224,14346,16224,1,1,14346,16224
LT934125.1,+,49447,52104,52435,52104,52435,1,1,52104,52435
LT934125.1,+,49450,122001,122915,122001,122915,1,1,122001,122915
LT934125.1,+,49452,52809,53594,52809,53594,1,1,52809,53594
LT934125.1,+,49454,68578,70521,68578,70521,1,1,68578,70521
LT934125.1,+,49455,79290,79996,79290,79996,1,1,79290,79996
LT934125.1,+,49456,32091,32388,32091,32388,1,1,32091,32388
LT934125.1,+,49458,120013,120464,120013,120464,1,1,120013,120464
LT934125.1,+,49459,32049,32386,32049,32386,1,1,32049,32386
LT934125.1,+,4946,54192,55161,54192,55161,1,1,54192,55161
LT934125.1,+,49461,44795,46020,44795,46020,1,1,44795,46020
LT934125.1,+,49462,51880,52437,51880,52437,1,1,51880,52437
LT934125.1,+,49463,1868,2273,1868,2273,1,1,1868,2273
LT934125.1,+,49464,12839,16224,12839,16224,1,1,12839,16224
LT934125.1,+,49465,70646,71531,70646,71531,1,1,70646,71531
LT934125.1,+,49467,84365,86164,84365,86164,1,1,84365,86164
LT934125.1,+,49470,68689,70513,68689,70513,1,1,68689,70513
LT934125.1,+,49472,62120,62333,62120,62333,1,1,62120,62333
LT934125.1,+,49476,12425,16224,12425,16224,1,1,12425,16224
LT934125.1,+,49478,121731,122908,121731,122908,1,1,121731,122908
LT934125.1,+,49479,70644,71541,70644,71541,1,1,70644,71541
LT934125.1,+,4948,32052,32388,32052,32388,1,1,32052,32388
LT934125.1,+,49480,121136,122912,121136,122912,1,1,121136,122912
LT934125.1,+,49481,90947,92043,90947,92043,1,1,90947,92043
LT934125.1,+,49482,15571,16209,15571,16209,1,1,15571,16209
LT934125.1,+,49486,120569,122911,120569,122911,1,1,120569,122911
LT934125.1,+,49489,61845,62333,61845,62333,1,1,61845,62333
LT934125.1,+,49490,52472,53589,52472,53589,1,1,52472,53589
LT934125.1,+,49491,14572,15576,14572,15576,1,2,14572,16212
LT934125.1,+,49491,15619,16212,15619,16212,2,2,14572,16212
LT934125.1,+,49492,120887,122912,120887,122912,1,1,120887,122912
LT934125.1,+,49495,122939,125222,122939,125222,1,1,122939,125222
LT934125.1,+,49496,59838,62340,59838,62340,1,1,59838,62340
LT934125.1,+,49498,84555,86167,84555,86167,1,1,84555,86167
LT934125.1,+,49499,69000,70510,69000,70510,1,1,69000,70510
LT934125.1,+,495,68942,70521,68942,70521,1,1,68942,70521
LT934125.1,+,4950,47728,49647,47728,49647,1,1,47728,49647
LT934125.1,+,49500,71149,71537,71149,71537,1,1,71149,71537
LT934125.1,+,49501,69922,70521,69922,70521,1,1,69922,70521
LT934125.1,+,49502,65839,70510,65839,70510,1,1,65839,70510
LT934125.1,+,49503,74292,75651,74292,75651,1,1,74292,75651
LT934125.1,+,49504,14079,16210,14079,16210,1,1,14079,16210
LT934125.1,+,49505,51831,52439,51831,52439,1,1,51831,52439
LT934125.1,+,49508,125339,126129,125339,126129,1,1,125339,126129
LT934125.1,+,49509,44819,46025,44819,46025,1,1,44819,46025
LT934125.1,+,4951,14066,16222,14066,16222,1,1,14066,16222
LT934125.1,+,49510,69559,71541,69559,71541,1,1,69559,71541
LT934125.1,+,49516,15717,16226,15717,16226,1,1,15717,16226
LT934125.1,+,49517,48633,49647,48633,49647,1,1,48633,49647
LT934125.1,+,49518,79537,79901,79537,79901,1,1,79537,79901
LT934125.1,+,49519,68185,70513,68185,70513,1,1,68185,70513
LT934125.1,+,49520,119378,120463,119378,120463,1,1,119378,120463
LT934125.1,+,49521,1346,1354,1346,1354,1,2,1346,2275
LT934125.1,+,49521,1966,2275,1966,2275,2,2,1346,2275
LT934125.1,+,49522,59128,62340,59128,62340,1,1,59128,62340
LT934125.1,+,49523,54020,55156,54020,55156,1,1,54020,55156
LT934125.1,+,49524,14602,16224,14602,16224,1,1,14602,16224
LT934125.1,+,49525,123269,126151,123269,126151,1,1,123269,126151
LT934125.1,+,49528,54123,55161,54123,55161,1,1,54123,55161
LT934125.1,+,49529,66354,70371,66354,70371,1,1,66354,70371
LT934125.1,+,49530,31150,32408,31150,32408,1,1,31150,32408
LT934125.1,+,49531,122326,125225,122326,125225,1,1,122326,125225
LT934125.1,+,49532,70138,71532,70138,71532,1,1,70138,71532
LT934125.1,+,49533,70544,75651,70544,75651,1,1,70544,75651
LT934125.1,+,49536,123580,125230,123580,125230,1,1,123580,125230
LT934125.1,+,49537,52160,53598,52160,53598,1,1,52160,53598
LT934125.1,+,49538,69513,71532,69513,71532,1,1,69513,71532
LT934125.1,+,49539,125146,126151,125146,126151,1,1,125146,126151
LT934125.1,+,4954,2072,2273,2072,2273,1,1,2072,2273
LT934125.1,+,49540,45530,46038,45530,46038,1,1,45530,46038
LT934125.1,+,49541,15609,16222,15609,16222,1,1,15609,16222
LT934125.1,+,49542,118874,122915,118874,122915,1,1,118874,122915
LT934125.1,+,49543,46385,49647,46385,49647,1,1,46385,49647
LT934125.1,+,49546,60457,62338,60457,62338,1,1,60457,62338
LT934125.1,+,49547,54190,55161,54190,55161,1,1,54190,55161
LT934125.1,+,49548,69287,70521,69287,70521,1,1,69287,70521
LT934125.1,+,49549,45338,46039,45338,46039,1,1,45338,46039
LT934125.1,+,4955,59296,60251,59296,60251,1,1,59296,60251
LT934125.1,+,49552,61752,62338,61752,62338,1,1,61752,62338
LT934125.1,+,49556,119888,120464,119888,120464,1,1,119888,120464
LT934125.1,+,49557,51511,52434,51511,52434,1,1,51511,52434
LT934125.1,+,49559,73391,75651,73391,75651,1,1,73391,75651
LT934125.1,+,49561,61219,62340,61219,62340,1,1,61219,62340
LT934125.1,+,49563,9656,10427,9656,10427,1,1,9656,10427
LT934125.1,+,49564,70686,71544,70686,71544,1,1,70686,71544
LT934125.1,+,49565,44848,46036,44848,46036,1,1,44848,46036
LT934125.1,+,49566,69244,70521,69244,70521,1,1,69244,70521
LT934125.1,+,49567,79456,79980,79456,79980,1,1,79456,79980
LT934125.1,+,4957,54153,55161,54153,55161,1,1,54153,55161
LT934125.1,+,49571,46243,49647,46243,49647,1,1,46243,49647
LT934125.1,+,49572,47456,49643,47456,49643,1,1,47456,49643
LT934125.1,+,49574,16011,16218,16011,16218,1,1,16011,16218
LT934125.1,+,49576,119642,120426,119642,120426,1,1,119642,120426
LT934125.1,+,4958,49416,49647,49416,49647,1,1,49416,49647
LT934125.1,+,49580,73462,75651,73462,75651,1,1,73462,75651
LT934125.1,+,49586,121773,122912,121773,122912,1,1,121773,122912
LT934125.1,+,4959,9893,10426,9893,10426,1,1,9893,10426
LT934125.1,+,49591,74610,75650,74610,75650,1,1,74610,75650
LT934125.1,+,49592,119761,120474,119761,120474,1,1,119761,120474
LT934125.1,+,49593,122443,122912,122443,122912,1,1,122443,122912
LT934125.1,+,49596,79687,79992,79687,79992,1,1,79687,79992
LT934125.1,+,49599,53988,55161,53988,55161,1,1,53988,55161
LT934125.1,+,49600,54023,55161,54023,55161,1,1,54023,55161
LT934125.1,+,49601,51251,52305,51251,52305,1,1,51251,52305
LT934125.1,+,49602,121457,122912,121457,122912,1,1,121457,122912
LT934125.1,+,49603,14396,16223,14396,16223,1,1,14396,16223
LT934125.1,+,49604,123471,126151,123471,126151,1,1,123471,126151
LT934125.1,+,49605,77858,79996,77858,79996,1,1,77858,79996
LT934125.1,+,49606,67364,70506,67364,70506,1,1,67364,70506
LT934125.1,+,49607,32057,32393,32057,32393,1,1,32057,32393
LT934125.1,+,49608,54644,55161,54644,55161,1,1,54644,55161
LT934125.1,+,49609,122552,122915,122552,122915,1,1,122552,122915
LT934125.1,+,49612,31105,32406,31105,32406,1,1,31105,32406
LT934125.1,+,49613,10299,10425,10299,10425,1,1,10299,10425
LT934125.1,+,49614,66355,70463,66355,70463,1,1,66355,70463
LT934125.1,+,49616,46689,49635,46689,49635,1,1,46689,49635
LT934125.1,+,49617,71194,71532,71194,71532,1,1,71194,71532
LT934125.1,+,49618,125986,126151,125986,126151,1,1,125986,126151
LT934125.1,+,4962,16024,16224,16024,16224,1,1,16024,16224
LT934125.1,+,49621,15630,16209,15630,16209,1,1,15630,16209
LT934125.1,+,49622,71096,71540,71096,71540,1,1,71096,71540
LT934125.1,+,49626,69812,70521,69812,70521,1,1,69812,70521
LT934125.1,+,49627,119183,120474,119183,120474,1,1,119183,120474
LT934125.1,+,49628,52613,53594,52613,53594,1,1,52613,53594
LT934125.1,+,49629,61533,62340,61533,62340,1,1,61533,62340
LT934125.1,+,49630,120511,122915,120511,122915,1,1,120511,122915
LT934125.1,+,49632,119297,120469,119297,120469,1,1,119297,120469
LT934125.1,+,49633,31107,32416,31107,32416,1,1,31107,32416
LT934125.1,+,49635,67091,71532,67091,71532,1,1,67091,71532
LT934125.1,+,49636,70467,71532,70467,71532,1,1,70467,71532
LT934125.1,+,49637,71023,71541,71023,71541,1,1,71023,71541
LT934125.1,+,49638,1402,2175,1402,2175,1,1,1402,2175
LT934125.1,+,49640,119042,120455,119042,120455,1,1,119042,120455
LT934125.1,+,49641,47033,49647,47033,49647,1,1,47033,49647
LT934125.1,+,49642,125336,126148,125336,126148,1,1,125336,126148
LT934125.1,+,49644,13895,16224,13895,16224,1,1,13895,16224
LT934125.1,+,49645,44864,46038,44864,46038,1,1,44864,46038
