gene	Kinetic_class	hpi	Time	cell_line	group	mean	sd	varcoeff	cluster
NOIR_2	E	4h	4	PC-12	PC-12_dcDNA_4h	0.0145326561740651	0.00430969747168713	0.296552634292566	cluster_6
NOIR_2	E	4h	4	PK-15	PK-15_dcDNA_4h	0.017246583615187	0.000765614067996511	0.0443922161675154	cluster_6
NOIR_2	E	6h	6	C6	C6_dcDNA_6h	0.00683722638743986	0.00176122995868939	0.257594214215988	cluster_6
NOIR_2	E	6h	6	NRK	NRK_dcDNA_6h	0.00941576441071042	0.00287623515248624	0.305470169709697	cluster_6
NOIR_2	E	6h	6	PC-12	PC-12_dcDNA_6h	0.0119246002912739	0.00322523497629929	0.270469021813624	cluster_6
NOIR_2	E	6h	6	PK-15	PK-15_dcDNA_6h	0.0202145146734932	0.00662536242034157	0.327752732497172	cluster_6
NOIR_2	E	8h	8	C6	C6_dcDNA_8h	0.00785442868506389	0.00172377738550101	0.219465661299971	cluster_6
NOIR_2	E	8h	8	NRK	NRK_dcDNA_8h	0.0107061035966495	0.00106425925239006	0.0994067769644152	cluster_6
NOIR_2	E	8h	8	PC-12	PC-12_dcDNA_8h	0.00918972310787928	0.00147636789505504	0.160654230570799	cluster_6
NOIR_2	E	8h	8	PK-15	PK-15_dcDNA_8h	0.0143643125548754	0.00184373323819157	0.128355132286912	cluster_6
ORF-1	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	0.0672413793103448	0.0463276856639462	0.6889758380792	cluster_7
ORF-1	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	0.0394949599982712	0.0234618037178294	0.594045511600882	cluster_7
ORF-1	E	12h	12	C6	C6_dcDNA_12h	0.0131199152104261	0.00105212235101062	0.0801927706190147	cluster_7
ORF-1	E	12h	12	NRK	NRK_dcDNA_12h	0.0211466896470013	0.00152492887945131	0.0721119430467241	cluster_7
ORF-1	E	12h	12	PC-12	PC-12_dcDNA_12h	0.0119290082841896	0.000986052909085812	0.0826600908973047	cluster_7
ORF-1	E	12h	12	PK-15	PK-15_dcDNA_12h	0.0058356692618778	0.000310565668841146	0.0532185178604883	cluster_7
ORF-1	E	1h	1	C6	C6_dcDNA_1h	0.0305726917455367	0.00895220625912913	0.292817077856288	cluster_7
ORF-1	E	1h	1	NRK	NRK_dcDNA_1h	0.0410244363732736	0.00548909950489582	0.133800729276365	cluster_7
ORF-1	E	1h	1	PC-12	PC-12_dcDNA_1h	0.0359584583381899	0.00160588519211913	0.0446594561150468	cluster_7
ORF-1	E	1h	1	PK-15	PK-15_dcDNA_1h	0.0208638044570026	0.010462268602516	0.501455457180749	cluster_7
ORF-1	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	0.0343592330811949	0.00269442973112769	0.0784193792905807	cluster_7
ORF-1	E	2h	2	C6	C6_dcDNA_2h	0.0259074156002981	1.90318127435763e-05	0.000734608694174702	cluster_7
ORF-1	E	2h	2	NRK	NRK_dcDNA_2h	0.0283389679588661	0.00624441717016907	0.220347373949285	cluster_7
ORF-1	E	2h	2	PC-12	PC-12_dcDNA_2h	0.0342944849725289	0.00432519240169138	0.126119182287065	cluster_7
ORF-1	E	2h	2	PK-15	PK-15_dcDNA_2h	0.0342209922604036	0.00736389439662516	0.215186466265789	cluster_7
ORF-1	E	4h	4	C6	C6_dcDNA_4h	0.0362217471218808	0.00477868909634587	0.131928730004831	cluster_7
ORF-1	E	4h	4	NRK	NRK_dcDNA_4h	0.0481103431919688	0.00519496362971454	0.107980182327649	cluster_7
ORF-1	E	4h	4	PC-12	PC-12_dcDNA_4h	0.0311113004472979	0.00131254411361713	0.0421886611856859	cluster_7
ORF-1	E	4h	4	PK-15	PK-15_dcDNA_4h	0.0253477298177888	0.00280993502922556	0.110855490784566	cluster_7
ORF-1	E	6h	6	C6	C6_dcDNA_6h	0.0294210909405743	0.000821251409733652	0.0279136967215948	cluster_7
ORF-1	E	6h	6	NRK	NRK_dcDNA_6h	0.0419717544573585	0.00717968379958307	0.171059892358737	cluster_7
ORF-1	E	6h	6	PC-12	PC-12_dcDNA_6h	0.0273347630682986	0.00235517525362097	0.0861604414765307	cluster_7
ORF-1	E	6h	6	PK-15	PK-15_dcDNA_6h	0.0167247819136587	0.00164515397987733	0.0983662440784221	cluster_7
ORF-1	E	8h	8	C6	C6_dcDNA_8h	0.0210175517193462	0.00172297006031591	0.0819776767210213	cluster_7
ORF-1	E	8h	8	NRK	NRK_dcDNA_8h	0.0304195924353711	0.000448969035017654	0.014759206125839	cluster_7
ORF-1	E	8h	8	PC-12	PC-12_dcDNA_8h	0.0191215569597486	0.000208548993533503	0.0109064860132731	cluster_7
ORF-1	E	8h	8	PK-15	PK-15_dcDNA_8h	0.00982177202213185	0.000610988596002933	0.0622075725873258	cluster_7
UL1-2-3-3.5	E/L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	0.0172413793103448	0.0243829924547085	1.4142135623731	
UL1-2-3-3.5	E/L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	0.0232760888400641	0.0101646564664574	0.436699504641926	
UL1-2-3-3.5	E/L	12h	12	C6	C6_dcDNA_12h	0.0461831824011855	0.00258489100439755	0.055970395932074	
UL1-2-3-3.5	E/L	12h	12	NRK	NRK_dcDNA_12h	0.0416500475289126	0.00350555512446346	0.0841668937359548	
UL1-2-3-3.5	E/L	12h	12	PC-12	PC-12_dcDNA_12h	0.0525841436456972	0.00260121508684089	0.0494676704134886	
UL1-2-3-3.5	E/L	12h	12	PK-15	PK-15_dcDNA_12h	0.0495631168633046	0.0121143899035419	0.244423488073873	
UL1-2-3-3.5	E/L	1h	1	C6	C6_dcDNA_1h	0.0101485749586788	0.0073413527082628	0.723387543389497	
UL1-2-3-3.5	E/L	1h	1	NRK	NRK_dcDNA_1h	0.00957397469025376	0.00873013937350103	0.911861547157447	
UL1-2-3-3.5	E/L	1h	1	PC-12	PC-12_dcDNA_1h	0.0221948965426571	0.00462541525337715	0.20839994655922	
UL1-2-3-3.5	E/L	1h	1	PK-15	PK-15_dcDNA_1h	0.00843272351273047	0.00462969448971847	0.549015330898641	
UL1-2-3-3.5	E/L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	0.0217754099263596	0.0102523401929786	0.470821914611486	
UL1-2-3-3.5	E/L	2h	2	C6	C6_dcDNA_2h	0.0161347300000168	0.00159510380557101	0.0988615121275254	
UL1-2-3-3.5	E/L	2h	2	NRK	NRK_dcDNA_2h	0.0188306424159107	0.00984366684405057	0.522747266218242	
UL1-2-3-3.5	E/L	2h	2	PC-12	PC-12_dcDNA_2h	0.0224232957150842	0.00268087547962662	0.119557602668692	
UL1-2-3-3.5	E/L	2h	2	PK-15	PK-15_dcDNA_2h	0.0153850778002661	0.0101509838193725	0.659794116816031	
UL1-2-3-3.5	E/L	4h	4	C6	C6_dcDNA_4h	0.0294580468563754	0.0103055055868565	0.349836689346772	
UL1-2-3-3.5	E/L	4h	4	NRK	NRK_dcDNA_4h	0.0327438105650143	0.00411873399592388	0.125786642570081	
UL1-2-3-3.5	E/L	4h	4	PC-12	PC-12_dcDNA_4h	0.0359561271523223	0.00361350440482354	0.1004975977951	
UL1-2-3-3.5	E/L	4h	4	PK-15	PK-15_dcDNA_4h	0.0329165109932518	0.0011511589522336	0.0349720829303445	
UL1-2-3-3.5	E/L	6h	6	C6	C6_dcDNA_6h	0.0325582966059391	0.00315487688316871	0.0968993225091885	
UL1-2-3-3.5	E/L	6h	6	NRK	NRK_dcDNA_6h	0.0381262058057508	0.00401571250366039	0.105326832785828	
UL1-2-3-3.5	E/L	6h	6	PC-12	PC-12_dcDNA_6h	0.0447111403902501	0.00274812410017882	0.0614639679550218	
UL1-2-3-3.5	E/L	6h	6	PK-15	PK-15_dcDNA_6h	0.0360831802070969	0.00734556407565598	0.203573078467492	
