gene	Kinetic_class	hpi	Time	cell_line	mean	sd	varcoeff	y	ymin	ymax
UL52	E	6h	6	PK-15	0	0		0	0	0
UL52	E	8h	8	C6	4.82113585960852e-05	8.35045225903422e-05	1.73205080756888	4.82113585960852e-05	0	9.64227171921705e-05
UL52	E	8h	8	PC-12	4.63434980072296e-05	6.55396034096346e-05	1.4142135623731	4.63434980072296e-05	0	9.26869960144592e-05
UL52	E	8h	8	PK-15	2.46396130400352e-05	2.86693767549206e-05	1.1635481737614	2.46396130400352e-05	8.08734065308303e-06	4.11918854269874e-05
UL52	E			C6	0			0		
UL52	E			PC-12	0			0		
UL52	E			PK-15	0			0		
UL51	L	0.5h	0.5	C6				0		
UL51	L	0.5h	0.5	PC-12	0	0		0	0	0
UL51	L	1.5h	1.5	PC-12	0.00579710144927536	0.0100408742467761	1.73205080756888	0.00579710144927536	0	0.0115942028985507
UL51	L	12h	12	C6	0.00214606760778703	0.000722130231212517	0.336489972912438	0.00214606760778703	0.00172914552440651	0.00256298969116754
UL51	L	12h	12	PC-12	0.00141625001262237	0.0003314969900411	0.234066716389495	0.00141625001262237	0.00122486013618659	0.00160763988905815
UL51	L	12h	12	PK-15	0.000484745340080528	0.000111706677652496	0.230444046422269	0.000484745340080528	0.000420251459667581	0.000549239220493476
UL51	L	1h	1	C6	0.00336700336700337	0.00583182090090531	1.73205080756888	0.00336700336700337	0	0.00673400673400673
UL51	L	1h	1	NRK	0	0		0	0	0
UL51	L	1h	1	PC-12	0	0		0	0	0
UL51	L	1h	1	PK-15	0	0		0	0	0
UL51	L	2.5h	2.5	PC-12	0.000754147812971343	0.00130622232848332	1.73205080756888	0.000754147812971343	0	0.00150829562594269
UL51	L	2h	2	C6	0.00486170112338337	0.000267009074364788	0.0549209150436155	0.00486170112338337	0.00467289719626168	0.00505050505050505
UL51	L	2h	2	NRK	0	0		0	0	0
UL51	L	2h	2	PC-12	0.0043820987466691	0.0052165417285918	1.19042085314873	0.0043820987466691	0.00137032697542771	0.00739387051791049
UL51	L	2h	2	PK-15	0.00289668701800727	0.00118865560466774	0.41035002997509	0.00289668701800727	0.00221041638467859	0.00358295765133594
UL51	L	4h	4	C6	0.00466977094177162	0.00155221199502965	0.332395745826618	0.00466977094177162	0.00377360092860189	0.00556594095494135
UL51	L	4h	4	PC-12	0.0055511995767099	0.00210429605746473	0.379070510506112	0.0055511995767099	0.00433628368147796	0.00676611547194183
UL51	L	4h	4	PK-15	0.00918196195659518	0.00262828983032502	0.286244905255481	0.00918196195659518	0.00766451811554868	0.0106994057976417
UL51	L	6h	6	C6	0.00346800164034098	0.0010804532252884	0.311549225559816	0.00346800164034098	0.00284420167987392	0.00409180160080804
UL51	L	6h	6	PC-12	0.00453869372553364	0.000716030422538281	0.157761344086749	0.00453869372553364	0.0041252933683332	0.00495209408273408
UL51	L	6h	6	PK-15	0.00367526725236813	0.000441962461234776	0.120253149196157	0.00367526725236813	0.00342010010640252	0.00393043439833374
UL51	L	8h	8	C6	0.00297260383188243	0.000790188690917915	0.265823747666207	0.00297260383188243	0.00251638817847037	0.00342881948529449
UL51	L	8h	8	PC-12	0.00170895618479492	0.000974957739026397	0.570498967557436	0.00170895618479492	0.00101955695615905	0.00239835541343079
UL51	L	8h	8	PK-15	0.00232935031948371	0.000406784417898529	0.174634280853337	0.00232935031948371	0.00209449322630785	0.00256420741265957
UL51	L			C6	0			0		
UL51	L			PC-12	0			0		
UL51	L			PK-15	0			0		
UL50	L	0.5h	0.5	C6				0		
UL50	L	0.5h	0.5	PC-12	0	0		0	0	0
UL50	L	1.5h	1.5	PC-12	0.0171558780967192	0.00799676752318915	0.46612405836099	0.0171558780967192	0.012538942214559	0.0217728139788793
UL50	L	12h	12	C6	0.00284964478409922	0.000575845612116671	0.202076278183808	0.00284964478409922	0.00251718016493199	0.00318210940326644
UL50	L	12h	12	PC-12	0.00126772158436886	0.000116373949391037	0.0917977186993895	0.00126772158436886	0.00120053305336128	0.00133491011537643
UL50	L	12h	12	PK-15	0.00070031523574943	6.74034233230263e-05	0.096247261065077	0.00070031523574943	0.000661399851149578	0.000739230620349281
UL50	L	1h	1	C6	0.0186480186480186	0.00605612170478628	0.324759526419164	0.0186480186480186	0.0151515151515152	0.0221445221445221
UL50	L	1h	1	NRK	0.0467105263157895	0.0194385351351239	0.416148921202652	0.0467105263157895	0.0354876828228737	0.0579333698087052
UL50	L	1h	1	PC-12	0.0159348930844501	0.00620987942629837	0.389703237630016	0.0159348930844501	0.0123496175260417	0.0195201686428586
UL50	L	1h	1	PK-15	0	0		0	0	0
UL50	L	2.5h	2.5	PC-12	0.0140091934209581	0.00501813510915034	0.35820299987029	0.0140091934209581	0.0111119717648603	0.016906415077056
UL50	L	2h	2	C6	0.0133224771075238	0.000984595961720153	0.0739048717272034	0.0133224771075238	0.0126262626262626	0.014018691588785
UL50	L	2h	2	NRK	0.0358649400973648	0.0208093101825155	0.580213158756801	0.0358649400973648	0.0238506792618391	0.0478792009328905
UL50	L	2h	2	PC-12	0.0128943986295274	0.00891990620182582	0.691765972039968	0.0128943986295274	0.00774448838275701	0.0180443088762977
UL50	L	2h	2	PK-15	0.0108472259230511	0.00295127615853823	0.272076582480556	0.0108472259230511	0.00914330583846611	0.0125511460076361
UL50	L	4h	4	C6	0.007900159906792	0.00322808281307484	0.408609806783729	0.007900159906792	0.00603642542569683	0.00976389438788716
UL50	L	4h	4	PC-12	0.0100405114900961	0.00160574428368758	0.159926542116055	0.0100405114900961	0.00911343459565935	0.0109675883845328
UL50	L	4h	4	PK-15	0.0070155984996215	0.00131909101489536	0.188022592080566	0.0070155984996215	0.00625402094708604	0.00777717605215695
UL50	L	6h	6	C6	0.00662954195712726	0.00122979652204205	0.185502487199726	0.00662954195712726	0.00591951860407782	0.0073395653101767
UL50	L	6h	6	PC-12	0.00533466061228957	0.000956654242002436	0.179328041937395	0.00533466061228957	0.00478233602814807	0.00588698519643108
UL50	L	6h	6	PK-15	0.00303760161237423	0.000675618924012663	0.222418542728054	0.00303760161237423	0.00264753284472591	0.00342767038002254
UL50	L	8h	8	C6	0.00578366127454151	0.000705979295956068	0.122064426397798	0.00578366127454151	0.00537606393797898	0.00619125861110405
UL50	L	8h	8	PC-12	0.00190839306789342	0.000208370429387552	0.109186326911972	0.00190839306789342	0.00176105292427472	0.00205573321151211
UL50	L	8h	8	PK-15	0.00231972843192414	0.00028053970851988	0.120936444395425	0.00231972843192414	0.00215775875569181	0.00248169810815647
UL50	L			C6	0			0		
UL50	L			PC-12	0			0		
UL50	L			PK-15	0			0		
UL49.5	L	0.5h	0.5	C6				0		
UL49.5	L	0.5h	0.5	PC-12	0	0		0	0	0
UL49.5	L	1.5h	1.5	PC-12	0.0282511501328322	0.0181295087787804	0.641726396749813	0.0282511501328322	0.0177840733591277	0.0387182269065368
UL49.5	L	12h	12	C6	0.011359590875199	0.00158455674710893	0.139490652834024	0.011359590875199	0.0104447466107094	0.0122744351396886
UL49.5	L	12h	12	PC-12	0.00850587918672726	0.000949046195115186	0.111575320349729	0.00850587918672726	0.00795794711050412	0.0090538112629504
UL49.5	L	12h	12	PK-15	0.010359683034759	0.00264821170125235	0.255626711007183	0.010359683034759	0.00883073729616979	0.0118886287733481
UL49.5	L	1h	1	C6	0.0244755244755245	0.0112865882255897	0.461137747502665	0.0244755244755245	0.0179592097252478	0.0309918392258012
UL49.5	L	1h	1	NRK	0.0258771929824561	0.0263267521025595	1.01737279311586	0.0258771929824561	0.0106774355691549	0.0410769503957574
UL49.5	L	1h	1	PC-12	0.0307407258944518	0.0182484476242691	0.593624486517498	0.0307407258944518	0.0202049797462873	0.0412764720426163
UL49.5	L	1h	1	PK-15	0.0206349206349206	0.018028280462858	0.873678207046196	0.0206349206349206	0.0102262880566635	0.0310435532131778
UL49.5	L	2.5h	2.5	PC-12	0.0236395412866001	0.00134043571945756	0.0567031188637055	0.0236395412866001	0.0228656403631399	0.0244134422100603
UL49.5	L	2h	2	C6	0.0198244123477768	0.0148190036272457	0.747512882968636	0.0198244123477768	0.00934579439252337	0.0303030303030303
UL49.5	L	2h	2	NRK	0.0277379244380679	0.029554308092741	1.06548376244692	0.0277379244380679	0.0106747367050107	0.0448011121711251
UL49.5	L	2h	2	PC-12	0.0268526593825235	0.00396412176503674	0.147624922677741	0.0268526593825235	0.0245639726143791	0.0291413461506679
UL49.5	L	2h	2	PK-15	0.0354893396820248	0.0201532782293043	0.567868503890812	0.0354893396820248	0.0238538390712826	0.047124840292767
UL49.5	L	4h	4	C6	0.00933954188354324	0.00310442399005929	0.332395745826618	0.00933954188354324	0.00754720185720378	0.0111318819098827
UL49.5	L	4h	4	PC-12	0.0155636439114266	0.000491707210965674	0.0315933218315711	0.0155636439114266	0.0152797566208131	0.0158475312020402
UL49.5	L	4h	4	PK-15	0.0205899358414124	0.00253615144156705	0.123174324636122	0.0205899358414124	0.019125688123918	0.0220541835589068
UL49.5	L	6h	6	C6	0.014476609243583	0.000232310773378265	0.0160473194702855	0.014476609243583	0.0143424845560374	0.0146107339311286
UL49.5	L	6h	6	PC-12	0.018241451476166	0.00133271755352703	0.0730598414971714	0.018241451476166	0.0174720066378834	0.0190108963144486
UL49.5	L	6h	6	PK-15	0.00939883110465292	0.00253406604960258	0.269615021419854	0.00939883110465292	0.00793578738877058	0.0108618748205353
UL49.5	L	8h	8	C6	0.0118744354101871	0.00236501213182086	0.199168385706314	0.0118744354101871	0.0105089950192436	0.0132398758011306
UL49.5	L	8h	8	PC-12	0.0107989930271348	0.00412764021030525	0.38222454630109	0.0107989930271348	0.00788031064412974	0.01371767541014
UL49.5	L	8h	8	PK-15	0.00991108388444794	0.00144766480183418	0.146065235519376	0.00991108388444794	0.00907527422141263	0.0107468935474833
UL49.5	L			C6	0			0		
UL49.5	L			PC-12	0			0		
UL49.5	L			PK-15	0			0		
UL49	L	0.5h	0.5	C6				0		
UL49	L	0.5h	0.5	PC-12	0	0		0	0	0
UL49	L	1.5h	1.5	PC-12	0	0		0	0	0
UL49	L	12h	12	C6	0.00702827352751838	0.000598797701133461	0.0851984059511826	0.00702827352751838	0.00668255751357885	0.00737398954145791
UL49	L	12h	12	PC-12	0.00492539910231076	0.00100990331303738	0.205039894648046	0.00492539910231076	0.00434233115267313	0.00550846705194838
UL49	L	12h	12	PK-15	0.00672054726113372	0.00182790778093446	0.271987936385124	0.00672054726113372	0.0056652042117574	0.00777589031051004
UL49	L	1h	1	C6	0.00168350168350168	0.00291591045045266	1.73205080756888	0.00168350168350168	0	0.00336700336700337
UL49	L	1h	1	NRK	0	0		0	0	0
UL49	L	1h	1	PC-12	0	0		0	0	0
UL49	L	1h	1	PK-15	0	0		0	0	0
UL49	L	2.5h	2.5	PC-12	0.00672029495558907	0.00591050345916788	0.879500602016328	0.00672029495558907	0.00330786419239228	0.0101327257187859
UL49	L	2h	2	C6	0.00593552345888794	0.00482285140571397	0.812540197864462	0.00593552345888794	0.00252525252525253	0.00934579439252336
UL49	L	2h	2	NRK	0.0040650406504065	0.0070408569413369	1.73205080756888	0.0040650406504065	8.67361737988404e-19	0.00813008130081301
UL49	L	2h	2	PC-12	0.00653620521549638	0.00445541723489998	0.681651981234746	0.00653620521549638	0.00396386887557477	0.00910854155541798
UL49	L	2h	2	PK-15	0.00241397021058038	0.00210329689054374	0.871301924657161	0.00241397021058038	0.00119963118463925	0.00362830923652151
UL49	L	4h	4	C6	0.00296145188692591	0.000961500774736784	0.324672090396463	0.00296145188692591	0.0024063291558056	0.00351657461804623
UL49	L	4h	4	PC-12	0.00470186318843328	0.00184377396174066	0.392136880178989	0.00470186318843328	0.00363735979529749	0.00576636658156907
UL49	L	4h	4	PK-15	0.0062937963072205	0.00149276950673575	0.237181096093495	0.0062937963072205	0.00543194543066855	0.00715564718377245
UL49	L	6h	6	C6	0.00430398206889697	0.000372246948601167	0.0864889636253914	0.00430398206889697	0.00408906519291707	0.00451889894487687
UL49	L	6h	6	PC-12	0.00511682610519529	0.0014603057264931	0.285392877629827	0.00511682610519529	0.00427371820090534	0.00595993400948524
UL49	L	6h	6	PK-15	0.00517841628550718	0.000507001854741058	0.0979067395875458	0.00517841628550718	0.00488569862819279	0.00547113394282157
UL49	L	8h	8	C6	0.0041549110335969	0.00031801262012928	0.076538972208504	0.0041549110335969	0.00397130636175956	0.00433851570543423
UL49	L	8h	8	PC-12	0.00461123097942378	0.00199888305291641	0.433481441687875	0.00461123097942378	0.00319780721790772	0.00602465474093985
UL49	L	8h	8	PK-15	0.00609723769918437	0.000703592476192151	0.115395284045802	0.00609723769918437	0.00569101839365503	0.0065034570047137
UL49	L			C6	0			0		
UL49	L			PC-12	0			0		
UL49	L			PK-15	0			0		
UL48	L	0.5h	0.5	C6				0		
UL48	L	0.5h	0.5	PC-12	0	0		0	0	0
UL48	L	1.5h	1.5	PC-12	0	0		0	0	0
UL48	L	12h	12	C6	0	0		0	0	0
UL48	L	12h	12	PC-12	0	0		0	0	0
UL48	L	12h	12	PK-15	3.58851245393247e-06	6.21548589380471e-06	1.73205080756888	3.58851245393247e-06	0	7.17702490786494e-06
UL48	L	1h	1	C6	0	0		0	0	0
UL48	L	1h	1	NRK	0	0		0	0	0
UL48	L	1h	1	PC-12	0	0		0	0	0
UL48	L	1h	1	PK-15	0	0		0	0	0
UL48	L	2.5h	2.5	PC-12	0	0		0	0	0
UL48	L	2h	2	C6	0	0		0	0	0
UL48	L	2h	2	NRK	0	0		0	0	0
UL48	L	2h	2	PC-12	0	0		0	0	0
UL48	L	2h	2	PK-15	0	0		0	0	0
UL48	L	4h	4	C6	0	0		0	0	0
UL48	L	4h	4	PC-12	0	0		0	0	0
UL48	L	4h	4	PK-15	0	0		0	0	0
UL48	L	6h	6	C6	0	0		0	0	0
UL48	L	6h	6	PC-12	0	0		0	0	0
UL48	L	6h	6	PK-15	0	0		0	0	0
UL48	L	8h	8	C6	0	0		0	0	0
UL48	L	8h	8	PC-12	0	0		0	0	0
UL48	L	8h	8	PK-15	0	0		0	0	0
UL48	L			C6	0			0		
UL48	L			PC-12	0			0		
UL48	L			PK-15	0			0		
UL47	L	0.5h	0.5	C6				0		
UL47	L	0.5h	0.5	PC-12	0	0		0	0	0
UL47	L	1.5h	1.5	PC-12	0	0		0	0	0
UL47	L	12h	12	C6	0.000577385749110678	0.000101628004029613	0.176014049855138	0.000577385749110678	0.000518710793626977	0.00063606070459438
UL47	L	12h	12	PC-12	0.000307226866067252	8.05402282646131e-05	0.262152295779311	0.000307226866067252	0.000260726943598084	0.00035372678853642
UL47	L	12h	12	PK-15	0.00038593479824661	0.000241634184743774	0.626101056037375	0.00038593479824661	0.000246427236639377	0.000525442359853844
UL47	L	1h	1	C6	0	0		0	0	0
UL47	L	1h	1	NRK	0	0		0	0	0
UL47	L	1h	1	PC-12	0	0		0	0	0
UL47	L	1h	1	PK-15	0	0		0	0	0
UL47	L	2.5h	2.5	PC-12	0	0		0	0	0
UL47	L	2h	2	C6	0	0		0	0	0
UL47	L	2h	2	NRK	0	0		0	0	0
UL47	L	2h	2	PC-12	0	0		0	0	0
UL47	L	2h	2	PK-15	0	0		0	0	0
UL47	L	4h	4	C6	0	0		0	0	0
UL47	L	4h	4	PC-12	0	0		0	0	0
