gene	Kinetic_class	hpi	Time	cell_line	mean	sd	varcoeff	y	ymin	ymax
UL32	L	4h	4	PC-12	0.000175623463294696	0.000304188761427622	1.73205080756888	0.000175623463294696	0	0.000351246926589392
UL32	L	4h	4	PK-15	0	0		0	0	0
UL32	L	6h	6	C6	0	0		0	0	0
UL32	L	6h	6	PC-12	7.01431933921469e-05	6.22417639759091e-05	0.887352870120077	7.01431933921469e-05	3.42078942058186e-05	0.000106078492578475
UL32	L	6h	6	PK-15	1.80409348812455e-05	3.12478158303589e-05	1.73205080756888	1.80409348812455e-05	0	3.60818697624911e-05
UL32	L	8h	8	C6	0	0		0	0	0
UL32	L	8h	8	PC-12	4.63434980072296e-05	6.55396034096346e-05	1.4142135623731	4.63434980072296e-05	0	9.26869960144592e-05
UL32	L	8h	8	PK-15	6.10618644773161e-05	2.58816800569626e-05	0.423859970187733	6.10618644773161e-05	4.6119069529349e-05	7.60046594252833e-05
UL32	L			C6	0			0		
UL32	L			PC-12	0			0		
UL32	L			PK-15	0			0		
UL33	E	0.5h	0.5	C6				0		
UL33	E	0.5h	0.5	PC-12	0	0		0	0	0
UL33	E	1.5h	1.5	PC-12	0	0		0	0	0
UL33	E	12h	12	C6	0.000765799004657637	0.00025480629948572	0.332732607297701	0.000765799004657637	0.000618686519058345	0.00091291149025693
UL33	E	12h	12	PC-12	0.000159389200858981	6.12236198768723e-05	0.384113977276539	0.000159389200858981	0.000124041727442306	0.000194736674275657
UL33	E	12h	12	PK-15	0.000224695186372574	0.000158449790660627	0.705176613787785	0.000224695186372574	0.000133214157081621	0.000316176215663527
UL33	E	1h	1	C6	0.00168350168350168	0.00291591045045266	1.73205080756888	0.00168350168350168	0	0.00336700336700337
UL33	E	1h	1	NRK	0	0		0	0	0
UL33	E	1h	1	PC-12	0	0		0	0	0
UL33	E	1h	1	PK-15	0	0		0	0	0
UL33	E	2.5h	2.5	PC-12	0	0		0	0	0
UL33	E	2h	2	C6	0	0		0	0	0
UL33	E	2h	2	NRK	0	0		0	0	0
UL33	E	2h	2	PC-12	0	0		0	0	0
UL33	E	2h	2	PK-15	0.000256805341551104	0.000444799899221592	1.73205080756888	0.000256805341551104	0	0.000513610683102209
UL33	E	4h	4	C6	0	0		0	0	0
UL33	E	4h	4	PC-12	0.000763902041817428	0.000205275524377044	0.26871969590324	0.000763902041817428	0.0006453861625603	0.000882417921074556
UL33	E	4h	4	PK-15	0	0		0	0	0
UL33	E	6h	6	C6	0.00123498293293616	0.000614951845239642	0.497943598117263	0.00123498293293616	0.000879940319548395	0.00159002554632392
UL33	E	6h	6	PC-12	0.000312015001222349	0.000148089580609297	0.474623271410482	0.000312015001222349	0.000226515441993393	0.000397514560451306
UL33	E	6h	6	PK-15	0.000203710088514707	0.000109241403613411	0.536259173072442	0.000203710088514707	0.000140639534731852	0.000266780642297562
UL33	E	8h	8	C6	0.000627365754898524	0.000146158783508289	0.232972205395448	0.000627365754898524	0.000542980941895585	0.000711750567901462
UL33	E	8h	8	PC-12	0.000231717490036148	0.000327698017048173	1.4142135623731	0.000231717490036148	0	0.000463434980072296
UL33	E	8h	8	PK-15	0.000227333901549367	3.45567035048312e-05	0.152008579755655	0.000227333901549367	0.000207382579478546	0.000247285223620187
UL33	E			C6	0			0		
UL33	E			PC-12	0			0		
UL33	E			PK-15	0			0		
UL34	E	0.5h	0.5	C6				0		
UL34	E	0.5h	0.5	PC-12	0	0		0	0	0
UL34	E	1.5h	1.5	PC-12	0.0142918853538953	0.00453172677592135	0.31708390206798	0.0142918853538953	0.0116754916799233	0.0169082790278674
UL34	E	12h	12	C6	0.0200798822175296	0.0030108174538859	0.149941987770101	0.0200798822175296	0.0183415859500478	0.0218181784850115
UL34	E	12h	12	PC-12	0.00715651048436926	0.00132970255911376	0.185803201437069	0.00715651048436926	0.0063888063539228	0.00792421461481573
UL34	E	12h	12	PK-15	0.0100367522666917	0.00506683979144271	0.504828619538385	0.0100367522666917	0.0071114109491615	0.0129620935842218
UL34	E	1h	1	C6	0.0143745143745144	0.00134580482328584	0.0936243679766961	0.0143745143745144	0.0135975135975136	0.0151515151515152
UL34	E	1h	1	NRK	0.00833333333333333	0.0144337567297406	1.73205080756888	0.00833333333333333	0	0.0166666666666667
UL34	E	1h	1	PC-12	0.00952463667419373	0.0099224256430474	1.0417642144746	0.00952463667419373	0.00379592155816627	0.0152533517902212
UL34	E	1h	1	PK-15	0	0		0	0	0
UL34	E	2.5h	2.5	PC-12	0.0144592879886998	0.00512726994457829	0.354600444267059	0.0144592879886998	0.0114990573059896	0.0174195186714099
UL34	E	2h	2	C6	0.00612432738600963	0.0020526322591793	0.335160439637554	0.00612432738600963	0.00467289719626168	0.00757575757575758
UL34	E	2h	2	NRK	0.0297091319329483	0.0173977527508031	0.585602864131769	0.0297091319329483	0.0196645346989776	0.039753729166919
UL34	E	2h	2	PC-12	0.0206544739494069	0.0202577797222986	0.980793786949982	0.0206544739494069	0.00895863937355371	0.0323503085252601
UL34	E	2h	2	PK-15	0.0108367992400107	0.00689416004574551	0.636180471101791	0.0108367992400107	0.00685645408176313	0.0148171443982582
UL34	E	4h	4	C6	0.0202106471078072	0.00122714883984859	0.0607179390794741	0.0202106471078072	0.0195021523947849	0.0209191418208295
UL34	E	4h	4	PC-12	0.0149381779673997	0.00486332918949516	0.325563746804238	0.0149381779673997	0.0121303335506869	0.0177460223841125
UL34	E	4h	4	PK-15	0.0163274222148873	0.00545952846917342	0.334377858140731	0.0163274222148873	0.0131753619835616	0.019479482446213
UL34	E	6h	6	C6	0.0169919536432214	0.00191693616655276	0.11281434770848	0.0169919536432214	0.0158852100314428	0.018098697255
UL34	E	6h	6	PC-12	0.0136743829489783	0.00109549083589236	0.080112633965265	0.0136743829489783	0.0130419010199811	0.0143068648779755
UL34	E	6h	6	PK-15	0.00826350202662541	0.000925718242850778	0.112024930818443	0.00826350202662541	0.00772903834992176	0.00879796570332905
UL34	E	8h	8	C6	0.0113814379198258	0.00236076545766096	0.207422425381652	0.0113814379198258	0.0100184493473516	0.0127444264922999
UL34	E	8h	8	PC-12	0.0122488522203871	0.00876226922345938	0.715354309596078	0.0122488522203871	0.00605299223389676	0.0184447122068774
UL34	E	8h	8	PK-15	0.0115084713812204	0.00261485367920607	0.227211207517361	0.0115084713812204	0.00999878490563925	0.0130181578568015
UL34	E			C6	0			0		
UL34	E			PC-12	0			0		
UL34	E			PK-15	0			0		
UL35	L	0.5h	0.5	C6				0		
UL35	L	0.5h	0.5	PC-12	0	0		0	0	0
UL35	L	1.5h	1.5	PC-12	0.00303030303030303	0.00524863881081478	1.73205080756888	0.00303030303030303	4.33680868994202e-19	0.00606060606060606
UL35	L	12h	12	C6	0.119439552783537	0.0441620002835917	0.369743516736266	0.119439552783537	0.0939426100318526	0.144936495535221
UL35	L	12h	12	PC-12	0.144676979122691	0.00163760660536609	0.0113190544570145	0.144676979122691	0.143731506508257	0.145622451737126
UL35	L	12h	12	PK-15	0.106953492632996	0.01792883199325	0.167632038485845	0.106953492632996	0.0966022766554379	0.117304708610555
UL35	L	1h	1	C6	0.00168350168350168	0.00291591045045266	1.73205080756888	0.00168350168350168	0	0.00336700336700337
UL35	L	1h	1	NRK	0	0		0	0	0
UL35	L	1h	1	PC-12	0	0		0	0	0
UL35	L	1h	1	PK-15	0	0		0	0	0
UL35	L	2.5h	2.5	PC-12	0.0179774473892121	0.0108734410608013	0.604837874109214	0.0179774473892121	0.0116996632657409	0.0242552315126832
UL35	L	2h	2	C6	0.0035990748607571	0.00151861411044973	0.421945685822792	0.0035990748607571	0.00252525252525253	0.00467289719626168
UL35	L	2h	2	NRK	0.00854700854700855	0.0148038530561443	1.73205080756888	0.00854700854700855	0	0.0170940170940171
UL35	L	2h	2	PC-12	0.0089422092948036	0.0012304717809894	0.137602659524468	0.0089422092948036	0.00823179608081913	0.00965262250878806
UL35	L	2h	2	PK-15	0.012326656394453	0.0213503951626364	1.73205080756888	0.012326656394453	-1.73472347597681e-18	0.024653312788906
UL35	L	4h	4	C6	0.0204795841859017	0.00374609731005427	0.1829186215916	0.0204795841859017	0.0183167738955313	0.022642394476272
UL35	L	4h	4	PC-12	0.0306576548471731	0.00180985901962274	0.059034490036658	0.0306576548471731	0.0296127322549987	0.0317025774393476
UL35	L	4h	4	PK-15	0.0443406737049374	0.00528341045907434	0.11915494325216	0.0443406737049374	0.0412902952541516	0.0473910521557233
UL35	L	6h	6	C6	0.024689262612155	0.00320067396688466	0.12963829731022	0.024689262612155	0.022841352635786	0.0265371725885241
UL35	L	6h	6	PC-12	0.0528866483416636	0.00286390420038346	0.0541517432128007	0.0528866483416636	0.0512331724806389	0.0545401242026883
UL35	L	6h	6	PK-15	0.0806170851268557	0.0273205751976306	0.33889311620037	0.0806170851268557	0.0648435436820883	0.0963906265716232
UL35	L	8h	8	C6	0.0695059728044339	0.0138914261137749	0.199859458882197	0.0695059728044339	0.0614857541982182	0.0775261914106496
UL35	L	8h	8	PC-12	0.102248872756336	0.0156198030792109	0.15276259442423	0.102248872756336	0.0912040040782279	0.113293741434445
UL35	L	8h	8	PK-15	0.0833765978564251	0.00328853319079888	0.0394419210587334	0.0833765978564251	0.0814779623334784	0.0852752333793718
UL35	L			C6	0			0		
UL35	L			PC-12	0			0		
UL35	L			PK-15	0			0		
UL36	L	0.5h	0.5	C6				0		
UL36	L	0.5h	0.5	PC-12	0	0		0	0	0
UL36	L	1.5h	1.5	PC-12	0	0		0	0	0
UL36	L	12h	12	C6	0.000139088356807032	0.000125344016584228	0.901182668784617	0.000139088356807032	6.67209550908192e-05	0.000211455758523246
UL36	L	12h	12	PC-12	0	0		0	0	0
UL36	L	12h	12	PK-15	9.61161546331979e-05	9.71968162838595e-05	1.01124328844392	9.61161546331979e-05	3.9999546587337e-05	0.000152232762679059
UL36	L	1h	1	C6	0	0		0	0	0
UL36	L	1h	1	NRK	0	0		0	0	0
UL36	L	1h	1	PC-12	0	0		0	0	0
UL36	L	1h	1	PK-15	0	0		0	0	0
UL36	L	2.5h	2.5	PC-12	0	0		0	0	0
UL36	L	2h	2	C6	0	0		0	0	0
UL36	L	2h	2	NRK	0	0		0	0	0
UL36	L	2h	2	PC-12	0	0		0	0	0
UL36	L	2h	2	PK-15	0	0		0	0	0
UL36	L	4h	4	C6	0	0		0	0	0
UL36	L	4h	4	PC-12	0	0		0	0	0
UL36	L	4h	4	PK-15	0	0		0	0	0
UL36	L	6h	6	C6	0	0		0	0	0
UL36	L	6h	6	PC-12	0	0		0	0	0
UL36	L	6h	6	PK-15	2.29949500354047e-05	2.12554909183546e-05	0.924354733784075	2.29949500354047e-05	1.0723086631935e-05	3.52668134388744e-05
UL36	L	8h	8	C6	0.000109331041112113	9.53146411008969e-05	0.871798531609675	0.000109331041112113	5.43011074147974e-05	0.000164360974809428
UL36	L	8h	8	PC-12	0	0		0	0	0
UL36	L	8h	8	PK-15	0.000216829651776233	0.000152403397784508	0.702871570082988	0.000216829651776233	0.000128839509039933	0.000304819794512532
UL36	L			C6	0			0		
UL36	L			PC-12	0			0		
UL36	L			PK-15	0			0		
UL37	L	0.5h	0.5	C6				0		
UL37	L	0.5h	0.5	PC-12	0	0		0	0	0
UL37	L	1.5h	1.5	PC-12	0	0		0	0	0
UL37	L	12h	12	C6	0.00210286843358866	0.000997390443517992	0.474299974067275	0.00210286843358866	0.00152702479253639	0.00267871207464093
UL37	L	12h	12	PC-12	0.000295176626531681	9.68271131211958e-05	0.328031098732011	0.000295176626531681	0.000239273466706304	0.000351079786357058
UL37	L	12h	12	PK-15	0.000504833080317498	0.000119682128796807	0.237072675034561	0.000504833080317498	0.000435734571039474	0.000573931589595522
UL37	L	1h	1	C6	0	0		0	0	0
UL37	L	1h	1	NRK	0	0		0	0	0
UL37	L	1h	1	PC-12	0	0		0	0	0
UL37	L	1h	1	PK-15	0	0		0	0	0
UL37	L	2.5h	2.5	PC-12	0	0		0	0	0
UL37	L	2h	2	C6	0	0		0	0	0
UL37	L	2h	2	NRK	0.00854700854700855	0.0148038530561443	1.73205080756888	0.00854700854700855	0	0.0170940170940171
UL37	L	2h	2	PC-12	0	0		0	0	0
UL37	L	2h	2	PK-15	0	0		0	0	0
UL37	L	4h	4	C6	0.00053850296176629	0.000932714489805534	1.73205080756888	0.00053850296176629	0	0.00107700592353258
UL37	L	4h	4	PC-12	0.000294204177699323	0.000509576583574251	1.73205080756888	0.000294204177699323	5.42101086242752e-20	0.000588408355398647
UL37	L	4h	4	PK-15	0.00042581734696366	0.000383221183269984	0.899966114585482	0.00042581734696366	0.000204564493643568	0.000647070200283752
UL37	L	6h	6	C6	0.000987522859371474	0.00079513230929532	0.805178636372423	0.000987522859371474	0.000528453006558453	0.0014465927121845
UL37	L	6h	6	PC-12	0.000312015001222349	0.000148089580609297	0.474623271410482	0.000312015001222349	0.000226515441993393	0.000397514560451306
UL37	L	6h	6	PK-15	0.000692891332182372	5.94148114549546e-05	0.0857491047951461	0.000692891332182372	0.000658588174795003	0.000727194489569741
UL37	L	8h	8	C6	0.000784908154606722	0.000149625027697254	0.190627434329847	0.000784908154606722	0.000698522104588207	0.000871294204625237
UL37	L	8h	8	PC-12	0.00025323789466125	3.51051553210583e-05	0.138625206026205	0.00025323789466125	0.000228414801279123	0.000278060988043378
UL37	L	8h	8	PK-15	0.00110374757251209	0.000536432459594557	0.486010092301862	0.00110374757251209	0.000794038147563119	0.00141345699746106
UL37	L			C6	0			0		
UL37	L			PC-12	0			0		
UL37	L			PK-15	0			0		
UL38	E	0.5h	0.5	C6				0		
UL38	E	0.5h	0.5	PC-12	0	0		0	0	0
UL38	E	1.5h	1.5	PC-12	0	0		0	0	0
UL38	E	12h	12	C6	0.0101951719014396	0.00103499890680254	0.101518534146187	0.0101951719014396	0.00959761500398614	0.010792728798893
UL38	E	12h	12	PC-12	0.00822548506666937	0.0019255414697812	0.234094579732898	0.00822548506666937	0.00711377318075541	0.00933719695258333
UL38	E	12h	12	PK-15	0.015021129268987	0.00139578943810666	0.0929217379806753	0.015021129268987	0.014215269861164	0.0158269886768099
UL38	E	1h	1	C6	0.0135975135975136	0.0107313343565914	0.789212989539036	0.0135975135975136	0.00740177481797167	0.0197932523770555
UL38	E	1h	1	NRK	0	0		0	0	0
UL38	E	1h	1	PC-12	0.00622430664119043	0.00541988829668195	0.870761774623199	0.00622430664119043	0.00309513267412341	0.00935348060825746
UL38	E	1h	1	PK-15	0	0		0	0	0
UL38	E	2.5h	2.5	PC-12	0.00318836936483995	0.00341224300067657	1.07021571537646	0.00318836936483995	0.00121830994985892	0.00515842877982099
UL38	E	2h	2	C6	0.0035990748607571	0.00151861411044973	0.421945685822792	0.0035990748607571	0.00252525252525253	0.00467289719626168
UL38	E	2h	2	NRK	0.0170970827355332	0.0184095254722601	1.07676413321667	0.0170970827355332	0.00646833824847062	0.0277258272225959
UL38	E	2h	2	PC-12	0.0048181263400571	0.00245868109551441	0.510298178583103	0.0048181263400571	0.00339860614771041	0.00623764653240379
UL38	E	2h	2	PK-15	0.00623515645817162	0.00461189718232482	0.739660217552456	0.00623515645817162	0.00357247637848151	0.00889783653786174
UL38	E	4h	4	C6	0.0127555511876573	0.0040516731051705	0.317639986352846	0.0127555511876573	0.0104163166297187	0.0150947857455959
UL38	E	4h	4	PC-12	0.0132752650107156	0.00634374663267605	0.477862146447205	0.0132752650107156	0.00961270118466932	0.0169378288367619
UL38	E	4h	4	PK-15	0.0170198126982065	0.00322251828601312	0.189339233230968	0.0170198126982065	0.0151592908983084	0.0188803344981047
UL38	E	6h	6	C6	0.0130011109255926	0.000967837024547094	0.0744426403317511	0.0130011109255926	0.0124423299589387	0.0135598918922466
UL38	E	6h	6	PC-12	0.0155904419245665	0.00176939292717194	0.113492159858781	0.0155904419245665	0.0145688824417616	0.0166120014073714
UL38	E	6h	6	PK-15	0.0177888780980508	0.00308632989629208	0.173497725898198	0.0177888780980508	0.0160069847016186	0.019570771494483
UL38	E	8h	8	C6	0.0100853389256	0.00200997523769848	0.199296746745564	0.0100853389256	0.00892487918105029	0.0112457986701497
UL38	E	8h	8	PC-12	0.00891297249990801	0.00194494536651054	0.218215120323844	0.00891297249990801	0.00753768844221106	0.010288256557605
UL38	E	8h	8	PK-15	0.0132492696748141	0.00166613931110691	0.125753294483402	0.0132492696748141	0.0122873236950391	0.0142112156545891
UL38	E			C6	0			0		
UL38	E			PC-12	0			0		
UL38	E			PK-15	0			0		
UL39	E	0.5h	0.5	C6				0		
UL39	E	0.5h	0.5	PC-12	0	0		0	0	0
UL39	E	1.5h	1.5	PC-12	0	0		0	0	0
UL39	E	12h	12	C6	0	0		0	0	0
UL39	E	12h	12	PC-12	0	0		0	0	0
UL39	E	12h	12	PK-15	5.34140954456472e-06	9.25159271521942e-06	1.73205080756888	5.34140954456472e-06	0	1.06828190891294e-05
UL39	E	1h	1	C6	0	0		0	0	0
UL39	E	1h	1	NRK	0	0		0	0	0
UL39	E	1h	1	PC-12	0	0		0	0	0
UL39	E	1h	1	PK-15	0	0		0	0	0
UL39	E	2.5h	2.5	PC-12	0	0		0	0	0
UL39	E	2h	2	C6	0	0		0	0	0
UL39	E	2h	2	NRK	0	0		0	0	0
UL39	E	2h	2	PC-12	0	0		0	0	0
UL39	E	2h	2	PK-15	0	0		0	0	0
UL39	E	4h	4	C6	0	0		0	0	0
UL39	E	4h	4	PC-12	0	0		0	0	0
UL39	E	4h	4	PK-15	0	0		0	0	0
UL39	E	6h	6	C6	0.000139703827884884	0.000241974127908477	1.73205080756888	0.000139703827884884	0	0.000279407655769768
UL39	E	6h	6	PC-12	0	0		0	0	0
UL39	E	6h	6	PK-15	0	0		0	0	0
UL39	E	8h	8	C6	0	0		0	0	0
UL39	E	8h	8	PC-12	4.63434980072296e-05	6.55396034096346e-05	1.4142135623731	4.63434980072296e-05	0	9.26869960144592e-05
UL39	E	8h	8	PK-15	6.23402531014276e-06	1.07976485728376e-05	1.73205080756888	6.23402531014276e-06	0	1.24680506202855e-05
UL39	E			C6	0			0		
UL39	E			PC-12	0			0		
UL39	E			PK-15	0			0		
UL40	E	0.5h	0.5	C6				0		
UL40	E	0.5h	0.5	PC-12	0.0580808080808081	0.05044187968545	0.868477580671225	0.0580808080808081	0.0289581752659828	0.0872034408956333
UL40	E	1.5h	1.5	PC-12	0.0745242877815936	0.0294538755038225	0.395225186051321	0.0745242877815936	0.0575190848307839	0.0915294907324032
UL40	E	12h	12	C6	0.0273285426723426	0.0054365719709389	0.198933841299957	0.0273285426723426	0.0241897363814522	0.0304673489632329
UL40	E	12h	12	PC-12	0.0160861221790773	0.00191205904653441	0.118863889335701	0.0160861221790773	0.0149821943738542	0.0171900499843004
UL40	E	12h	12	PK-15	0.00404382898217033	0.0010884286650189	0.269157936653083	0.00404382898217033	0.00341542439942796	0.0046722335649127
UL40	E	1h	1	C6	0.0514115514115514	0.033420819778265	0.650064408886052	0.0514115514115514	0.0321160321160321	0.0707070707070707
UL40	E	1h	1	NRK	0.12609649122807	0.167224798384777	1.32616535762536	0.12609649122807	0.0295492088654385	0.222643773590702
UL40	E	1h	1	PC-12	0.0637440262244848	0.0392086618102714	0.615095470627975	0.0637440262244848	0.0411068947737596	0.08638115767521
UL40	E	1h	1	PK-15	0.0368950832365467	0.0105648504748078	0.286348465649829	0.0368950832365467	0.0307954639709682	0.0429947025021251
UL40	E	2.5h	2.5	PC-12	0.0715404965404965	0.00575381306272818	0.0804273571049531	0.0715404965404965	0.0682185310198637	0.0748624620611294
UL40	E	2h	2	C6	0.0524048900217125	0.00802696029809141	0.153171971065404	0.0524048900217125	0.0467289719626168	0.0580808080808081
UL40	E	2h	2	NRK	0.142920207482618	0.0768366736299828	0.537619382055038	0.142920207482618	0.0985585332787118	0.187281881686524
UL40	E	2h	2	PC-12	0.0524033541663257	0.00843486202152022	0.160960346063887	0.0524033541663257	0.0475334843076236	0.0572732240250277
UL40	E	2h	2	PK-15	0.0837467320072137	0.05059028869373	0.604086720534626	0.0837467320072137	0.0545384152115078	0.11295504880292
UL40	E	4h	4	C6	0.035183911214861	0.0155911551652819	0.443133086315216	0.035183911214861	0.0261823535832083	0.0441854688465137
UL40	E	4h	4	PC-12	0.0224546415620485	0.00598942396069799	0.266734338383782	0.0224546415620485	0.0189966460260487	0.0259126370980483
UL40	E	4h	4	PK-15	0.0800138213664232	0.00776502453183494	0.0970460402869027	0.0800138213664232	0.0755306823627042	0.0844969603701421
UL40	E	6h	6	C6	0.0233438720578723	0.00143199686231598	0.0613435876775665	0.0233438720578723	0.0225171082839354	0.0241706358318091
UL40	E	6h	6	PC-12	0.0185964192651777	0.00031010043562273	0.0166752766326043	0.0185964192651777	0.0184173826951951	0.0187754558351603
UL40	E	6h	6	PK-15	0.0298970535418776	0.00552445755546206	0.184782675915665	0.0298970535418776	0.0267075064851049	0.0330866005986503
UL40	E	8h	8	C6	0.0598377080908669	0.00514902483779341	0.0860498338267622	0.0598377080908669	0.0568649172147029	0.062810498967031
UL40	E	8h	8	PC-12	0.035144667929677	0.000763428594170726	0.0217224586016381	0.035144667929677	0.0346048423937871	0.0356844934655668
UL40	E	8h	8	PK-15	0.0224357752404208	0.00309977336614544	0.138162079666444	0.0224357752404208	0.0206461202530499	0.0242254302277917
UL40	E			C6	0			0		
UL40	E			PC-12	0			0		
UL40	E			PK-15	0			0		
UL41	L	0.5h	0.5	C6				0		
UL41	L	0.5h	0.5	PC-12	0	0		0	0	0
UL41	L	1.5h	1.5	PC-12	0.00546448087431694	0.00946475851130534	1.73205080756888	0.00546448087431694	0	0.0109289617486339
UL41	L	12h	12	C6	0.00352812267377111	0.00121203303775031	0.343534834194073	0.00352812267377111	0.00282835507315925	0.00422789027438297
UL41	L	12h	12	PC-12	0.00236873941897203	0.000503624011329149	0.212612669547125	0.00236873941897203	0.00207797196046078	0.00265950687748327
UL41	L	12h	12	PK-15	0.00289493335067455	0.000708629589251639	0.244782695631497	0.00289493335067455	0.00248580586656438	0.00330406083478472
UL41	L	1h	1	C6	0.0236985236985237	0.00776028918237692	0.327458759925216	0.0236985236985237	0.0192181186500891	0.0281789287469584
UL41	L	1h	1	NRK	0	0		0	0	0
UL41	L	1h	1	PC-12	0.0254595297586439	0.0122784406390322	0.482272876028414	0.0254595297586439	0.0183705687504698	0.032548490766818
UL41	L	1h	1	PK-15	0.0301587301587302	0.0287033989206748	0.951744280001322	0.0301587301587302	0.0135868150652213	0.046730645252239
UL41	L	2.5h	2.5	PC-12	0.0130162321338792	0.00737777178985087	0.566813169430783	0.0130162321338792	0.00875667360498917	0.0172757906627692
UL41	L	2h	2	C6	0.0133224771075238	0.000984595961720153	0.0739048717272034	0.0133224771075238	0.0126262626262626	0.014018691588785
UL41	L	2h	2	NRK	0	0		0	0	0
UL41	L	2h	2	PC-12	0.00512208694676247	0.00340619652164845	0.665001698926921	0.00512208694676247	0.00315551846807597	0.00708865542544897
UL41	L	2h	2	PK-15	0.0116894702086495	0.00751560101060358	0.642937693193527	0.0116894702086495	0.00735033594205572	0.0160286044752433
UL41	L	4h	4	C6	0.00466977094177162	0.00155221199502965	0.332395745826618	0.00466977094177162	0.00377360092860189	0.00556594095494135
UL41	L	4h	4	PC-12	0.00610691578322881	0.000642937885893302	0.105280293476288	0.00610691578322881	0.0057357154217361	0.00647811614472151
UL41	L	4h	4	PK-15	0.00590745501800079	0.000443205665494982	0.0750248057995323	0.00590745501800079	0.00565157010772089	0.00616333992828068
UL41	L	6h	6	C6	0.00687627694443505	0.00196984125929598	0.286469156960027	0.00687627694443505	0.00573898856311968	0.00801356532575041
UL41	L	6h	6	PC-12	0.00551201011687582	0.000712324549111313	0.129231357346466	0.00551201011687582	0.00510074934669602	0.00592327088705561
UL41	L	6h	6	PK-15	0.00684396353871029	0.00107330869143811	0.156825600453209	0.00684396353871029	0.00622428847678493	0.00746363860063565
UL41	L	8h	8	C6	0.00751609882801176	0.00157404415532652	0.209423025341313	0.00751609882801176	0.00660732401121763	0.00842487364480588
UL41	L	8h	8	PC-12	0.0055066724686722	0.00165009200224463	0.299653195579018	0.0055066724686722	0.00433988122430334	0.00667346371304106
UL41	L	8h	8	PK-15	0.00629692692695065	0.000571153808042564	0.0907035788517798	0.00629692692695065	0.0059671711221286	0.0066266827317727
UL41	L			C6	0			0		
UL41	L			PC-12	0			0		
UL41	L			PK-15	0			0		
UL42	L	0.5h	0.5	C6				0		
UL42	L	0.5h	0.5	PC-12	0	0		0	0	0
UL42	L	1.5h	1.5	PC-12	0.0258169722888183	0.00780034580817921	0.30214022469078	0.0258169722888183	0.0213134405366939	0.0303205040409428
UL42	L	12h	12	C6	0.00847303947175878	0.00220307825088674	0.260010384494224	0.00847303947175878	0.00720109165056351	0.00974498729295405
UL42	L	12h	12	PC-12	0.00340586343117141	0.000263700757227212	0.077425522941921	0.00340586343117141	0.00325361572800077	0.00355811113434205
UL42	L	12h	12	PK-15	0.00601510014095861	0.00194071172752499	0.322639969750479	0.00601510014095861	0.00489462970265259	0.00713557057926462
UL42	L	1h	1	C6	0	0		0	0	0
UL42	L	1h	1	NRK	0.00833333333333333	0.0144337567297406	1.73205080756888	0.00833333333333333	0	0.0166666666666667
UL42	L	1h	1	PC-12	0.0033003300330033	0.00571633929890719	1.73205080756888	0.0033003300330033	0	0.0066006600660066
UL42	L	1h	1	PK-15	0	0		0	0	0
UL42	L	2.5h	2.5	PC-12	0.0202931599990424	0.0124234535112169	0.612199061743126	0.0202931599990424	0.0131204757700765	0.0274658442280082
UL42	L	2h	2	C6	0.00953459831964505	0.00634146551616369	0.665100437749723	0.00953459831964505	0.00505050505050505	0.014018691588785
UL42	L	2h	2	NRK	0.0179340028694405	0.0157329355806753	0.877268487978452	0.0179340028694405	0.00885058827679456	0.0270174174620864
UL42	L	2h	2	PC-12	0.0100722802735022	0.00358365415475992	0.355793728674098	0.0100722802735022	0.00800325658256904	0.0121413039644354
UL42	L	2h	2	PK-15	0.0036979969183359	0.00386131404811762	1.04416367384514	0.0036979969183359	0.00146866621322951	0.00592732762344229
UL42	L	4h	4	C6	0.00969179570063849	0.00466296725970467	0.481125211852895	0.00969179570063849	0.00699963029802558	0.0123839611032514
UL42	L	4h	4	PC-12	0.0105343652889107	0.00456291706866656	0.433145893798639	0.0105343652889107	0.00789996389102608	0.0131687666867952
UL42	L	4h	4	PK-15	0.00983804234991114	0.00242563393828858	0.246556566033738	0.00983804234991114	0.00843760194268474	0.0112384827571375
UL42	L	6h	6	C6	0.00901967250747818	0.00182796077509266	0.202663763410157	0.00901967250747818	0.00796429886191036	0.010075046153046
UL42	L	6h	6	PC-12	0.00925426147701505	0.00217169467974008	0.234669690837454	0.00925426147701505	0.00800043296906943	0.0105080899849607
UL42	L	6h	6	PK-15	0.00687476562457534	0.00120558932065653	0.175364424984452	0.00687476562457534	0.00617871830576215	0.00757081294338853
UL42	L	8h	8	C6	0.00586089667768426	0.00157008688257594	0.267891923185431	0.00586089667768426	0.00495440659337794	0.00676738676199058
UL42	L	8h	8	PC-12	0.005260039951525	0.0029164375006513	0.554451587350731	0.005260039951525	0.00319780721790772	0.00732227268514228
UL42	L	8h	8	PK-15	0.00773451085784597	0.00160581149566724	0.207616425289298	0.00773451085784597	0.00680739515855469	0.00866162655713725
UL42	L			C6	0			0		
UL42	L			PC-12	0			0		
UL42	L			PK-15	0			0		
UL43	L	0.5h	0.5	C6				0		
UL43	L	0.5h	0.5	PC-12	0.0303030303030303	0.0524863881081478	1.73205080756888	0.0303030303030303	0	0.0606060606060606
UL43	L	1.5h	1.5	PC-12	0.00879284649776453	0.0091055561075351	1.03556409290781	0.00879284649776453	0.0035357512279579	0.0140499417675712
