gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method
UL48	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	525.486075	525.486075			dcDNA	C6_4h	WO
UL48	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	200.762899	200.762899			dcDNA	PC_12_4h	WO
UL48	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	162.377203	162.377203			dcDNA	PK_15_4h	WO
UL48	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	776.196637	776.196637			dcDNA	C6_6h	WO
UL48	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	319.812376	319.812376			dcDNA	PC_12_6h	WO
UL48	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	572.585262	572.585262			dcDNA	PK_15_6h	WO
UL48	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	548.829701	548.829701			dcDNA	C6_8h	WO
UL48	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	830.883293	830.883293			dcDNA	PC_12_8h	WO
UL48	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	1359.655086	1359.655086			dcDNA	PK_15_8h	WO
UL47	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL47	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL47	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	825.238305	825.238305			dcDNA	C6_12h	WO
UL47	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	546.048993	546.048993			dcDNA	PC_12_12h	WO
UL47	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	697.940505	697.940505			dcDNA	PK_15_12h	WO
UL47	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL47	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL47	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL47	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL47	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL47	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL47	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL47	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL47	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO
UL47	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	0	0			dcDNA	C6_4h	WO
UL47	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO
UL47	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	40.594301	40.594301			dcDNA	PK_15_4h	WO
UL47	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	0	0			dcDNA	C6_6h	WO
UL47	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	346.463409	346.463409			dcDNA	PC_12_6h	WO
UL47	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	370.970733	370.970733			dcDNA	PK_15_6h	WO
UL47	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	225.9887	225.9887			dcDNA	C6_8h	WO
UL47	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	255.656398	255.656398			dcDNA	PC_12_8h	WO
UL47	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	543.862036	543.862036			dcDNA	PK_15_8h	WO
UL46	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL46	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	6637.168142	6637.168142			dcDNA	PC_12_1.5h	WO
UL46	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	17938.442818	17938.442818			dcDNA	C6_12h	WO
UL46	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	5112.383709	5112.383709			dcDNA	PC_12_12h	WO
UL46	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	6594.965675	6594.965675			dcDNA	PK_15_12h	WO
UL46	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	16949.152542	16949.152542			dcDNA	C6_1h	WO
UL46	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	30303.030303	30303.030303			dcDNA	NRK_1h	WO
UL46	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	4454.342984	4454.342984			dcDNA	PC_12_1h	WO
UL46	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL46	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	2220.57735	2220.57735			dcDNA	PC_12_2.5h	WO
UL46	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	6195.786865	6195.786865			dcDNA	C6_2h	WO
UL46	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	3236.245955	3236.245955			dcDNA	NRK_2h	WO
UL46	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	7338.225484	7338.225484			dcDNA	PC_12_2h	WO
UL46	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	8689.355539	8689.355539			dcDNA	PK_15_2h	WO
UL46	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	17866.526538	17866.526538			dcDNA	C6_4h	WO
UL46	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	13049.588437	13049.588437			dcDNA	PC_12_4h	WO
UL46	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	8524.803118	8524.803118			dcDNA	PK_15_4h	WO
UL46	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	19404.915913	19404.915913			dcDNA	C6_6h	WO
UL46	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	12632.58888	12632.58888			dcDNA	PC_12_6h	WO
UL46	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	7758.127082	7758.127082			dcDNA	PK_15_6h	WO
UL46	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	11460.855528	11460.855528			dcDNA	C6_8h	WO
UL46	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	5081.170906	5081.170906			dcDNA	PC_12_8h	WO
UL46	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	7916.701389	7916.701389			dcDNA	PK_15_8h	WO
UL27	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL27	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	4424.778762	4424.778762			dcDNA	PC_12_1.5h	WO
UL27	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	6063.403479	6063.403479			dcDNA	C6_12h	WO
UL27	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	7050.857638	7050.857638			dcDNA	PC_12_12h	WO
UL27	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	9578.947369	9578.947369			dcDNA	PK_15_12h	WO
UL27	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	10785.824345	10785.824345			dcDNA	C6_1h	WO
UL27	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	10101.010101	10101.010101			dcDNA	NRK_1h	WO
UL27	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	4454.342984	4454.342984			dcDNA	PC_12_1h	WO
UL27	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL27	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	1480.3849	1480.3849			dcDNA	PC_12_2.5h	WO
UL27	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	3717.472119	3717.472119			dcDNA	C6_2h	WO
UL27	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	12944.983819	12944.983819			dcDNA	NRK_2h	WO
UL27	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	5336.891261	5336.891261			dcDNA	PC_12_2h	WO
UL27	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	4706.734252	4706.734252			dcDNA	PK_15_2h	WO
UL27	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	14188.124015	14188.124015			dcDNA	C6_4h	WO
UL27	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	7127.082916	7127.082916			dcDNA	PC_12_4h	WO
UL27	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	2882.195339	2882.195339			dcDNA	PK_15_4h	WO
UL27	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	12074.169901	12074.169901			dcDNA	C6_6h	WO
UL27	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	6342.945472	6342.945472			dcDNA	PC_12_6h	WO
UL27	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	3282.284535	3282.284535			dcDNA	PK_15_6h	WO
UL27	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	4164.648911	4164.648911			dcDNA	C6_8h	WO
UL27	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	0	0			dcDNA	PC_12_8h	WO
UL27	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	8973.723567	8973.723567			dcDNA	PK_15_8h	WO
UL28	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL28	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL28	E	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	41.96127	41.96127			dcDNA	C6_12h	WO
UL28	E	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	27.30245	27.30245			dcDNA	PC_12_12h	WO
UL28	E	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO
UL28	E	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL28	E	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL28	E	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL28	E	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL28	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL28	E	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL28	E	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL28	E	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL28	E	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	362.056481	362.056481			dcDNA	PK_15_2h	WO
UL28	E	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	525.486075	525.486075			dcDNA	C6_4h	WO
UL28	E	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO
UL28	E	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	40.594301	40.594301			dcDNA	PK_15_4h	WO
UL28	E	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	0	0			dcDNA	C6_6h	WO
UL28	E	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	26.651031	26.651031			dcDNA	PC_12_6h	WO
UL28	E	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	24.193743	24.193743			dcDNA	PK_15_6h	WO
UL28	E	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	0	0			dcDNA	C6_8h	WO
UL28	E	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	0	0			dcDNA	PC_12_8h	WO
UL28	E	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	13.157952	13.157952			dcDNA	PK_15_8h	WO
UL29	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL29	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL29	E	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	0	0			dcDNA	C6_12h	WO
UL29	E	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	0	0			dcDNA	PC_12_12h	WO
UL29	E	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO
UL29	E	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL29	E	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL29	E	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL29	E	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL29	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	1480.3849	1480.3849			dcDNA	PC_12_2.5h	WO
UL29	E	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	1239.157373	1239.157373			dcDNA	C6_2h	WO
UL29	E	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	6472.491909	6472.491909			dcDNA	NRK_2h	WO
UL29	E	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	2668.445631	2668.445631			dcDNA	PC_12_2h	WO
UL29	E	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	7241.129617	7241.129617			dcDNA	PK_15_2h	WO
UL29	E	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	0	0			dcDNA	C6_4h	WO
UL29	E	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	200.7629	200.7629			dcDNA	PC_12_4h	WO
UL29	E	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	0	0			dcDNA	PK_15_4h	WO
UL29	E	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	0	0			dcDNA	C6_6h	WO
UL29	E	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	0	0			dcDNA	PC_12_6h	WO
UL29	E	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	0	0			dcDNA	PK_15_6h	WO
UL29	E	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	0	0			dcDNA	C6_8h	WO
UL29	E	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	0	0			dcDNA	PC_12_8h	WO
UL29	E	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	0	0			dcDNA	PK_15_8h	WO
UL30	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL30	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	2212.389381	2212.389381			dcDNA	PC_12_1.5h	WO
UL30	E	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	90.916085	90.916085			dcDNA	C6_12h	WO
UL30	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	0	0			dcDNA	PC_12_12h	WO
UL30	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO
UL30	E	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	6163.328196	6163.328196			dcDNA	C6_1h	WO
UL30	E	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL30	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	2227.171492	2227.171492			dcDNA	PC_12_1h	WO
UL30	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL30	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL30	E	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL30	E	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL30	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	2668.445631	2668.445631			dcDNA	PC_12_2h	WO
UL30	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	1086.169443	1086.169443			dcDNA	PK_15_2h	WO
UL30	E	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	0	0			dcDNA	C6_4h	WO
UL30	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	301.144349	301.144349			dcDNA	PC_12_4h	WO
UL30	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	243.565804	243.565804			dcDNA	PK_15_4h	WO
UL30	E	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	776.196637	776.196637			dcDNA	C6_6h	WO
UL30	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	213.208251	213.208251			dcDNA	PC_12_6h	WO
UL30	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	64.516649	64.516649			dcDNA	PK_15_6h	WO
UL30	E	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	258.2728	258.2728			dcDNA	C6_8h	WO
UL30	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	191.742299	191.742299			dcDNA	PC_12_8h	WO
UL30	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	192.983302	192.983302			dcDNA	PK_15_8h	WO
UL31	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL31	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	8849.557523	8849.557523			dcDNA	PC_12_1.5h	WO
UL31	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	23197.588628	23197.588628			dcDNA	C6_12h	WO
UL31	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	0	0			dcDNA	PC_12_12h	WO
UL31	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO
UL31	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	6163.328196	6163.328196			dcDNA	C6_1h	WO
UL31	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL31	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL31	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL31	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	13323.4641	13323.4641			dcDNA	PC_12_2.5h	WO
UL31	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	12391.57373	12391.57373			dcDNA	C6_2h	WO
UL31	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	16181.229774	16181.229774			dcDNA	NRK_2h	WO
UL31	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	10673.782522	10673.782522			dcDNA	PC_12_2h	WO
UL31	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	7603.186098	7603.186098			dcDNA	PK_15_2h	WO
UL31	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	20493.95691	20493.95691			dcDNA	C6_4h	WO
UL31	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	12949.206988	12949.206988			dcDNA	PC_12_4h	WO
UL31	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	26589.266867	26589.266867			dcDNA	PK_15_4h	WO
UL31	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	0	0			dcDNA	C6_6h	WO
UL31	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	15164.436863	15164.436863			dcDNA	PC_12_6h	WO
UL31	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	0	0			dcDNA	PK_15_6h	WO
UL31	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	0	0			dcDNA	C6_8h	WO
UL31	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	30838.552986	30838.552986			dcDNA	PC_12_8h	WO
UL31	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	0	0			dcDNA	PK_15_8h	WO
UL32	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL32	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL32	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	538.502962	538.502962			dcDNA	C6_12h	WO
UL32	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	163.814698	163.814698			dcDNA	PC_12_12h	WO
UL32	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	260.869565	260.869565			dcDNA	PK_15_12h	WO
UL32	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL32	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL32	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL32	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL32	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL32	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL32	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL32	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL32	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO
UL32	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	525.486075	525.486075			dcDNA	C6_4h	WO
UL32	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	501.907249	501.907249			dcDNA	PC_12_4h	WO
UL32	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	121.782902	121.782902			dcDNA	PK_15_4h	WO
UL32	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	0	0			dcDNA	C6_6h	WO
UL32	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	0	0			dcDNA	PC_12_6h	WO
UL32	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	225.808273	225.808273			dcDNA	PK_15_6h	WO
UL32	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	322.841001	322.841001			dcDNA	C6_8h	WO
UL32	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	383.484596	383.484596			dcDNA	PC_12_8h	WO
UL32	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	377.194636	377.194636			dcDNA	PK_15_8h	WO
UL33	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL33	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL33	E	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	20.980635	20.980635			dcDNA	C6_12h	WO
UL33	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	0	0			dcDNA	PC_12_12h	WO
UL33	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO
UL33	E	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL33	E	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL33	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL33	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL33	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL33	E	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL33	E	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL33	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL33	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO
UL33	E	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	0	0			dcDNA	C6_4h	WO
