gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method
UL33	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	200.7629	200.7629			dcDNA	PC_12_4h	WO
UL33	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	0	0			dcDNA	PK_15_4h	WO
UL33	E	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	172.488141	172.488141			dcDNA	C6_6h	WO
UL33	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	53.302062	53.302062			dcDNA	PC_12_6h	WO
UL33	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	16.129162	16.129162			dcDNA	PK_15_6h	WO
UL33	E	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	64.5682	64.5682			dcDNA	C6_8h	WO
UL33	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	63.914099	63.914099			dcDNA	PC_12_8h	WO
UL33	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	0	0			dcDNA	PK_15_8h	WO
UL34	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL34	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	13274.336283	13274.336283			dcDNA	PC_12_1.5h	WO
UL34	E	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	0	0			dcDNA	C6_12h	WO
UL34	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	0	0			dcDNA	PC_12_12h	WO
UL34	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO
UL34	E	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	12326.656394	12326.656394			dcDNA	C6_1h	WO
UL34	E	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	10101.010101	10101.010101			dcDNA	NRK_1h	WO
UL34	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	6681.514477	6681.514477			dcDNA	PC_12_1h	WO
UL34	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL34	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	16284.233901	16284.233901			dcDNA	PC_12_2.5h	WO
UL34	E	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	4956.629492	4956.629492			dcDNA	C6_2h	WO
UL34	E	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	22653.721683	22653.721683			dcDNA	NRK_2h	WO
UL34	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	22681.787859	22681.787859			dcDNA	PC_12_2h	WO
UL34	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO
UL34	E	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	17866.526538	17866.526538			dcDNA	C6_4h	WO
UL34	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO
UL34	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	0	0			dcDNA	PK_15_4h	WO
UL34	E	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	0	0			dcDNA	C6_6h	WO
UL34	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	0	0			dcDNA	PC_12_6h	WO
UL34	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	0	0			dcDNA	PK_15_6h	WO
UL34	E	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	0	0			dcDNA	C6_8h	WO
UL34	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	0	0			dcDNA	PC_12_8h	WO
UL34	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	0	0			dcDNA	PK_15_8h	WO
UL35	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL35	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	2212.389381	2212.389381			dcDNA	PC_12_1.5h	WO
UL35	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	75712.117715	75712.117715			dcDNA	C6_12h	WO
UL35	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	95128.56041	95128.56041			dcDNA	PC_12_12h	WO
UL35	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	80899.313501	80899.313501			dcDNA	PK_15_12h	WO
UL35	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	1540.832049	1540.832049			dcDNA	C6_1h	WO
UL35	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL35	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL35	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL35	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	11843.0792	11843.0792			dcDNA	PC_12_2.5h	WO
UL35	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	2478.314746	2478.314746			dcDNA	C6_2h	WO
UL35	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	3236.245955	3236.245955			dcDNA	NRK_2h	WO
UL35	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	6004.002669	6004.002669			dcDNA	PC_12_2h	WO
UL35	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	18826.937003	18826.937003			dcDNA	PK_15_2h	WO
UL35	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	15239.096165	15239.096165			dcDNA	C6_4h	WO
UL35	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	20678.578599	20678.578599			dcDNA	PC_12_4h	WO
UL35	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	25290.24925	25290.24925			dcDNA	PK_15_4h	WO
UL35	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	21388.52954	21388.52954			dcDNA	C6_6h	WO
UL35	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	36378.657854	36378.657854			dcDNA	PC_12_6h	WO
UL35	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	48387.486995	48387.486995			dcDNA	PK_15_6h	WO
UL35	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	46618.240517	46618.240517			dcDNA	C6_8h	WO
UL35	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	65959.350633	65959.350633			dcDNA	PC_12_8h	WO
UL35	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	60930.091796	60930.091796			dcDNA	PK_15_8h	WO
UL36	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL36	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL36	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	748.309311	748.309311			dcDNA	C6_12h	WO
UL36	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	750.817367	750.817367			dcDNA	PC_12_12h	WO
UL36	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	405.034325	405.034325			dcDNA	PK_15_12h	WO
UL36	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL36	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL36	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL36	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL36	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL36	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL36	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO
UL36	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO
UL36	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO
UL36	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	525.486075	525.486075			dcDNA	C6_4h	WO
UL36	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	401.525799	401.525799			dcDNA	PC_12_4h	WO
UL36	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	40.594301	40.594301			dcDNA	PK_15_4h	WO
UL36	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	86.244071	86.244071			dcDNA	C6_6h	WO
UL36	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	133.255157	133.255157			dcDNA	PC_12_6h	WO
UL36	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	129.033299	129.033299			dcDNA	PK_15_6h	WO
UL36	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	322.841001	322.841001			dcDNA	C6_8h	WO
UL36	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	575.226895	575.226895			dcDNA	PC_12_8h	WO
UL36	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	543.862035	543.862035			dcDNA	PK_15_8h	WO
UL37	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL37	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL37	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	2706.5019	2706.5019			dcDNA	C6_12h	WO
UL37	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	914.632065	914.632065			dcDNA	PC_12_12h	WO
UL37	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	695.652174	695.652174			dcDNA	PK_15_12h	WO
UL37	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL37	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL37	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	2227.171492	2227.171492			dcDNA	PC_12_1h	WO
UL37	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL37	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO
UL37	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO
UL37	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	3236.245955	3236.245955			dcDNA	NRK_2h	WO
UL37	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	667.111408	667.111408			dcDNA	PC_12_2h	WO
UL37	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO
UL37	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	1050.972149	1050.972149			dcDNA	C6_4h	WO
UL37	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	501.90725	501.90725			dcDNA	PC_12_4h	WO
UL37	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	568.320208	568.320208			dcDNA	PK_15_4h	WO
UL37	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	1466.149202	1466.149202			dcDNA	C6_6h	WO
UL37	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	1145.99435	1145.99435			dcDNA	PC_12_6h	WO
UL37	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	830.651859	830.651859			dcDNA	PK_15_6h	WO
UL37	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	0	0			dcDNA	C6_8h	WO
UL37	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	926.754442	926.754442			dcDNA	PC_12_8h	WO
UL37	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	1166.671784	1166.671784			dcDNA	PK_15_8h	WO
UL38	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL38	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	2212.389381	2212.389381			dcDNA	PC_12_1.5h	WO
UL38	E	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	11238.626748	11238.626748			dcDNA	C6_12h	WO
UL38	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	9822.056283	9822.056283			dcDNA	PC_12_12h	WO
UL38	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	16272.311212	16272.311212			dcDNA	PK_15_12h	WO
UL38	E	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	10785.824346	10785.824346			dcDNA	C6_1h	WO
UL38	E	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL38	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	6681.514476	6681.514476			dcDNA	PC_12_1h	WO
UL38	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL38	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	7401.9245	7401.9245			dcDNA	PC_12_2.5h	WO
UL38	E	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	6195.786865	6195.786865			dcDNA	C6_2h	WO
UL38	E	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	19417.475728	19417.475728			dcDNA	NRK_2h	WO
UL38	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	4669.779853	4669.779853			dcDNA	PC_12_2h	WO
UL38	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	9413.468501	9413.468501			dcDNA	PK_15_2h	WO
UL38	E	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	11035.207567	11035.207567			dcDNA	C6_4h	WO
UL38	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	10740.815098	10740.815098			dcDNA	PC_12_4h	WO
UL38	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	18592.189656	18592.189656			dcDNA	PK_15_4h	WO
UL38	E	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	12764.122467	12764.122467			dcDNA	C6_6h	WO
UL38	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	12259.474442	12259.474442			dcDNA	PC_12_6h	WO
UL38	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	18113.049299	18113.049299			dcDNA	PK_15_6h	WO
UL38	E	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	11848.264729	11848.264729			dcDNA	C6_8h	WO
UL38	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	10130.384763	10130.384763			dcDNA	PC_12_8h	WO
UL38	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	13666.726608	13666.726608			dcDNA	PK_15_8h	WO
UL39	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL39	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO
UL39	E	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	349.677248	349.677248			dcDNA	C6_12h	WO
UL39	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	116.035412	116.035412			dcDNA	PC_12_12h	WO
UL39	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	80.091534	80.091534			dcDNA	PK_15_12h	WO
UL39	E	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	6163.328197	6163.328197			dcDNA	C6_1h	WO
UL39	E	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	10101.010101	10101.010101			dcDNA	NRK_1h	WO
UL39	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO
UL39	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL39	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	1480.3849	1480.3849			dcDNA	PC_12_2.5h	WO
UL39	E	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	1239.157373	1239.157373			dcDNA	C6_2h	WO
UL39	E	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	9708.737864	9708.737864			dcDNA	NRK_2h	WO
UL39	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	3335.557039	3335.557039			dcDNA	PC_12_2h	WO
UL39	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	1086.169443	1086.169443			dcDNA	PK_15_2h	WO
UL39	E	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	0	0			dcDNA	C6_4h	WO
UL39	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO
UL39	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	40.594301	40.594301			dcDNA	PK_15_4h	WO
UL39	E	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	1811.125485	1811.125485			dcDNA	C6_6h	WO
UL39	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	346.463408	346.463408			dcDNA	PC_12_6h	WO
UL39	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	153.227041	153.227041			dcDNA	PK_15_6h	WO
UL39	E	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	0	0			dcDNA	C6_8h	WO
UL39	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	383.484596	383.484596			dcDNA	PC_12_8h	WO
UL39	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	241.229128	241.229128			dcDNA	PK_15_8h	WO
UL40	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	64516.129032	64516.129032			dcDNA	PC_12_0.5h	WO
UL40	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	61946.902655	61946.902655			dcDNA	PC_12_1.5h	WO
UL40	E	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	18833.616573	18833.616573			dcDNA	C6_12h	WO
UL40	E	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	10975.584784	10975.584784			dcDNA	PC_12_12h	WO
UL40	E	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	3256.292907	3256.292907			dcDNA	PK_15_12h	WO
UL40	E	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	46224.961479	46224.961479			dcDNA	C6_1h	WO
UL40	E	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	70707.070707	70707.070707			dcDNA	NRK_1h	WO
UL40	E	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	46770.601336	46770.601336			dcDNA	PC_12_1h	WO
UL40	E	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	14619.883041	14619.883041			dcDNA	PK_15_1h	WO
UL40	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	59955.588453	59955.588453			dcDNA	PC_12_2.5h	WO
UL40	E	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	42131.350682	42131.350682			dcDNA	C6_2h	WO
UL40	E	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	84142.394822	84142.394822			dcDNA	NRK_2h	WO
UL40	E	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	38025.350234	38025.350234			dcDNA	PC_12_2h	WO
UL40	E	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	38015.930485	38015.930485			dcDNA	PK_15_2h	WO
UL40	E	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	24697.845508	24697.845508			dcDNA	C6_4h	WO
UL40	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO
UL40	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	48185.434764	48185.434764			dcDNA	PK_15_4h	WO
UL40	E	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	19146.183699	19146.183699			dcDNA	C6_6h	WO
UL40	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	13245.562603	13245.562603			dcDNA	PC_12_6h	WO
UL40	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	19548.544745	19548.544745			dcDNA	PK_15_6h	WO
UL40	E	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	42001.614204	42001.614204			dcDNA	C6_8h	WO
UL40	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	23967.787294	23967.787294			dcDNA	PC_12_8h	WO
UL40	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	16837.793148	16837.793148			dcDNA	PK_15_8h	WO
UL41	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL41	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	11061.946903	11061.946903			dcDNA	PC_12_1.5h	WO
UL41	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	2748.463168	2748.463168			dcDNA	C6_12h	WO
UL41	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	2197.847202	2197.847202			dcDNA	PC_12_12h	WO
UL41	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	2661.327231	2661.327231			dcDNA	PK_15_12h	WO
UL41	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	16949.152542	16949.152542			dcDNA	C6_1h	WO
UL41	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO
UL41	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	22271.714922	22271.714922			dcDNA	PC_12_1h	WO
UL41	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	8771.929824	8771.929824			dcDNA	PK_15_1h	WO
UL41	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	8142.11695	8142.11695			dcDNA	PC_12_2.5h	WO
UL41	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	9913.258984	9913.258984			dcDNA	C6_2h	WO
UL41	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	3236.245955	3236.245955			dcDNA	NRK_2h	WO
UL41	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	4669.779853	4669.779853			dcDNA	PC_12_2h	WO
UL41	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	5792.903693	5792.903693			dcDNA	PK_15_2h	WO
UL41	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	4729.374672	4729.374672			dcDNA	C6_4h	WO
UL41	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	4416.783778	4416.783778			dcDNA	PC_12_4h	WO
UL41	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	5358.447675	5358.447675			dcDNA	PK_15_4h	WO
UL41	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	5605.864597	5605.864597			dcDNA	C6_6h	WO
UL41	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	3677.842333	3677.842333			dcDNA	PC_12_6h	WO
UL41	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	6193.598335	6193.598335			dcDNA	PK_15_6h	WO
UL41	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	6521.388216	6521.388216			dcDNA	C6_8h	WO
UL41	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	4569.858111	4569.858111			dcDNA	PC_12_8h	WO
UL41	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	5557.041917	5557.041917			dcDNA	PK_15_8h	WO
UL42	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO
UL42	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	22123.893806	22123.893806			dcDNA	PC_12_1.5h	WO
UL42	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	7280.280301	7280.280301			dcDNA	C6_12h	WO
UL42	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	4259.182155	4259.182155			dcDNA	PC_12_12h	WO
UL42	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	6631.578947	6631.578947			dcDNA	PK_15_12h	WO
UL42	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	0	0			dcDNA	C6_1h	WO
UL42	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	10101.010101	10101.010101			dcDNA	NRK_1h	WO
UL42	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	2227.171492	2227.171492			dcDNA	PC_12_1h	WO
UL42	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO
UL42	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	20725.3886	20725.3886			dcDNA	PC_12_2.5h	WO
UL42	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	6195.786865	6195.786865			dcDNA	C6_2h	WO
