gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	libtype	sample_name	norm.method	mean	sd	varcoeff	cluster
AZURE	E	""		C6	C6_dRNA	LT934125.1	-	3	C6_dRNA	0	dcDNA	C6_dRNA	viral_read.count	0			cluster_1
AZURE	E	""		PC-12	PC-12_dRNA	LT934125.1	-	20	PC-12_dRNA	0	dcDNA	PC-12_dRNA	viral_read.count	0			cluster_1
AZURE	E	""		PK-15	PK-15_dRNA	LT934125.1	-	68	PK-15_dRNA	0	dcDNA	PK-15_dRNA	viral_read.count	0			cluster_1
AZURE	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_1	0	dcDNA	PC-12_0.5h_1	viral_read.count	0	0		cluster_1
AZURE	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_2	0	dcDNA	PC-12_0.5h_2	viral_read.count	0	0		cluster_1
AZURE	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	2	PC-12_0.5h_3	0	dcDNA	PC-12_0.5h_3	viral_read.count	0	0		cluster_1
AZURE	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	138	PC-12_1.5h_1	0	dcDNA	PC-12_1.5h_1	viral_read.count	0	0		cluster_1
AZURE	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	129	PC-12_1.5h_2	0	dcDNA	PC-12_1.5h_2	viral_read.count	0	0		cluster_1
AZURE	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	152	PC-12_1.5h_3	0	dcDNA	PC-12_1.5h_3	viral_read.count	0	0		cluster_1
AZURE	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	56266	C6_12h_1	0	dcDNA	C6_12h_1	viral_read.count	1.86795737335219e-05	1.79012980115716e-05	0.958335466694636	cluster_1
AZURE	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	49131	C6_12h_2	2.03537481427205e-05	dcDNA	C6_12h_2	viral_read.count	1.86795737335219e-05	1.79012980115716e-05	0.958335466694636	cluster_1
AZURE	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	28023	C6_12h_3	3.56849730578453e-05	dcDNA	C6_12h_3	viral_read.count	1.86795737335219e-05	1.79012980115716e-05	0.958335466694636	cluster_1
AZURE	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	40118	PC-12_12h_1	0	dcDNA	PC-12_12h_1	viral_read.count	0	0		cluster_1
AZURE	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	64296	PC-12_12h_2	0	dcDNA	PC-12_12h_2	viral_read.count	0	0		cluster_1
AZURE	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	35654	PC-12_12h_3	0	dcDNA	PC-12_12h_3	viral_read.count	0	0		cluster_1
AZURE	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	137055	PK-15_12h_1	0	dcDNA	PK-15_12h_1	viral_read.count	0	0		cluster_1
AZURE	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	155287	PK-15_12h_2	0	dcDNA	PK-15_12h_2	viral_read.count	0	0		cluster_1
AZURE	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	135039	PK-15_12h_3	0	dcDNA	PK-15_12h_3	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	246	C6_1h_1	0	dcDNA	C6_1h_1	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	240	C6_1h_2	0	dcDNA	C6_1h_2	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	102	C6_1h_3	0	dcDNA	C6_1h_3	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	25	NRK_1h_1	0	dcDNA	NRK_1h_1	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	54	NRK_1h_2	0	dcDNA	NRK_1h_2	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	20	NRK_1h_3	0	dcDNA	NRK_1h_3	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	154	PC-12_1h_1	0	dcDNA	PC-12_1h_1	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	93	PC-12_1h_2	0	dcDNA	PC-12_1h_2	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	158	PC-12_1h_3	0	dcDNA	PC-12_1h_3	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	129	PK-15_1h_1	0	dcDNA	PK-15_1h_1	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	76	PK-15_1h_2	0	dcDNA	PK-15_1h_2	viral_read.count	0	0		cluster_1
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	52	PK-15_1h_3	0	dcDNA	PK-15_1h_3	viral_read.count	0	0		cluster_1
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	478	PC-12_2.5h_1	0	dcDNA	PC-12_2.5h_1	viral_read.count	0	0		cluster_1
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	231	PC-12_2.5h_2	0	dcDNA	PC-12_2.5h_2	viral_read.count	0	0		cluster_1
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	545	PC-12_2.5h_3	0	dcDNA	PC-12_2.5h_3	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	243	C6_2h_1	0	dcDNA	C6_2h_1	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	468	C6_2h_2	0	dcDNA	C6_2h_2	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	99	NRK_2h_1	0	dcDNA	NRK_2h_1	viral_read.count	0.00273224043715847	0.00473237925565267	1.73205080756888	cluster_1
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	71	NRK_2h_2	0	dcDNA	NRK_2h_2	viral_read.count	0.00273224043715847	0.00473237925565267	1.73205080756888	cluster_1
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	122	NRK_2h_3	0.00819672131147541	dcDNA	NRK_2h_3	viral_read.count	0.00273224043715847	0.00473237925565267	1.73205080756888	cluster_1
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	439	PC-12_2h_1	0	dcDNA	PC-12_2h_1	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	399	PC-12_2h_2	0	dcDNA	PC-12_2h_2	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	503	PC-12_2h_3	0	dcDNA	PC-12_2h_3	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	482	PK-15_2h_1	0	dcDNA	PK-15_2h_1	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	405	PK-15_2h_2	0	dcDNA	PK-15_2h_2	viral_read.count	0	0		cluster_1
AZURE	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	1652	PK-15_2h_3	0	dcDNA	PK-15_2h_3	viral_read.count	0	0		cluster_1
AZURE	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	680	C6_4h_1	0	dcDNA	C6_4h_1	viral_read.count	0.000485908649173957	0.000841618468206454	1.73205080756888	cluster_1
AZURE	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	686	C6_4h_2	0.00145772594752187	dcDNA	C6_4h_2	viral_read.count	0.000485908649173957	0.000841618468206454	1.73205080756888	cluster_1
AZURE	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	312	C6_4h_3	0	dcDNA	C6_4h_3	viral_read.count	0.000485908649173957	0.000841618468206454	1.73205080756888	cluster_1
AZURE	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2800	PC-12_4h_1	0	dcDNA	PC-12_4h_1	viral_read.count	0	0		cluster_1
AZURE	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2646	PC-12_4h_2	0	dcDNA	PC-12_4h_2	viral_read.count	0	0		cluster_1
AZURE	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2996	PC-12_4h_3	0	dcDNA	PC-12_4h_3	viral_read.count	0	0		cluster_1
AZURE	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	7826	PK-15_4h_1	0	dcDNA	PK-15_4h_1	viral_read.count	0	0		cluster_1
AZURE	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	8046	PK-15_4h_2	0	dcDNA	PK-15_4h_2	viral_read.count	0	0		cluster_1
AZURE	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	6633	PK-15_4h_3	0	dcDNA	PK-15_4h_3	viral_read.count	0	0		cluster_1
AZURE	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	2759	C6_6h_1	0.000362450163102573	dcDNA	C6_6h_1	viral_read.count	0.000120816721034191	0.000209260699235094	1.73205080756888	cluster_1
AZURE	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	4220	C6_6h_2	0	dcDNA	C6_6h_2	viral_read.count	0.000120816721034191	0.000209260699235094	1.73205080756888	cluster_1
AZURE	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	3628	C6_6h_3	0	dcDNA	C6_6h_3	viral_read.count	0.000120816721034191	0.000209260699235094	1.73205080756888	cluster_1
AZURE	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	7517	PC-12_6h_1	0.000133031794598909	dcDNA	PC-12_6h_1	viral_read.count	7.27756385726603e-05	6.73937510157582e-05	0.926048226268344	cluster_1
AZURE	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	13589	PC-12_6h_2	0	dcDNA	PC-12_6h_2	viral_read.count	7.27756385726603e-05	6.73937510157582e-05	0.926048226268344	cluster_1
AZURE	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	11724	PC-12_6h_3	8.5295121119072e-05	dcDNA	PC-12_6h_3	viral_read.count	7.27756385726603e-05	6.73937510157582e-05	0.926048226268344	cluster_1
AZURE	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	37872	PK-15_6h_1	0	dcDNA	PK-15_6h_1	viral_read.count	0	0		cluster_1
AZURE	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	30337	PK-15_6h_2	0	dcDNA	PK-15_6h_2	viral_read.count	0	0		cluster_1
AZURE	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	44912	PK-15_6h_3	0	dcDNA	PK-15_6h_3	viral_read.count	0	0		cluster_1
AZURE	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	10124	C6_8h_1	0	dcDNA	C6_8h_1	viral_read.count	9.6024582293067e-05	0.000166319455307171	1.73205080756888	cluster_1
AZURE	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	10414	C6_8h_2	0.000288073746879201	dcDNA	C6_8h_2	viral_read.count	9.6024582293067e-05	0.000166319455307171	1.73205080756888	cluster_1
AZURE	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	8495	C6_8h_3	0	dcDNA	C6_8h_3	viral_read.count	9.6024582293067e-05	0.000166319455307171	1.73205080756888	cluster_1
AZURE	E	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	14035	PC-12_8h_1	0	dcDNA	PC-12_8h_1	viral_read.count	0	0		cluster_1
AZURE	E	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	15684	PC-12_8h_2	0	dcDNA	PC-12_8h_2	viral_read.count	0	0		cluster_1
AZURE	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	69419	PK-15_8h_1	0	dcDNA	PK-15_8h_1	viral_read.count	0	0		cluster_1
AZURE	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	74319	PK-15_8h_2	0	dcDNA	PK-15_8h_2	viral_read.count	0	0		cluster_1
AZURE	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	70167	PK-15_8h_3	0	dcDNA	PK-15_8h_3	viral_read.count	0	0		cluster_1
CTO-M	L	""		C6	C6_dRNA	LT934125.1	-	3	C6_dRNA	0	dcDNA	C6_dRNA	viral_read.count	0			cluster_1
CTO-M	L	""		PC-12	PC-12_dRNA	LT934125.1	-	20	PC-12_dRNA	0	dcDNA	PC-12_dRNA	viral_read.count	0			cluster_1
CTO-M	L	""		PK-15	PK-15_dRNA	LT934125.1	-	68	PK-15_dRNA	0	dcDNA	PK-15_dRNA	viral_read.count	0			cluster_1
CTO-M	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_1	0	dcDNA	PC-12_0.5h_1	viral_read.count	0	0		cluster_1
CTO-M	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_2	0	dcDNA	PC-12_0.5h_2	viral_read.count	0	0		cluster_1
CTO-M	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	2	PC-12_0.5h_3	0	dcDNA	PC-12_0.5h_3	viral_read.count	0	0		cluster_1
CTO-M	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	138	PC-12_1.5h_1	0	dcDNA	PC-12_1.5h_1	viral_read.count	0	0		cluster_1
CTO-M	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	129	PC-12_1.5h_2	0	dcDNA	PC-12_1.5h_2	viral_read.count	0	0		cluster_1
CTO-M	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	152	PC-12_1.5h_3	0	dcDNA	PC-12_1.5h_3	viral_read.count	0	0		cluster_1
CTO-M	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	56266	C6_12h_1	0.000426545338214908	dcDNA	C6_12h_1	viral_read.count	0.000322105048948503	0.000106262356929902	0.329899693521698	cluster_1
CTO-M	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	49131	C6_12h_2	0.000325659970283528	dcDNA	C6_12h_2	viral_read.count	0.000322105048948503	0.000106262356929902	0.329899693521698	cluster_1
CTO-M	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	28023	C6_12h_3	0.000214109838347072	dcDNA	C6_12h_3	viral_read.count	0.000322105048948503	0.000106262356929902	0.329899693521698	cluster_1
CTO-M	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	40118	PC-12_12h_1	0.000722867540754773	dcDNA	PC-12_12h_1	viral_read.count	0.000673642050519472	0.000150347604333411	0.223186192455581	cluster_1
CTO-M	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	64296	PC-12_12h_2	0.000793206420306084	dcDNA	PC-12_12h_2	viral_read.count	0.000673642050519472	0.000150347604333411	0.223186192455581	cluster_1
CTO-M	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	35654	PC-12_12h_3	0.00050485219049756	dcDNA	PC-12_12h_3	viral_read.count	0.000673642050519472	0.000150347604333411	0.223186192455581	cluster_1
CTO-M	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	137055	PK-15_12h_1	0.00060559629345883	dcDNA	PK-15_12h_1	viral_read.count	0.000575359911520953	0.000118846252499811	0.2065598421441	cluster_1
CTO-M	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	155287	PK-15_12h_2	0.000676167354640118	dcDNA	PK-15_12h_2	viral_read.count	0.000575359911520953	0.000118846252499811	0.2065598421441	cluster_1
CTO-M	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	135039	PK-15_12h_3	0.00044431608646391	dcDNA	PK-15_12h_3	viral_read.count	0.000575359911520953	0.000118846252499811	0.2065598421441	cluster_1
CTO-M	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	246	C6_1h_1	0	dcDNA	C6_1h_1	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	240	C6_1h_2	0	dcDNA	C6_1h_2	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	102	C6_1h_3	0	dcDNA	C6_1h_3	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	25	NRK_1h_1	0	dcDNA	NRK_1h_1	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	54	NRK_1h_2	0	dcDNA	NRK_1h_2	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	20	NRK_1h_3	0	dcDNA	NRK_1h_3	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	154	PC-12_1h_1	0	dcDNA	PC-12_1h_1	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	93	PC-12_1h_2	0	dcDNA	PC-12_1h_2	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	158	PC-12_1h_3	0	dcDNA	PC-12_1h_3	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	129	PK-15_1h_1	0	dcDNA	PK-15_1h_1	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	76	PK-15_1h_2	0	dcDNA	PK-15_1h_2	viral_read.count	0	0		cluster_1
CTO-M	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	52	PK-15_1h_3	0	dcDNA	PK-15_1h_3	viral_read.count	0	0		cluster_1
CTO-M	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	478	PC-12_2.5h_1	0	dcDNA	PC-12_2.5h_1	viral_read.count	0	0		cluster_1
CTO-M	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	231	PC-12_2.5h_2	0	dcDNA	PC-12_2.5h_2	viral_read.count	0	0		cluster_1
CTO-M	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	545	PC-12_2.5h_3	0	dcDNA	PC-12_2.5h_3	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	243	C6_2h_1	0	dcDNA	C6_2h_1	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	468	C6_2h_2	0	dcDNA	C6_2h_2	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	99	NRK_2h_1	0	dcDNA	NRK_2h_1	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	71	NRK_2h_2	0	dcDNA	NRK_2h_2	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	122	NRK_2h_3	0	dcDNA	NRK_2h_3	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	439	PC-12_2h_1	0	dcDNA	PC-12_2h_1	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	399	PC-12_2h_2	0	dcDNA	PC-12_2h_2	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	503	PC-12_2h_3	0	dcDNA	PC-12_2h_3	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	482	PK-15_2h_1	0	dcDNA	PK-15_2h_1	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	405	PK-15_2h_2	0	dcDNA	PK-15_2h_2	viral_read.count	0	0		cluster_1
CTO-M	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	1652	PK-15_2h_3	0	dcDNA	PK-15_2h_3	viral_read.count	0	0		cluster_1
CTO-M	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	680	C6_4h_1	0	dcDNA	C6_4h_1	viral_read.count	0.00106837606837607	0.00185048163201803	1.73205080756888	cluster_1
CTO-M	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	686	C6_4h_2	0	dcDNA	C6_4h_2	viral_read.count	0.00106837606837607	0.00185048163201803	1.73205080756888	cluster_1
CTO-M	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	312	C6_4h_3	0.00320512820512821	dcDNA	C6_4h_3	viral_read.count	0.00106837606837607	0.00185048163201803	1.73205080756888	cluster_1
CTO-M	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2800	PC-12_4h_1	0	dcDNA	PC-12_4h_1	viral_read.count	0.000125976316452507	0.000218197380646117	1.73205080756888	cluster_1
CTO-M	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2646	PC-12_4h_2	0.000377928949357521	dcDNA	PC-12_4h_2	viral_read.count	0.000125976316452507	0.000218197380646117	1.73205080756888	cluster_1
CTO-M	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2996	PC-12_4h_3	0	dcDNA	PC-12_4h_3	viral_read.count	0.000125976316452507	0.000218197380646117	1.73205080756888	cluster_1
CTO-M	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	7826	PK-15_4h_1	0	dcDNA	PK-15_4h_1	viral_read.count	0	0		cluster_1
CTO-M	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	8046	PK-15_4h_2	0	dcDNA	PK-15_4h_2	viral_read.count	0	0		cluster_1
CTO-M	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	6633	PK-15_4h_3	0	dcDNA	PK-15_4h_3	viral_read.count	0	0		cluster_1
CTO-M	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	2759	C6_6h_1	0	dcDNA	C6_6h_1	viral_read.count	0.000262744913617276	0.000276536545981164	1.05249057792981	cluster_1
CTO-M	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	4220	C6_6h_2	0.00023696682464455	dcDNA	C6_6h_2	viral_read.count	0.000262744913617276	0.000276536545981164	1.05249057792981	cluster_1
CTO-M	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	3628	C6_6h_3	0.000551267916207277	dcDNA	C6_6h_3	viral_read.count	0.000262744913617276	0.000276536545981164	1.05249057792981	cluster_1
CTO-M	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	7517	PC-12_6h_1	0	dcDNA	PC-12_6h_1	viral_read.count	0.00010592270222911	9.24756670377175e-05	0.873048601400794	cluster_1
CTO-M	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	13589	PC-12_6h_2	0.000147177864449187	dcDNA	PC-12_6h_2	viral_read.count	0.00010592270222911	9.24756670377175e-05	0.873048601400794	cluster_1
CTO-M	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	11724	PC-12_6h_3	0.000170590242238144	dcDNA	PC-12_6h_3	viral_read.count	0.00010592270222911	9.24756670377175e-05	0.873048601400794	cluster_1
CTO-M	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	37872	PK-15_6h_1	0.00018483312209548	dcDNA	PK-15_6h_1	viral_read.count	0.000164646744478973	4.66261202027112e-05	0.283188837715924	cluster_1
CTO-M	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	30337	PK-15_6h_2	0.000197778290536309	dcDNA	PK-15_6h_2	viral_read.count	0.000164646744478973	4.66261202027112e-05	0.283188837715924	cluster_1
CTO-M	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	44912	PK-15_6h_3	0.00011132882080513	dcDNA	PK-15_6h_3	viral_read.count	0.000164646744478973	4.66261202027112e-05	0.283188837715924	cluster_1
CTO-M	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	10124	C6_8h_1	0.00029632556301857	dcDNA	C6_8h_1	viral_read.count	0.000415771229772053	0.000103546495432611	0.249046802707778	cluster_1
CTO-M	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	10414	C6_8h_2	0.000480122911465335	dcDNA	C6_8h_2	viral_read.count	0.000415771229772053	0.000103546495432611	0.249046802707778	cluster_1
CTO-M	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	8495	C6_8h_3	0.000470865214832254	dcDNA	C6_8h_3	viral_read.count	0.000415771229772053	0.000103546495432611	0.249046802707778	cluster_1
CTO-M	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	14035	PC-12_8h_1	7.12504453152832e-05	dcDNA	PC-12_8h_1	viral_read.count	0.000258782580474525	0.000265210488922984	1.02483903065142	cluster_1
CTO-M	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	15684	PC-12_8h_2	0.000446314715633767	dcDNA	PC-12_8h_2	viral_read.count	0.000258782580474525	0.000265210488922984	1.02483903065142	cluster_1
CTO-M	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	69419	PK-15_8h_1	0.000388942508535127	dcDNA	PK-15_8h_1	viral_read.count	0.000372669530910288	8.0738226767618e-05	0.216648317264912	cluster_1
CTO-M	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	74319	PK-15_8h_2	0.000444031808824123	dcDNA	PK-15_8h_2	viral_read.count	0.000372669530910288	8.0738226767618e-05	0.216648317264912	cluster_1
CTO-M	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	70167	PK-15_8h_3	0.000285034275371614	dcDNA	PK-15_8h_3	viral_read.count	0.000372669530910288	8.0738226767618e-05	0.216648317264912	cluster_1
CTO-S	L	""		C6	C6_dRNA	LT934125.1	-	3	C6_dRNA	0	dcDNA	C6_dRNA	viral_read.count	0			cluster_2
CTO-S	L	""		PC-12	PC-12_dRNA	LT934125.1	-	20	PC-12_dRNA	0	dcDNA	PC-12_dRNA	viral_read.count	0			cluster_2
CTO-S	L	""		PK-15	PK-15_dRNA	LT934125.1	-	68	PK-15_dRNA	0	dcDNA	PK-15_dRNA	viral_read.count	0			cluster_2
CTO-S	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_1	0	dcDNA	PC-12_0.5h_1	viral_read.count	0	0		cluster_2
CTO-S	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_2	0	dcDNA	PC-12_0.5h_2	viral_read.count	0	0		cluster_2
