gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	libtype	sample_name	norm.method	mean	sd	varcoeff	cluster
UL14	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	13	PC-12_0.5h_1	0	dcDNA	PC-12_0.5h_1	viral_read.count	0	0		cluster_1
UL14	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	13	PC-12_0.5h_2	0	dcDNA	PC-12_0.5h_2	viral_read.count	0	0		cluster_1
UL14	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	2	PC-12_0.5h_3	0	dcDNA	PC-12_0.5h_3	viral_read.count	0	0		cluster_1
UL14	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	138	PC-12_1.5h_1	0	dcDNA	PC-12_1.5h_1	viral_read.count	0	0		cluster_1
UL14	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	129	PC-12_1.5h_2	0	dcDNA	PC-12_1.5h_2	viral_read.count	0	0		cluster_1
UL14	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	152	PC-12_1.5h_3	0	dcDNA	PC-12_1.5h_3	viral_read.count	0	0		cluster_1
UL14	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	56266	C6_12h_1	0.00136849962677283	dcDNA	C6_12h_1	viral_read.count	0.00175871418037655	0.000733647049583552	0.41714967546715	cluster_1
UL14	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	49131	C6_12h_2	0.00130263988113411	dcDNA	C6_12h_2	viral_read.count	0.00175871418037655	0.000733647049583552	0.41714967546715	cluster_1
UL14	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	28023	C6_12h_3	0.00260500303322271	dcDNA	C6_12h_3	viral_read.count	0.00175871418037655	0.000733647049583552	0.41714967546715	cluster_1
UL14	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	40118	PC-12_12h_1	0.000498529338451568	dcDNA	PC-12_12h_1	viral_read.count	0.000455826255955191	0.000158883426295727	0.348561374471035	cluster_1
UL14	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	64296	PC-12_12h_2	0.000279955207166853	dcDNA	PC-12_12h_2	viral_read.count	0.000455826255955191	0.000158883426295727	0.348561374471035	cluster_1
UL14	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	35654	PC-12_12h_3	0.000588994222247153	dcDNA	PC-12_12h_3	viral_read.count	0.000455826255955191	0.000158883426295727	0.348561374471035	cluster_1
UL14	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	137055	PK-15_12h_1	0.000233482908321477	dcDNA	PK-15_12h_1	viral_read.count	0.000201788531559094	2.74600738615399e-05	0.136083421834596	cluster_1
UL14	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	155287	PK-15_12h_2	0.000186750983662509	dcDNA	PK-15_12h_2	viral_read.count	0.000201788531559094	2.74600738615399e-05	0.136083421834596	cluster_1
UL14	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	135039	PK-15_12h_3	0.000185131702693296	dcDNA	PK-15_12h_3	viral_read.count	0.000201788531559094	2.74600738615399e-05	0.136083421834596	cluster_1
UL14	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	246	C6_1h_1	0.0040650406504065	dcDNA	C6_1h_1	viral_read.count	0.00740076518412243	0.00298093124091652	0.402786896591693	cluster_1
UL14	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	240	C6_1h_2	0.00833333333333333	dcDNA	C6_1h_2	viral_read.count	0.00740076518412243	0.00298093124091652	0.402786896591693	cluster_1
UL14	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	102	C6_1h_3	0.00980392156862745	dcDNA	C6_1h_3	viral_read.count	0.00740076518412243	0.00298093124091652	0.402786896591693	cluster_1
UL14	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	25	NRK_1h_1	0	dcDNA	NRK_1h_1	viral_read.count	0	0		cluster_1
UL14	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	54	NRK_1h_2	0	dcDNA	NRK_1h_2	viral_read.count	0	0		cluster_1
UL14	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	20	NRK_1h_3	0	dcDNA	NRK_1h_3	viral_read.count	0	0		cluster_1
UL14	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	154	PC-12_1h_1	0	dcDNA	PC-12_1h_1	viral_read.count	0	0		cluster_1
UL14	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	93	PC-12_1h_2	0	dcDNA	PC-12_1h_2	viral_read.count	0	0		cluster_1
UL14	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	158	PC-12_1h_3	0	dcDNA	PC-12_1h_3	viral_read.count	0	0		cluster_1
UL14	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	129	PK-15_1h_1	0	dcDNA	PK-15_1h_1	viral_read.count	0	0		cluster_1
UL14	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	76	PK-15_1h_2	0	dcDNA	PK-15_1h_2	viral_read.count	0	0		cluster_1
UL14	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	52	PK-15_1h_3	0	dcDNA	PK-15_1h_3	viral_read.count	0	0		cluster_1
UL14	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	478	PC-12_2.5h_1	0	dcDNA	PC-12_2.5h_1	viral_read.count	0	0		cluster_1
UL14	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	231	PC-12_2.5h_2	0	dcDNA	PC-12_2.5h_2	viral_read.count	0	0		cluster_1
UL14	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	545	PC-12_2.5h_3	0	dcDNA	PC-12_2.5h_3	viral_read.count	0	0		cluster_1
UL14	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	+	243	C6_2h_1	0	dcDNA	C6_2h_1	viral_read.count	0	0		cluster_1
UL14	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	+	468	C6_2h_2	0	dcDNA	C6_2h_2	viral_read.count	0	0		cluster_1
UL14	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	99	NRK_2h_1	0	dcDNA	NRK_2h_1	viral_read.count	0	0		cluster_1
UL14	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	71	NRK_2h_2	0	dcDNA	NRK_2h_2	viral_read.count	0	0		cluster_1
UL14	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	122	NRK_2h_3	0	dcDNA	NRK_2h_3	viral_read.count	0	0		cluster_1
UL14	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	439	PC-12_2h_1	0	dcDNA	PC-12_2h_1	viral_read.count	0.00365891534668347	0.00320424272663776	0.875735682035432	cluster_1
UL14	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	399	PC-12_2h_2	0.0050125313283208	dcDNA	PC-12_2h_2	viral_read.count	0.00365891534668347	0.00320424272663776	0.875735682035432	cluster_1
UL14	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	503	PC-12_2h_3	0.00596421471172962	dcDNA	PC-12_2h_3	viral_read.count	0.00365891534668347	0.00320424272663776	0.875735682035432	cluster_1
UL14	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	482	PK-15_2h_1	0.004149377593361	dcDNA	PK-15_2h_1	viral_read.count	0.00138312586445367	0.00239564427049638	1.73205080756888	cluster_1
UL14	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	405	PK-15_2h_2	0	dcDNA	PK-15_2h_2	viral_read.count	0.00138312586445367	0.00239564427049638	1.73205080756888	cluster_1
UL14	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	+	1652	PK-15_2h_3	0	dcDNA	PK-15_2h_3	viral_read.count	0.00138312586445367	0.00239564427049638	1.73205080756888	cluster_1
UL14	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	680	C6_4h_1	0	dcDNA	C6_4h_1	viral_read.count	0	0		cluster_1
UL14	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	686	C6_4h_2	0	dcDNA	C6_4h_2	viral_read.count	0	0		cluster_1
UL14	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	+	312	C6_4h_3	0	dcDNA	C6_4h_3	viral_read.count	0	0		cluster_1
UL14	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2800	PC-12_4h_1	0.00107142857142857	dcDNA	PC-12_4h_1	viral_read.count	0.00103941645886461	0.000646076534143367	0.621576201370813	cluster_1
UL14	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2646	PC-12_4h_2	0.000377928949357521	dcDNA	PC-12_4h_2	viral_read.count	0.00103941645886461	0.000646076534143367	0.621576201370813	cluster_1
UL14	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	+	2996	PC-12_4h_3	0.00166889185580774	dcDNA	PC-12_4h_3	viral_read.count	0.00103941645886461	0.000646076534143367	0.621576201370813	cluster_1
UL14	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	7826	PK-15_4h_1	0.00140557117301303	dcDNA	PK-15_4h_1	viral_read.count	0.0010512202568155	0.000329591601045437	0.313532391436101	cluster_1
UL14	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	8046	PK-15_4h_2	0.000994282873477504	dcDNA	PK-15_4h_2	viral_read.count	0.0010512202568155	0.000329591601045437	0.313532391436101	cluster_1
UL14	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	+	6633	PK-15_4h_3	0.000753806723955978	dcDNA	PK-15_4h_3	viral_read.count	0.0010512202568155	0.000329591601045437	0.313532391436101	cluster_1
UL14	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	2759	C6_6h_1	0.00217470097861544	dcDNA	C6_6h_1	viral_read.count	0.0021562809692988	0.00143625908210688	0.666081601867469	cluster_1
UL14	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	4220	C6_6h_2	0.000710900473933649	dcDNA	C6_6h_2	viral_read.count	0.0021562809692988	0.00143625908210688	0.666081601867469	cluster_1
UL14	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	+	3628	C6_6h_3	0.0035832414553473	dcDNA	C6_6h_3	viral_read.count	0.0021562809692988	0.00143625908210688	0.666081601867469	cluster_1
UL14	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	7517	PC-12_6h_1	0.00106425435679127	dcDNA	PC-12_6h_1	viral_read.count	0.000933424251559037	0.000114298426592203	0.122450671708281	cluster_1
UL14	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	13589	PC-12_6h_2	0.000883067186695121	dcDNA	PC-12_6h_2	viral_read.count	0.000933424251559037	0.000114298426592203	0.122450671708281	cluster_1
UL14	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	+	11724	PC-12_6h_3	0.00085295121119072	dcDNA	PC-12_6h_3	viral_read.count	0.000933424251559037	0.000114298426592203	0.122450671708281	cluster_1
UL14	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	37872	PK-15_6h_1	0.000871356147021546	dcDNA	PK-15_6h_1	viral_read.count	0.000910118264419463	7.98582319005054e-05	0.0877448953861448	cluster_1
UL14	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	30337	PK-15_6h_2	0.000857039258990672	dcDNA	PK-15_6h_2	viral_read.count	0.000910118264419463	7.98582319005054e-05	0.0877448953861448	cluster_1
UL14	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	+	44912	PK-15_6h_3	0.00100195938724617	dcDNA	PK-15_6h_3	viral_read.count	0.000910118264419463	7.98582319005054e-05	0.0877448953861448	cluster_1
UL14	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	10124	C6_8h_1	0.00217305412880284	dcDNA	C6_8h_1	viral_read.count	0.00143682099627138	0.000646755509080872	0.450129494738198	cluster_1
UL14	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	10414	C6_8h_2	0.00096024582293067	dcDNA	C6_8h_2	viral_read.count	0.00143682099627138	0.000646755509080872	0.450129494738198	cluster_1
UL14	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	+	8495	C6_8h_3	0.00117716303708064	dcDNA	C6_8h_3	viral_read.count	0.00143682099627138	0.000646755509080872	0.450129494738198	cluster_1
UL14	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	+	14035	PC-12_8h_1	0.00021375133594585	dcDNA	PC-12_8h_1	viral_read.count	0.000457551515970885	0.000344785521100406	0.753544702761614	cluster_1
UL14	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	+	15684	PC-12_8h_2	0.000701351695995919	dcDNA	PC-12_8h_2	viral_read.count	0.000457551515970885	0.000344785521100406	0.753544702761614	cluster_1
UL14	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	69419	PK-15_8h_1	0.00103718002276034	dcDNA	PK-15_8h_1	viral_read.count	0.000729142628243768	0.000267796729325365	0.367276193918859	cluster_1
UL14	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	74319	PK-15_8h_2	0.000551675883690577	dcDNA	PK-15_8h_2	viral_read.count	0.000729142628243768	0.000267796729325365	0.367276193918859	cluster_1
UL14	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	+	70167	PK-15_8h_3	0.000598571978280388	dcDNA	PK-15_8h_3	viral_read.count	0.000729142628243768	0.000267796729325365	0.367276193918859	cluster_1
UL15	L	""		C6	C6_dRNA	LT934125.1	-	3	C6_dRNA	0	dcDNA	C6_dRNA	viral_read.count	0			cluster_1
UL15	L	""		PC-12	PC-12_dRNA	LT934125.1	-	20	PC-12_dRNA	0	dcDNA	PC-12_dRNA	viral_read.count	0			cluster_1
UL15	L	""		PK-15	PK-15_dRNA	LT934125.1	-	68	PK-15_dRNA	0	dcDNA	PK-15_dRNA	viral_read.count	0			cluster_1
UL15	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_1	0	dcDNA	PC-12_0.5h_1	viral_read.count	0	0		cluster_1
UL15	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_2	0	dcDNA	PC-12_0.5h_2	viral_read.count	0	0		cluster_1
UL15	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	2	PC-12_0.5h_3	0	dcDNA	PC-12_0.5h_3	viral_read.count	0	0		cluster_1
UL15	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	138	PC-12_1.5h_1	0.0072463768115942	dcDNA	PC-12_1.5h_1	viral_read.count	0.00241545893719807	0.00418369760282337	1.73205080756888	cluster_1
UL15	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	129	PC-12_1.5h_2	0	dcDNA	PC-12_1.5h_2	viral_read.count	0.00241545893719807	0.00418369760282337	1.73205080756888	cluster_1
UL15	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	152	PC-12_1.5h_3	0	dcDNA	PC-12_1.5h_3	viral_read.count	0.00241545893719807	0.00418369760282337	1.73205080756888	cluster_1
UL15	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	56266	C6_12h_1	0.000426545338214908	dcDNA	C6_12h_1	viral_read.count	0.00044783954185556	0.000113974739507173	0.254499053466638	cluster_1
UL15	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	49131	C6_12h_2	0.000346013718426248	dcDNA	C6_12h_2	viral_read.count	0.00044783954185556	0.000113974739507173	0.254499053466638	cluster_1
UL15	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	28023	C6_12h_3	0.000570959568925525	dcDNA	C6_12h_3	viral_read.count	0.00044783954185556	0.000113974739507173	0.254499053466638	cluster_1
UL15	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	40118	PC-12_12h_1	0.000224338202303206	dcDNA	PC-12_12h_1	viral_read.count	0.000195211922335254	7.60804691452711e-05	0.38973269785547	cluster_1
UL15	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	64296	PC-12_12h_2	0.000108871469453776	dcDNA	PC-12_12h_2	viral_read.count	0.000195211922335254	7.60804691452711e-05	0.38973269785547	cluster_1
UL15	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	35654	PC-12_12h_3	0.00025242609524878	dcDNA	PC-12_12h_3	viral_read.count	0.000195211922335254	7.60804691452711e-05	0.38973269785547	cluster_1
UL15	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	137055	PK-15_12h_1	9.48524315056e-05	dcDNA	PK-15_12h_1	viral_read.count	9.42961194012226e-05	3.47791555938516e-05	0.368829129074432	cluster_1
UL15	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	155287	PK-15_12h_2	0.000128793781836213	dcDNA	PK-15_12h_2	viral_read.count	9.42961194012226e-05	3.47791555938516e-05	0.368829129074432	cluster_1
UL15	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	135039	PK-15_12h_3	5.92421448618547e-05	dcDNA	PK-15_12h_3	viral_read.count	9.42961194012226e-05	3.47791555938516e-05	0.368829129074432	cluster_1
UL15	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	246	C6_1h_1	0	dcDNA	C6_1h_1	viral_read.count	0	0		cluster_1
UL15	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	240	C6_1h_2	0	dcDNA	C6_1h_2	viral_read.count	0	0		cluster_1
UL15	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	102	C6_1h_3	0	dcDNA	C6_1h_3	viral_read.count	0	0		cluster_1
UL15	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	25	NRK_1h_1	0	dcDNA	NRK_1h_1	viral_read.count	0	0		cluster_1
UL15	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	54	NRK_1h_2	0	dcDNA	NRK_1h_2	viral_read.count	0	0		cluster_1
UL15	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	20	NRK_1h_3	0	dcDNA	NRK_1h_3	viral_read.count	0	0		cluster_1
UL15	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	154	PC-12_1h_1	0	dcDNA	PC-12_1h_1	viral_read.count	0	0		cluster_1
UL15	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	93	PC-12_1h_2	0	dcDNA	PC-12_1h_2	viral_read.count	0	0		cluster_1
UL15	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	158	PC-12_1h_3	0	dcDNA	PC-12_1h_3	viral_read.count	0	0		cluster_1
UL15	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	129	PK-15_1h_1	0	dcDNA	PK-15_1h_1	viral_read.count	0	0		cluster_1
UL15	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	76	PK-15_1h_2	0	dcDNA	PK-15_1h_2	viral_read.count	0	0		cluster_1
UL15	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	52	PK-15_1h_3	0	dcDNA	PK-15_1h_3	viral_read.count	0	0		cluster_1
UL15	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	478	PC-12_2.5h_1	0	dcDNA	PC-12_2.5h_1	viral_read.count	0	0		cluster_1
UL15	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	231	PC-12_2.5h_2	0	dcDNA	PC-12_2.5h_2	viral_read.count	0	0		cluster_1
UL15	L	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	545	PC-12_2.5h_3	0	dcDNA	PC-12_2.5h_3	viral_read.count	0	0		cluster_1
UL15	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	243	C6_2h_1	0	dcDNA	C6_2h_1	viral_read.count	0	0		cluster_1
UL15	L	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	468	C6_2h_2	0	dcDNA	C6_2h_2	viral_read.count	0	0		cluster_1
UL15	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	99	NRK_2h_1	0	dcDNA	NRK_2h_1	viral_read.count	0	0		cluster_1
UL15	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	71	NRK_2h_2	0	dcDNA	NRK_2h_2	viral_read.count	0	0		cluster_1
UL15	L	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	122	NRK_2h_3	0	dcDNA	NRK_2h_3	viral_read.count	0	0		cluster_1
UL15	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	439	PC-12_2h_1	0	dcDNA	PC-12_2h_1	viral_read.count	0	0		cluster_1
UL15	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	399	PC-12_2h_2	0	dcDNA	PC-12_2h_2	viral_read.count	0	0		cluster_1
UL15	L	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	503	PC-12_2h_3	0	dcDNA	PC-12_2h_3	viral_read.count	0	0		cluster_1
UL15	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	482	PK-15_2h_1	0.0020746887966805	dcDNA	PK-15_2h_1	viral_read.count	0.000691562932226833	0.00119782213524819	1.73205080756888	cluster_1
UL15	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	405	PK-15_2h_2	0	dcDNA	PK-15_2h_2	viral_read.count	0.000691562932226833	0.00119782213524819	1.73205080756888	cluster_1
UL15	L	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	1652	PK-15_2h_3	0	dcDNA	PK-15_2h_3	viral_read.count	0.000691562932226833	0.00119782213524819	1.73205080756888	cluster_1
UL15	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	680	C6_4h_1	0	dcDNA	C6_4h_1	viral_read.count	0	0		cluster_1
UL15	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	686	C6_4h_2	0	dcDNA	C6_4h_2	viral_read.count	0	0		cluster_1
UL15	L	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	312	C6_4h_3	0	dcDNA	C6_4h_3	viral_read.count	0	0		cluster_1
UL15	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2800	PC-12_4h_1	0	dcDNA	PC-12_4h_1	viral_read.count	0.000571014144667907	0.000688181243356042	1.20519123699865	cluster_1
UL15	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2646	PC-12_4h_2	0.000377928949357521	dcDNA	PC-12_4h_2	viral_read.count	0.000571014144667907	0.000688181243356042	1.20519123699865	cluster_1
UL15	L	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	2996	PC-12_4h_3	0.0013351134846462	dcDNA	PC-12_4h_3	viral_read.count	0.000571014144667907	0.000688181243356042	1.20519123699865	cluster_1
UL15	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	7826	PK-15_4h_1	0.000511116790186558	dcDNA	PK-15_4h_1	viral_read.count	0.00040399051430984	0.000137774482458723	0.341033953963227	cluster_1
UL15	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	8046	PK-15_4h_2	0.000248570718369376	dcDNA	PK-15_4h_2	viral_read.count	0.00040399051430984	0.000137774482458723	0.341033953963227	cluster_1
UL15	L	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	6633	PK-15_4h_3	0.000452284034373587	dcDNA	PK-15_4h_3	viral_read.count	0.00040399051430984	0.000137774482458723	0.341033953963227	cluster_1
UL15	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	2759	C6_6h_1	0.000362450163102573	dcDNA	C6_6h_1	viral_read.count	0.000199805662582374	0.000184060436155163	0.921197296294244	cluster_1
UL15	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	4220	C6_6h_2	0.00023696682464455	dcDNA	C6_6h_2	viral_read.count	0.000199805662582374	0.000184060436155163	0.921197296294244	cluster_1
UL15	L	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	3628	C6_6h_3	0	dcDNA	C6_6h_3	viral_read.count	0.000199805662582374	0.000184060436155163	0.921197296294244	cluster_1
UL15	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	7517	PC-12_6h_1	0.000665158972994546	dcDNA	PC-12_6h_1	viral_read.count	0.000465898832127586	0.000225719460012904	0.484481703854305	cluster_1
UL15	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	13589	PC-12_6h_2	0.00022076679667378	dcDNA	PC-12_6h_2	viral_read.count	0.000465898832127586	0.000225719460012904	0.484481703854305	cluster_1
UL15	L	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	11724	PC-12_6h_3	0.000511770726714432	dcDNA	PC-12_6h_3	viral_read.count	0.000465898832127586	0.000225719460012904	0.484481703854305	cluster_1
UL15	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	37872	PK-15_6h_1	0.000211237853823405	dcDNA	PK-15_6h_1	viral_read.count	0.000213833291531341	8.15674009197609e-05	0.381453235535149	cluster_1
UL15	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	30337	PK-15_6h_2	0.000296667435804463	dcDNA	PK-15_6h_2	viral_read.count	0.000213833291531341	8.15674009197609e-05	0.381453235535149	cluster_1
UL15	L	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	44912	PK-15_6h_3	0.000133594584966156	dcDNA	PK-15_6h_3	viral_read.count	0.000213833291531341	8.15674009197609e-05	0.381453235535149	cluster_1
UL15	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	10124	C6_8h_1	0.00029632556301857	dcDNA	C6_8h_1	viral_read.count	0.00029805492606399	0.000181209493015516	0.607973488002717	cluster_1
UL15	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	10414	C6_8h_2	0.000480122911465335	dcDNA	C6_8h_2	viral_read.count	0.00029805492606399	0.000181209493015516	0.607973488002717	cluster_1
UL15	L	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	8495	C6_8h_3	0.000117716303708064	dcDNA	C6_8h_3	viral_read.count	0.00029805492606399	0.000181209493015516	0.607973488002717	cluster_1
UL15	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	14035	PC-12_8h_1	0.00021375133594585	dcDNA	PC-12_8h_1	viral_read.count	0.000330033025789809	0.000164447142832988	0.498274808829953	cluster_1
UL15	L	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	15684	PC-12_8h_2	0.000446314715633767	dcDNA	PC-12_8h_2	viral_read.count	0.000330033025789809	0.000164447142832988	0.498274808829953	cluster_1
UL15	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	69419	PK-15_8h_1	0.000590616401849638	dcDNA	PK-15_8h_1	viral_read.count	0.000409028776452592	0.000157329633357649	0.384641967545978	cluster_1
UL15	L	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	74319	PK-15_8h_2	0.000322932224599362	dcDNA	PK-15_8h_2	viral_read.count	0.000409028776452592	0.000157329633357649	0.384641967545978	cluster_1
